Created as New Dataset,PU (polyurethane) GF
cm-1,%T
2455.00,99.62
2454.00,99.63
2453.00,99.63
2452.00,99.63
2451.00,99.64
2450.00,99.64
2449.00,99.63
2448.00,99.63
2447.00,99.63
2446.00,99.63
2445.00,99.63
2444.00,99.63
2443.00,99.63
2442.00,99.63
2441.00,99.62
2440.00,99.62
2439.00,99.63
2438.00,99.63
2437.00,99.64
2436.00,99.64
2435.00,99.64
2434.00,99.63
2433.00,99.63
2432.00,99.62
2431.00,99.62
2430.00,99.63
2429.00,99.63
2428.00,99.63
2427.00,99.63
2426.00,99.63
2425.00,99.64
2424.00,99.63
2423.00,99.63
2422.00,99.62
2421.00,99.62
2420.00,99.62
2419.00,99.62
2418.00,99.62
2417.00,99.62
2416.00,99.62
2415.00,99.62
2414.00,99.62
2413.00,99.62
2412.00,99.61
2411.00,99.61
2410.00,99.61
2409.00,99.61
2408.00,99.61
2407.00,99.61
2406.00,99.62
2405.00,99.62
2404.00,99.62
2403.00,99.62
2402.00,99.62
2401.00,99.62
2400.00,99.62
2399.00,99.62
2398.00,99.62
2397.00,99.62
2396.00,99.62
2395.00,99.63
2394.00,99.64
2393.00,99.64
2392.00,99.64
2391.00,99.64
2390.00,99.64
2389.00,99.64
2388.00,99.64
2387.00,99.64
2386.00,99.64
2385.00,99.64
2384.00,99.64
2383.00,99.63
2382.00,99.63
2381.00,99.63
2380.00,99.63
2379.00,99.64
2378.00,99.65
2377.00,99.65
2376.00,99.65
2375.00,99.64
2374.00,99.64
2373.00,99.63
2372.00,99.63
2371.00,99.63
2370.00,99.64
2369.00,99.64
2368.00,99.64
2367.00,99.65
2366.00,99.65
2365.00,99.64
2364.00,99.63
2363.00,99.62
2362.00,99.60
2361.00,99.58
2360.00,99.58
2359.00,99.58
2358.00,99.59
2357.00,99.58
2356.00,99.58
2355.00,99.59
2354.00,99.59
2353.00,99.58
2352.00,99.58
2351.00,99.58
2350.00,99.58
2349.00,99.57
2348.00,99.56
2347.00,99.56
2346.00,99.56
2345.00,99.55
2344.00,99.55
2343.00,99.55
2342.00,99.55
2341.00,99.53
2340.00,99.52
2339.00,99.52
2338.00,99.51
2337.00,99.51
2336.00,99.51
2335.00,99.52
2334.00,99.53
2333.00,99.52
2332.00,99.52
2331.00,99.52
2330.00,99.52
2329.00,99.52
2328.00,99.50
2327.00,99.48
2326.00,99.44
2325.00,99.40
2324.00,99.38
2323.00,99.37
2322.00,99.38
2321.00,99.40
2320.00,99.42
2319.00,99.43
2318.00,99.43
2317.00,99.43
2316.00,99.43
2315.00,99.44
2314.00,99.45
2313.00,99.45
2312.00,99.46
2311.00,99.46
2310.00,99.47
2309.00,99.47
2308.00,99.47
2307.00,99.47
2306.00,99.48
2305.00,99.48
2304.00,99.48
2303.00,99.49
2302.00,99.49
2301.00,99.49
2300.00,99.49
2299.00,99.49
2298.00,99.49
2297.00,99.49
2296.00,99.48
2295.00,99.48
2294.00,99.47
2293.00,99.47
2292.00,99.46
2291.00,99.45
2290.00,99.44
2289.00,99.43
2288.00,99.42
2287.00,99.41
2286.00,99.40
2285.00,99.40
2284.00,99.39
2283.00,99.40
2282.00,99.40
2281.00,99.40
2280.00,99.40
2279.00,99.41
2278.00,99.42
2277.00,99.42
2276.00,99.42
2275.00,99.42
2274.00,99.42
2273.00,99.42
2272.00,99.42
2271.00,99.42
2270.00,99.42
2269.00,99.41
2268.00,99.41
2267.00,99.42
2266.00,99.43
2265.00,99.43
2264.00,99.43
2263.00,99.43
2262.00,99.43
2261.00,99.42
2260.00,99.41
2259.00,99.41
2258.00,99.42
2257.00,99.42
2256.00,99.43
2255.00,99.44
2254.00,99.45
2253.00,99.45
2252.00,99.45
2251.00,99.46
2250.00,99.46
2249.00,99.45
2248.00,99.45
2247.00,99.45
2246.00,99.46
2245.00,99.46
2244.00,99.46
2243.00,99.48
2242.00,99.49
2241.00,99.50
2240.00,99.49
2239.00,99.49
2238.00,99.49
2237.00,99.47
2236.00,99.47
2235.00,99.47
2234.00,99.47
2233.00,99.47
2232.00,99.46
2231.00,99.47
2230.00,99.48
2229.00,99.49
2228.00,99.48
2227.00,99.48
2226.00,99.48
2225.00,99.47
2224.00,99.47
2223.00,99.47
2222.00,99.48
2221.00,99.48
2220.00,99.47
2219.00,99.48
2218.00,99.48
2217.00,99.47
2216.00,99.47
2215.00,99.48
2214.00,99.48
2213.00,99.48
2212.00,99.47
2211.00,99.48
2210.00,99.48
2209.00,99.49
2208.00,99.49
2207.00,99.49
2206.00,99.49
2205.00,99.48
2204.00,99.48
2203.00,99.48
2202.00,99.47
2201.00,99.46
2200.00,99.45
2199.00,99.45
2198.00,99.46
2197.00,99.46
2196.00,99.45
2195.00,99.45
2194.00,99.45
2193.00,99.44
2192.00,99.45
2191.00,99.46
2190.00,99.47
2189.00,99.47
2188.00,99.46
2187.00,99.47
2186.00,99.47
2185.00,99.46
2184.00,99.47
2183.00,99.48
2182.00,99.51
2181.00,99.51
2180.00,99.51
2179.00,99.50
2178.00,99.48
2177.00,99.47
2176.00,99.47
2175.00,99.50
2174.00,99.53
2173.00,99.54
2172.00,99.52
2171.00,99.50
2170.00,99.46
2169.00,99.42
2168.00,99.39
2167.00,99.38
2166.00,99.38
2165.00,99.37
2164.00,99.36
2163.00,99.37
2162.00,99.38
2161.00,99.41
2160.00,99.49
2159.00,99.63
2158.00,99.76
2157.00,99.82
2156.00,99.83
2155.00,99.82
2154.00,99.79
2153.00,99.76
2152.00,99.73
2151.00,99.71
2150.00,99.70
2149.00,99.68
2148.00,99.67
2147.00,99.68
2146.00,99.69
2145.00,99.68
2144.00,99.68
2143.00,99.68
2142.00,99.68
2141.00,99.67
2140.00,99.67
2139.00,99.68
2138.00,99.68
2137.00,99.69
2136.00,99.70
2135.00,99.73
2134.00,99.76
2133.00,99.76
2132.00,99.74
2131.00,99.73
2130.00,99.70
2129.00,99.67
2128.00,99.64
2127.00,99.63
2126.00,99.61
2125.00,99.60
2124.00,99.59
2123.00,99.58
2122.00,99.57
2121.00,99.56
2120.00,99.55
2119.00,99.54
2118.00,99.53
2117.00,99.51
2116.00,99.50
2115.00,99.49
2114.00,99.48
2113.00,99.47
2112.00,99.45
2111.00,99.45
2110.00,99.44
2109.00,99.43
2108.00,99.42
2107.00,99.41
2106.00,99.42
2105.00,99.42
2104.00,99.41
2103.00,99.41
2102.00,99.40
2101.00,99.39
2100.00,99.38
2099.00,99.38
2098.00,99.38
2097.00,99.38
2096.00,99.39
2095.00,99.41
2094.00,99.42
2093.00,99.43
2092.00,99.43
2091.00,99.43
2090.00,99.42
2089.00,99.39
2088.00,99.37
2087.00,99.35
2086.00,99.35
2085.00,99.34
2084.00,99.34
2083.00,99.34
2082.00,99.34
2081.00,99.32
2080.00,99.31
2079.00,99.30
2078.00,99.30
2077.00,99.30
2076.00,99.30
2075.00,99.31
2074.00,99.31
2073.00,99.31
2072.00,99.31
2071.00,99.32
2070.00,99.33
2069.00,99.33
2068.00,99.33
2067.00,99.35
2066.00,99.37
2065.00,99.38
2064.00,99.37
2063.00,99.36
2062.00,99.35
2061.00,99.34
2060.00,99.33
2059.00,99.34
2058.00,99.35
2057.00,99.34
2056.00,99.33
2055.00,99.33
2054.00,99.32
2053.00,99.29
2052.00,99.24
2051.00,99.22
2050.00,99.22
2049.00,99.24
2048.00,99.26
2047.00,99.29
2046.00,99.30
2045.00,99.30
2044.00,99.30
2043.00,99.32
2042.00,99.33
2041.00,99.32
2040.00,99.30
2039.00,99.30
2038.00,99.30
2037.00,99.29
2036.00,99.28
2035.00,99.30
2034.00,99.32
2033.00,99.32
2032.00,99.33
2031.00,99.36
2030.00,99.39
2029.00,99.40
2028.00,99.39
2027.00,99.40
2026.00,99.40
2025.00,99.39
2024.00,99.39
2023.00,99.41
2022.00,99.43
2021.00,99.42
2020.00,99.41
2019.00,99.43
2018.00,99.45
2017.00,99.44
2016.00,99.42
2015.00,99.43
2014.00,99.43
2013.00,99.42
2012.00,99.42
2011.00,99.43
2010.00,99.45
2009.00,99.44
2008.00,99.45
2007.00,99.48
2006.00,99.51
2005.00,99.51
2004.00,99.50
2003.00,99.51
2002.00,99.51
2001.00,99.49
2000.00,99.46
1999.00,99.45
1998.00,99.44
1997.00,99.43
1996.00,99.42
1995.00,99.43
1994.00,99.44
1993.00,99.44
1992.00,99.43
1991.00,99.44
1990.00,99.44
1989.00,99.42
1988.00,99.41
1987.00,99.41
1986.00,99.41
1985.00,99.39
1984.00,99.35
1983.00,99.33
1982.00,99.29
1981.00,99.25
1980.00,99.23
1979.00,99.28
1978.00,99.37
1977.00,99.44
1976.00,99.48
1975.00,99.52
1974.00,99.55
1973.00,99.54
1972.00,99.52
1971.00,99.52
1970.00,99.53
1969.00,99.52
1968.00,99.51
1967.00,99.53
1966.00,99.54
1965.00,99.53
1964.00,99.52
1963.00,99.52
1962.00,99.54
1961.00,99.54
1960.00,99.54
1959.00,99.56
1958.00,99.57
1957.00,99.56
1956.00,99.54
1955.00,99.53
1954.00,99.52
1953.00,99.51
1952.00,99.49
1951.00,99.50
1950.00,99.50
1949.00,99.49
1948.00,99.48
1947.00,99.49
1946.00,99.50
1945.00,99.49
1944.00,99.49
1943.00,99.51
1942.00,99.53
1941.00,99.52
1940.00,99.50
1939.00,99.50
1938.00,99.51
1937.00,99.50
1936.00,99.50
1935.00,99.51
1934.00,99.52
1933.00,99.51
1932.00,99.50
1931.00,99.50
1930.00,99.51
1929.00,99.51
1928.00,99.50
1927.00,99.50
1926.00,99.51
1925.00,99.51
1924.00,99.51
1923.00,99.52
1922.00,99.53
1921.00,99.50
1920.00,99.48
1919.00,99.47
1918.00,99.49
1917.00,99.49
1916.00,99.47
1915.00,99.47
1914.00,99.47
1913.00,99.47
1912.00,99.46
1911.00,99.48
1910.00,99.50
1909.00,99.51
1908.00,99.51
1907.00,99.51
1906.00,99.51
1905.00,99.50
1904.00,99.49
1903.00,99.49
1902.00,99.49
1901.00,99.48
1900.00,99.47
1899.00,99.47
1898.00,99.49
1897.00,99.49
1896.00,99.48
1895.00,99.49
1894.00,99.49
1893.00,99.48
1892.00,99.47
1891.00,99.48
1890.00,99.50
1889.00,99.50
1888.00,99.49
1887.00,99.49
1886.00,99.49
1885.00,99.49
1884.00,99.48
1883.00,99.47
1882.00,99.48
1881.00,99.47
1880.00,99.46
1879.00,99.47
1878.00,99.47
1877.00,99.47
1876.00,99.46
1875.00,99.46
1874.00,99.46
1873.00,99.44
1872.00,99.42
1871.00,99.42
1870.00,99.43
1869.00,99.43
1868.00,99.43
1867.00,99.44
1866.00,99.45
1865.00,99.45
1864.00,99.44
1863.00,99.44
1862.00,99.44
1861.00,99.43
1860.00,99.42
1859.00,99.43
1858.00,99.43
1857.00,99.42
1856.00,99.41
1855.00,99.40
1854.00,99.41
1853.00,99.41
1852.00,99.40
1851.00,99.40
1850.00,99.42
1849.00,99.42
1848.00,99.41
1847.00,99.40
1846.00,99.40
1845.00,99.42
1844.00,99.44
1843.00,99.46
1842.00,99.46
1841.00,99.42
1840.00,99.40
1839.00,99.39
1838.00,99.40
1837.00,99.39
1836.00,99.39
1835.00,99.39
1834.00,99.37
1833.00,99.34
1832.00,99.29
1831.00,99.27
1830.00,99.27
1829.00,99.27
1828.00,99.26
1827.00,99.27
1826.00,99.29
1825.00,99.29
1824.00,99.29
1823.00,99.28
1822.00,99.28
1821.00,99.27
1820.00,99.26
1819.00,99.27
1818.00,99.28
1817.00,99.28
1816.00,99.26
1815.00,99.24
1814.00,99.22
1813.00,99.19
1812.00,99.17
1811.00,99.16
1810.00,99.15
1809.00,99.14
1808.00,99.13
1807.00,99.12
1806.00,99.11
1805.00,99.09
1804.00,99.08
1803.00,99.09
1802.00,99.09
1801.00,99.06
1800.00,99.03
1799.00,99.01
1798.00,99.01
1797.00,99.01
1796.00,98.99
1795.00,98.96
1794.00,98.95
1793.00,98.94
1792.00,98.95
1791.00,98.97
1790.00,98.98
1789.00,98.95
1788.00,98.93
1787.00,98.92
1786.00,98.93
1785.00,98.93
1784.00,98.91
1783.00,98.89
1782.00,98.87
1781.00,98.86
1780.00,98.85
1779.00,98.84
1778.00,98.84
1777.00,98.81
1776.00,98.77
1775.00,98.74
1774.00,98.72
1773.00,98.70
1772.00,98.68
1771.00,98.68
1770.00,98.70
1769.00,98.72
1768.00,98.72
1767.00,98.71
1766.00,98.66
1765.00,98.60
1764.00,98.54
1763.00,98.51
1762.00,98.51
1761.00,98.48
1760.00,98.44
1759.00,98.40
1758.00,98.36
1757.00,98.30
1756.00,98.24
1755.00,98.17
1754.00,98.12
1753.00,98.07
1752.00,98.01
1751.00,97.91
1750.00,97.77
1749.00,97.58
1748.00,97.40
1747.00,97.24
1746.00,97.10
1745.00,96.93
1744.00,96.71
1743.00,96.45
1742.00,96.16
1741.00,95.80
1740.00,95.38
1739.00,94.96
1738.00,94.56
1737.00,94.16
1736.00,93.65
1735.00,92.87
1734.00,91.82
1733.00,90.75
1732.00,89.72
1731.00,88.61
1730.00,87.37
1729.00,86.03
1728.00,84.69
1727.00,83.37
1726.00,82.03
1725.00,80.64
1724.00,79.21
1723.00,77.89
1722.00,76.75
1721.00,75.80
1720.00,74.94
1719.00,74.10
1718.00,73.27
1717.00,72.62
1716.00,72.24
1715.00,72.05
1714.00,71.98
1713.00,71.95
1712.00,71.92
1711.00,71.85
1710.00,71.73
1709.00,71.52
1708.00,71.22
1707.00,70.83
1706.00,70.36
1705.00,69.88
1704.00,69.48
1703.00,69.17
1702.00,68.77
1701.00,68.10
1700.00,67.34
1699.00,66.81
1698.00,66.43
1697.00,65.97
1696.00,65.35
1695.00,64.70
1694.00,64.17
1693.00,63.74
1692.00,63.37
1691.00,63.04
1690.00,62.77
1689.00,62.66
1688.00,62.74
1687.00,63.04
1686.00,63.65
1685.00,64.90
1684.00,66.73
1683.00,68.47
1682.00,69.97
1681.00,71.55
1680.00,73.27
1679.00,74.90
1678.00,76.31
1677.00,77.68
1676.00,79.18
1675.00,80.60
1674.00,81.67
1673.00,82.44
1672.00,83.08
1671.00,83.70
1670.00,84.27
1669.00,84.81
1668.00,85.25
1667.00,85.53
1666.00,85.70
1665.00,85.88
1664.00,86.13
1663.00,86.45
1662.00,86.82
1661.00,87.26
1660.00,87.78
1659.00,88.34
1658.00,88.88
1657.00,89.41
1656.00,89.97
1655.00,90.60
1654.00,91.45
1653.00,92.46
1652.00,93.20
1651.00,93.46
1650.00,93.47
1649.00,93.56
1648.00,93.86
1647.00,94.26
1646.00,94.61
1645.00,94.87
1644.00,95.06
1643.00,95.18
1642.00,95.27
1641.00,95.36
1640.00,95.45
1639.00,95.50
1638.00,95.51
1637.00,95.55
1636.00,95.66
1635.00,95.79
1634.00,95.86
1633.00,95.90
1632.00,95.93
1631.00,95.96
1630.00,95.95
1629.00,95.94
1628.00,95.97
1627.00,96.01
1626.00,96.01
1625.00,96.01
1624.00,96.06
1623.00,96.13
1622.00,96.18
1621.00,96.21
1620.00,96.25
1619.00,96.29
1618.00,96.32
1617.00,96.36
1616.00,96.41
1615.00,96.41
1614.00,96.34
1613.00,96.27
1612.00,96.24
1611.00,96.21
1610.00,96.14
1609.00,96.06
1608.00,96.00
1607.00,95.93
1606.00,95.81
1605.00,95.67
1604.00,95.52
1603.00,95.35
1602.00,95.13
1601.00,94.88
1600.00,94.62
1599.00,94.31
1598.00,93.93
1597.00,93.47
1596.00,92.91
1595.00,92.24
1594.00,91.43
1593.00,90.46
1592.00,89.32
1591.00,87.99
1590.00,86.45
1589.00,84.75
1588.00,82.99
1587.00,81.27
1586.00,79.76
1585.00,78.62
1584.00,77.98
1583.00,77.89
1582.00,78.28
1581.00,78.95
1580.00,79.67
1579.00,80.33
1578.00,80.92
1577.00,81.45
1576.00,81.90
1575.00,82.25
1574.00,82.54
1573.00,82.86
1572.00,83.34
1571.00,84.05
1570.00,84.99
1569.00,85.92
1568.00,86.64
1567.00,87.12
1566.00,87.42
1565.00,87.63
1564.00,87.77
1563.00,87.83
1562.00,87.81
1561.00,87.69
1560.00,87.33
1559.00,86.71
1558.00,86.12
1557.00,85.73
1556.00,85.33
1555.00,84.80
1554.00,84.11
1553.00,83.39
1552.00,82.64
1551.00,81.77
1550.00,80.74
1549.00,79.68
1548.00,78.74
1547.00,77.83
1546.00,76.82
1545.00,75.69
1544.00,74.56
1543.00,73.53
1542.00,72.51
1541.00,71.42
1540.00,70.37
1539.00,69.61
1538.00,69.16
1537.00,68.85
1536.00,68.60
1535.00,68.30
1534.00,67.90
1533.00,67.53
1532.00,67.29
1531.00,67.15
1530.00,67.04
1529.00,66.97
1528.00,66.97
1527.00,67.06
1526.00,67.21
1525.00,67.42
1524.00,67.72
1523.00,68.15
1522.00,68.76
1521.00,69.46
1520.00,70.09
1519.00,70.65
1518.00,71.29
1517.00,72.10
1516.00,72.95
1515.00,73.71
1514.00,74.41
1513.00,75.11
1512.00,75.81
1511.00,76.47
1510.00,77.08
1509.00,77.70
1508.00,78.46
1507.00,79.41
1506.00,80.32
1505.00,81.01
1504.00,81.52
1503.00,81.99
1502.00,82.53
1501.00,83.13
1500.00,83.75
1499.00,84.39
1498.00,85.11
1497.00,85.87
1496.00,86.54
1495.00,87.05
1494.00,87.40
1493.00,87.65
1492.00,87.82
1491.00,87.93
1490.00,87.95
1489.00,87.83
1488.00,87.59
1487.00,87.31
1486.00,87.03
1485.00,86.76
1484.00,86.46
1483.00,86.14
1482.00,85.80
1481.00,85.44
1480.00,85.08
1479.00,84.71
1478.00,84.30
1477.00,83.78
1476.00,83.16
1475.00,82.55
1474.00,82.13
1473.00,82.09
1472.00,82.40
1471.00,82.77
1470.00,82.97
1469.00,82.96
1468.00,82.80
1467.00,82.52
1466.00,82.18
1465.00,81.83
1464.00,81.62
1463.00,81.62
1462.00,81.78
1461.00,82.03
1460.00,82.29
1459.00,82.51
1458.00,82.52
1457.00,82.25
1456.00,81.81
1455.00,81.32
1454.00,80.77
1453.00,80.12
1452.00,79.40
1451.00,78.66
1450.00,77.93
1449.00,77.21
1448.00,76.60
1447.00,76.23
1446.00,76.13
1445.00,76.27
1444.00,76.57
1443.00,76.93
1442.00,77.24
1441.00,77.41
1440.00,77.46
1439.00,77.39
1438.00,77.19
1437.00,76.90
1436.00,76.73
1435.00,76.83
1434.00,77.20
1433.00,77.81
1432.00,78.71
1431.00,79.84
1430.00,81.05
1429.00,82.12
1428.00,82.94
1427.00,83.52
1426.00,84.03
1425.00,84.65
1424.00,85.40
1423.00,86.12
1422.00,86.71
1421.00,87.20
1420.00,87.63
1419.00,87.98
1418.00,88.22
1417.00,88.36
1416.00,88.47
1415.00,88.57
1414.00,88.70
1413.00,88.88
1412.00,89.10
1411.00,89.33
1410.00,89.58
1409.00,89.83
1408.00,90.06
1407.00,90.24
1406.00,90.35
1405.00,90.40
1404.00,90.41
1403.00,90.41
1402.00,90.51
1401.00,90.77
1400.00,91.19
1399.00,91.66
1398.00,92.08
1397.00,92.40
1396.00,92.66
1395.00,92.83
1394.00,92.94
1393.00,93.00
1392.00,92.99
1391.00,92.93
1390.00,92.84
1389.00,92.72
1388.00,92.53
1387.00,92.23
1386.00,91.84
1385.00,91.40
1384.00,90.90
1383.00,90.33
1382.00,89.69
1381.00,89.03
1380.00,88.35
1379.00,87.66
1378.00,87.02
1377.00,86.46
1376.00,85.94
1375.00,85.43
1374.00,84.94
1373.00,84.53
1372.00,84.17
1371.00,83.86
1370.00,83.60
1369.00,83.40
1368.00,83.25
1367.00,83.16
1366.00,83.17
1365.00,83.28
1364.00,83.48
1363.00,83.74
1362.00,84.03
1361.00,84.33
1360.00,84.61
1359.00,84.87
1358.00,85.13
1357.00,85.39
1356.00,85.62
1355.00,85.83
1354.00,86.00
1353.00,86.17
1352.00,86.32
1351.00,86.46
1350.00,86.60
1349.00,86.77
1348.00,86.93
1347.00,87.06
1346.00,87.15
1345.00,87.17
1344.00,87.11
1343.00,86.98
1342.00,86.84
1341.00,86.70
1340.00,86.55
1339.00,86.35
1338.00,86.09
1337.00,85.74
1336.00,85.33
1335.00,84.91
1334.00,84.60
1333.00,84.48
1332.00,84.52
1331.00,84.63
1330.00,84.68
1329.00,84.55
1328.00,84.19
1327.00,83.60
1326.00,82.82
1325.00,81.92
1324.00,80.97
1323.00,80.04
1322.00,79.17
1321.00,78.44
1320.00,77.91
1319.00,77.68
1318.00,77.82
1317.00,78.27
1316.00,78.91
1315.00,79.63
1314.00,80.34
1313.00,80.96
1312.00,81.43
1311.00,81.74
1310.00,81.88
1309.00,81.89
1308.00,81.80
1307.00,81.69
1306.00,81.64
1305.00,81.72
1304.00,81.94
1303.00,82.29
1302.00,82.76
1301.00,83.32
1300.00,83.97
1299.00,84.70
1298.00,85.53
1297.00,86.39
1296.00,87.20
1295.00,87.86
1294.00,88.32
1293.00,88.56
1292.00,88.57
1291.00,88.37
1290.00,87.99
1289.00,87.47
1288.00,86.83
1287.00,86.10
1286.00,85.35
1285.00,84.64
1284.00,84.00
1283.00,83.46
1282.00,83.02
1281.00,82.68
1280.00,82.42
1279.00,82.22
1278.00,82.09
1277.00,82.03
1276.00,82.02
1275.00,82.04
1274.00,82.07
1273.00,82.12
1272.00,82.19
1271.00,82.29
1270.00,82.41
1269.00,82.54
1268.00,82.62
1267.00,82.63
1266.00,82.55
1265.00,82.37
1264.00,82.07
1263.00,81.64
1262.00,81.06
1261.00,80.36
1260.00,79.53
1259.00,78.65
1258.00,77.75
1257.00,76.87
1256.00,76.05
1255.00,75.32
1254.00,74.72
1253.00,74.22
1252.00,73.78
1251.00,73.38
1250.00,73.02
1249.00,72.68
1248.00,72.37
1247.00,72.13
1246.00,71.97
1245.00,71.89
1244.00,71.87
1243.00,71.87
1242.00,71.88
1241.00,71.85
1240.00,71.77
1239.00,71.63
1238.00,71.43
1237.00,71.15
1236.00,70.75
1235.00,70.24
1234.00,69.64
1233.00,68.98
1232.00,68.31
1231.00,67.70
1230.00,67.20
1229.00,66.84
1228.00,66.64
1227.00,66.66
1226.00,66.90
1225.00,67.35
1224.00,67.93
1223.00,68.59
1222.00,69.27
1221.00,69.93
1220.00,70.56
1219.00,71.19
1218.00,71.85
1217.00,72.53
1216.00,73.24
1215.00,73.93
1214.00,74.60
1213.00,75.21
1212.00,75.77
1211.00,76.31
1210.00,76.88
1209.00,77.47
1208.00,78.08
1207.00,78.70
1206.00,79.31
1205.00,79.90
1204.00,80.45
1203.00,80.97
1202.00,81.47
1201.00,81.99
1200.00,82.52
1199.00,83.08
1198.00,83.67
1197.00,84.29
1196.00,84.95
1195.00,85.63
1194.00,86.33
1193.00,87.03
1192.00,87.74
1191.00,88.41
1190.00,89.05
1189.00,89.66
1188.00,90.22
1187.00,90.73
1186.00,91.17
1185.00,91.54
1184.00,91.84
1183.00,92.05
1182.00,92.20
1181.00,92.32
1180.00,92.43
1179.00,92.53
1178.00,92.63
1177.00,92.73
1176.00,92.81
1175.00,92.85
1174.00,92.85
1173.00,92.82
1172.00,92.75
1171.00,92.62
1170.00,92.45
1169.00,92.25
1168.00,92.01
1167.00,91.74
1166.00,91.45
1165.00,91.17
1164.00,90.88
1163.00,90.59
1162.00,90.28
1161.00,89.98
1160.00,89.66
1159.00,89.32
1158.00,88.97
1157.00,88.60
1156.00,88.23
1155.00,87.84
1154.00,87.47
1153.00,87.12
1152.00,86.79
1151.00,86.48
1150.00,86.19
1149.00,85.92
1148.00,85.66
1147.00,85.41
1146.00,85.17
1145.00,84.92
1144.00,84.66
1143.00,84.36
1142.00,84.03
1141.00,83.64
1140.00,83.19
1139.00,82.66
1138.00,82.05
1137.00,81.34
1136.00,80.53
1135.00,79.62
1134.00,78.63
1133.00,77.58
1132.00,76.49
1131.00,75.36
1130.00,74.20
1129.00,73.01
1128.00,71.77
1127.00,70.50
1126.00,69.19
1125.00,67.85
1124.00,66.48
1123.00,65.08
1122.00,63.67
1121.00,62.26
1120.00,60.84
1119.00,59.46
1118.00,58.14
1117.00,56.87
1116.00,55.65
1115.00,54.51
1114.00,53.46
1113.00,52.50
1112.00,51.63
1111.00,50.89
1110.00,50.28
1109.00,49.77
1108.00,49.33
1107.00,48.96
1106.00,48.65
1105.00,48.35
1104.00,48.06
1103.00,47.80
1102.00,47.57
1101.00,47.40
1100.00,47.28
1099.00,47.27
1098.00,47.40
1097.00,47.65
1096.00,48.00
1095.00,48.46
1094.00,49.01
1093.00,49.60
1092.00,50.17
1091.00,50.68
1090.00,51.10
1089.00,51.38
1088.00,51.55
1087.00,51.69
1086.00,51.89
1085.00,52.17
1084.00,52.60
1083.00,53.19
1082.00,53.97
1081.00,54.91
1080.00,55.97
1079.00,57.14
1078.00,58.39
1077.00,59.67
1076.00,60.94
1075.00,62.17
1074.00,63.34
1073.00,64.41
1072.00,65.36
1071.00,66.18
1070.00,66.87
1069.00,67.42
1068.00,67.83
1067.00,68.14
1066.00,68.36
1065.00,68.51
1064.00,68.60
1063.00,68.65
1062.00,68.67
1061.00,68.66
1060.00,68.62
1059.00,68.57
1058.00,68.50
1057.00,68.39
1056.00,68.19
1055.00,67.89
1054.00,67.49
1053.00,66.99
1052.00,66.42
1051.00,65.84
1050.00,65.31
1049.00,64.84
1048.00,64.46
1047.00,64.20
1046.00,64.05
1045.00,63.99
1044.00,64.02
1043.00,64.13
1042.00,64.30
1041.00,64.54
1040.00,64.83
1039.00,65.17
1038.00,65.56
1037.00,66.00
1036.00,66.48
1035.00,67.06
1034.00,67.76
1033.00,68.62
1032.00,69.60
1031.00,70.68
1030.00,71.81
1029.00,72.92
1028.00,73.97
1027.00,74.94
1026.00,75.82
1025.00,76.57
1024.00,77.18
1023.00,77.66
1022.00,77.98
1021.00,78.17
1020.00,78.23
1019.00,78.17
1018.00,78.02
1017.00,77.80
1016.00,77.52
1015.00,77.23
1014.00,76.95
1013.00,76.71
1012.00,76.54
1011.00,76.46
1010.00,76.48
1009.00,76.60
1008.00,76.82
1007.00,77.12
1006.00,77.47
1005.00,77.86
1004.00,78.27
1003.00,78.69
1002.00,79.11
1001.00,79.51
1000.00,79.87
999.00,80.19
998.00,80.45
997.00,80.65
996.00,80.77
995.00,80.83
994.00,80.80
993.00,80.69
992.00,80.50
991.00,80.20
990.00,79.82
989.00,79.36
988.00,78.83
987.00,78.25
986.00,77.63
985.00,77.01
984.00,76.42
983.00,75.92
982.00,75.56
981.00,75.37
980.00,75.34
979.00,75.48
978.00,75.76
977.00,76.14
976.00,76.56
975.00,76.97
974.00,77.36
973.00,77.70
972.00,77.99
971.00,78.24
970.00,78.46
969.00,78.66
968.00,78.84
967.00,79.01
966.00,79.18
965.00,79.34
964.00,79.50
963.00,79.66
962.00,79.80
961.00,79.93
960.00,80.06
959.00,80.18
958.00,80.32
957.00,80.48
956.00,80.67
955.00,80.88
954.00,81.14
953.00,81.46
952.00,81.83
951.00,82.25
950.00,82.71
949.00,83.19
948.00,83.66
947.00,84.10
946.00,84.52
945.00,84.90
944.00,85.26
943.00,85.58
942.00,85.89
941.00,86.18
940.00,86.44
939.00,86.68
938.00,86.90
937.00,87.10
936.00,87.27
935.00,87.41
934.00,87.52
933.00,87.65
932.00,87.82
931.00,88.06
930.00,88.39
929.00,88.81
928.00,89.29
927.00,89.80
926.00,90.29
925.00,90.76
924.00,91.16
923.00,91.49
922.00,91.76
921.00,91.99
920.00,92.18
919.00,92.33
918.00,92.45
917.00,92.57
916.00,92.70
915.00,92.83
914.00,92.96
913.00,93.09
912.00,93.20
911.00,93.27
910.00,93.29
909.00,93.25
908.00,93.14
907.00,92.93
906.00,92.62
905.00,92.23
904.00,91.80
903.00,91.33
902.00,90.90
901.00,90.57
900.00,90.41
899.00,90.45
898.00,90.70
897.00,91.08
896.00,91.53
895.00,91.95
894.00,92.30
893.00,92.56
892.00,92.76
