Created as New Dataset,PC (polycarbonate) GF
cm-1,%T
2486.00,99.35
2485.00,99.34
2484.00,99.33
2483.00,99.32
2482.00,99.31
2481.00,99.31
2480.00,99.30
2479.00,99.30
2478.00,99.29
2477.00,99.29
2476.00,99.28
2475.00,99.27
2474.00,99.27
2473.00,99.26
2472.00,99.26
2471.00,99.26
2470.00,99.25
2469.00,99.25
2468.00,99.25
2467.00,99.24
2466.00,99.24
2465.00,99.24
2464.00,99.24
2463.00,99.24
2462.00,99.24
2461.00,99.23
2460.00,99.23
2459.00,99.23
2458.00,99.23
2457.00,99.23
2456.00,99.23
2455.00,99.23
2454.00,99.23
2453.00,99.23
2452.00,99.23
2451.00,99.23
2450.00,99.24
2449.00,99.24
2448.00,99.25
2447.00,99.25
2446.00,99.26
2445.00,99.26
2444.00,99.26
2443.00,99.26
2442.00,99.26
2441.00,99.27
2440.00,99.27
2439.00,99.27
2438.00,99.27
2437.00,99.27
2436.00,99.27
2435.00,99.27
2434.00,99.27
2433.00,99.27
2432.00,99.27
2431.00,99.26
2430.00,99.25
2429.00,99.24
2428.00,99.23
2427.00,99.22
2426.00,99.21
2425.00,99.20
2424.00,99.18
2423.00,99.17
2422.00,99.16
2421.00,99.15
2420.00,99.14
2419.00,99.14
2418.00,99.13
2417.00,99.12
2416.00,99.11
2415.00,99.11
2414.00,99.11
2413.00,99.10
2412.00,99.10
2411.00,99.10
2410.00,99.10
2409.00,99.10
2408.00,99.10
2407.00,99.11
2406.00,99.13
2405.00,99.14
2404.00,99.15
2403.00,99.16
2402.00,99.16
2401.00,99.16
2400.00,99.16
2399.00,99.16
2398.00,99.17
2397.00,99.17
2396.00,99.18
2395.00,99.19
2394.00,99.20
2393.00,99.20
2392.00,99.21
2391.00,99.23
2390.00,99.24
2389.00,99.26
2388.00,99.27
2387.00,99.29
2386.00,99.30
2385.00,99.32
2384.00,99.33
2383.00,99.34
2382.00,99.35
2381.00,99.36
2380.00,99.37
2379.00,99.38
2378.00,99.40
2377.00,99.42
2376.00,99.43
2375.00,99.44
2374.00,99.45
2373.00,99.45
2372.00,99.45
2371.00,99.45
2370.00,99.44
2369.00,99.44
2368.00,99.43
2367.00,99.44
2366.00,99.44
2365.00,99.45
2364.00,99.44
2363.00,99.44
2362.00,99.44
2361.00,99.44
2360.00,99.42
2359.00,99.42
2358.00,99.42
2357.00,99.43
2356.00,99.44
2355.00,99.45
2354.00,99.46
2353.00,99.45
2352.00,99.44
2351.00,99.43
2350.00,99.43
2349.00,99.43
2348.00,99.42
2347.00,99.42
2346.00,99.41
2345.00,99.39
2344.00,99.38
2343.00,99.38
2342.00,99.38
2341.00,99.39
2340.00,99.39
2339.00,99.38
2338.00,99.37
2337.00,99.35
2336.00,99.34
2335.00,99.35
2334.00,99.35
2333.00,99.36
2332.00,99.35
2331.00,99.35
2330.00,99.34
2329.00,99.32
2328.00,99.29
2327.00,99.25
2326.00,99.20
2325.00,99.14
2324.00,99.10
2323.00,99.09
2322.00,99.12
2321.00,99.15
2320.00,99.18
2319.00,99.21
2318.00,99.23
2317.00,99.25
2316.00,99.25
2315.00,99.26
2314.00,99.27
2313.00,99.27
2312.00,99.27
2311.00,99.28
2310.00,99.29
2309.00,99.29
2308.00,99.29
2307.00,99.29
2306.00,99.29
2305.00,99.29
2304.00,99.28
2303.00,99.28
2302.00,99.28
2301.00,99.27
2300.00,99.27
2299.00,99.26
2298.00,99.26
2297.00,99.25
2296.00,99.24
2295.00,99.23
2294.00,99.22
2293.00,99.20
2292.00,99.19
2291.00,99.17
2290.00,99.16
2289.00,99.14
2288.00,99.12
2287.00,99.10
2286.00,99.08
2285.00,99.07
2284.00,99.06
2283.00,99.06
2282.00,99.07
2281.00,99.06
2280.00,99.06
2279.00,99.06
2278.00,99.06
2277.00,99.06
2276.00,99.06
2275.00,99.06
2274.00,99.06
2273.00,99.05
2272.00,99.03
2271.00,99.02
2270.00,99.00
2269.00,98.98
2268.00,98.95
2267.00,98.94
2266.00,98.93
2265.00,98.90
2264.00,98.87
2263.00,98.84
2262.00,98.80
2261.00,98.76
2260.00,98.70
2259.00,98.65
2258.00,98.61
2257.00,98.56
2256.00,98.52
2255.00,98.50
2254.00,98.48
2253.00,98.45
2252.00,98.41
2251.00,98.37
2250.00,98.33
2249.00,98.28
2248.00,98.24
2247.00,98.21
2246.00,98.18
2245.00,98.14
2244.00,98.11
2243.00,98.08
2242.00,98.04
2241.00,98.00
2240.00,97.97
2239.00,97.94
2238.00,97.92
2237.00,97.90
2236.00,97.88
2235.00,97.87
2234.00,97.87
2233.00,97.87
2232.00,97.87
2231.00,97.90
2230.00,97.93
2229.00,97.94
2228.00,97.96
2227.00,97.98
2226.00,98.02
2225.00,98.06
2224.00,98.10
2223.00,98.15
2222.00,98.19
2221.00,98.23
2220.00,98.27
2219.00,98.33
2218.00,98.39
2217.00,98.43
2216.00,98.46
2215.00,98.48
2214.00,98.52
2213.00,98.55
2212.00,98.58
2211.00,98.61
2210.00,98.62
2209.00,98.62
2208.00,98.60
2207.00,98.59
2206.00,98.59
2205.00,98.58
2204.00,98.56
2203.00,98.55
2202.00,98.54
2201.00,98.53
2200.00,98.51
2199.00,98.51
2198.00,98.51
2197.00,98.50
2196.00,98.51
2195.00,98.53
2194.00,98.56
2193.00,98.58
2192.00,98.60
2191.00,98.63
2190.00,98.67
2189.00,98.70
2188.00,98.73
2187.00,98.77
2186.00,98.82
2185.00,98.86
2184.00,98.90
2183.00,98.95
2182.00,99.01
2181.00,99.04
2180.00,99.06
2179.00,99.07
2178.00,99.07
2177.00,99.07
2176.00,99.08
2175.00,99.11
2174.00,99.14
2173.00,99.14
2172.00,99.12
2171.00,99.11
2170.00,99.10
2169.00,99.07
2168.00,99.03
2167.00,99.02
2166.00,99.04
2165.00,99.05
2164.00,99.04
2163.00,99.04
2162.00,99.05
2161.00,99.10
2160.00,99.23
2159.00,99.45
2158.00,99.69
2157.00,99.84
2156.00,99.90
2155.00,99.91
2154.00,99.88
2153.00,99.82
2152.00,99.76
2151.00,99.72
2150.00,99.69
2149.00,99.68
2148.00,99.68
2147.00,99.69
2146.00,99.70
2145.00,99.70
2144.00,99.70
2143.00,99.70
2142.00,99.69
2141.00,99.67
2140.00,99.65
2139.00,99.64
2138.00,99.64
2137.00,99.63
2136.00,99.64
2135.00,99.67
2134.00,99.70
2133.00,99.71
2132.00,99.70
2131.00,99.68
2130.00,99.65
2129.00,99.61
2128.00,99.56
2127.00,99.52
2126.00,99.49
2125.00,99.45
2124.00,99.42
2123.00,99.39
2122.00,99.37
2121.00,99.34
2120.00,99.32
2119.00,99.31
2118.00,99.30
2117.00,99.28
2116.00,99.24
2115.00,99.22
2114.00,99.21
2113.00,99.19
2112.00,99.18
2111.00,99.17
2110.00,99.17
2109.00,99.15
2108.00,99.14
2107.00,99.13
2106.00,99.12
2105.00,99.11
2104.00,99.10
2103.00,99.10
2102.00,99.11
2101.00,99.10
2100.00,99.07
2099.00,99.06
2098.00,99.05
2097.00,99.04
2096.00,99.04
2095.00,99.04
2094.00,99.03
2093.00,99.00
2092.00,98.95
2091.00,98.91
2090.00,98.87
2089.00,98.82
2088.00,98.77
2087.00,98.73
2086.00,98.70
2085.00,98.67
2084.00,98.65
2083.00,98.64
2082.00,98.64
2081.00,98.63
2080.00,98.63
2079.00,98.65
2078.00,98.67
2077.00,98.68
2076.00,98.69
2075.00,98.70
2074.00,98.73
2073.00,98.74
2072.00,98.76
2071.00,98.78
2070.00,98.80
2069.00,98.80
2068.00,98.78
2067.00,98.77
2066.00,98.77
2065.00,98.76
2064.00,98.74
2063.00,98.72
2062.00,98.70
2061.00,98.65
2060.00,98.61
2059.00,98.57
2058.00,98.54
2057.00,98.50
2056.00,98.45
2055.00,98.43
2054.00,98.41
2053.00,98.37
2052.00,98.30
2051.00,98.25
2050.00,98.24
2049.00,98.26
2048.00,98.30
2047.00,98.37
2046.00,98.44
2045.00,98.47
2044.00,98.48
2043.00,98.51
2042.00,98.55
2041.00,98.57
2040.00,98.58
2039.00,98.61
2038.00,98.66
2037.00,98.68
2036.00,98.71
2035.00,98.75
2034.00,98.81
2033.00,98.84
2032.00,98.85
2031.00,98.87
2030.00,98.89
2029.00,98.89
2028.00,98.88
2027.00,98.90
2026.00,98.92
2025.00,98.92
2024.00,98.91
2023.00,98.92
2022.00,98.93
2021.00,98.91
2020.00,98.88
2019.00,98.88
2018.00,98.89
2017.00,98.88
2016.00,98.86
2015.00,98.86
2014.00,98.85
2013.00,98.82
2012.00,98.77
2011.00,98.75
2010.00,98.75
2009.00,98.75
2008.00,98.77
2007.00,98.82
2006.00,98.89
2005.00,98.91
2004.00,98.89
2003.00,98.86
2002.00,98.85
2001.00,98.83
2000.00,98.80
1999.00,98.79
1998.00,98.78
1997.00,98.76
1996.00,98.73
1995.00,98.72
1994.00,98.71
1993.00,98.70
1992.00,98.68
1991.00,98.70
1990.00,98.73
1989.00,98.73
1988.00,98.72
1987.00,98.75
1986.00,98.78
1985.00,98.78
1984.00,98.76
1983.00,98.76
1982.00,98.76
1981.00,98.74
1980.00,98.72
1979.00,98.75
1978.00,98.84
1977.00,98.93
1976.00,99.00
1975.00,99.06
1974.00,99.11
1973.00,99.11
1972.00,99.10
1971.00,99.12
1970.00,99.13
1969.00,99.12
1968.00,99.10
1967.00,99.12
1966.00,99.15
1965.00,99.16
1964.00,99.15
1963.00,99.15
1962.00,99.16
1961.00,99.16
1960.00,99.15
1959.00,99.18
1958.00,99.20
1957.00,99.18
1956.00,99.14
1955.00,99.11
1954.00,99.10
1953.00,99.08
1952.00,99.05
1951.00,99.06
1950.00,99.07
1949.00,99.06
1948.00,99.03
1947.00,99.03
1946.00,99.03
1945.00,99.01
1944.00,98.98
1943.00,98.98
1942.00,99.00
1941.00,98.99
1940.00,98.98
1939.00,98.99
1938.00,99.00
1937.00,98.99
1936.00,98.97
1935.00,98.98
1934.00,98.99
1933.00,98.98
1932.00,98.95
1931.00,98.95
1930.00,98.95
1929.00,98.93
1928.00,98.90
1927.00,98.89
1926.00,98.87
1925.00,98.83
1924.00,98.78
1923.00,98.75
1922.00,98.73
1921.00,98.70
1920.00,98.66
1919.00,98.63
1918.00,98.60
1917.00,98.55
1916.00,98.48
1915.00,98.42
1914.00,98.35
1913.00,98.25
1912.00,98.14
1911.00,98.03
1910.00,97.94
1909.00,97.82
1908.00,97.70
1907.00,97.60
1906.00,97.51
1905.00,97.41
1904.00,97.31
1903.00,97.23
1902.00,97.18
1901.00,97.14
1900.00,97.11
1899.00,97.11
1898.00,97.14
1897.00,97.17
1896.00,97.20
1895.00,97.26
1894.00,97.34
1893.00,97.40
1892.00,97.45
1891.00,97.53
1890.00,97.63
1889.00,97.71
1888.00,97.77
1887.00,97.84
1886.00,97.90
1885.00,97.94
1884.00,97.96
1883.00,97.99
1882.00,98.03
1881.00,98.04
1880.00,98.04
1879.00,98.06
1878.00,98.09
1877.00,98.09
1876.00,98.09
1875.00,98.12
1874.00,98.15
1873.00,98.17
1872.00,98.17
1871.00,98.18
1870.00,98.20
1869.00,98.19
1868.00,98.19
1867.00,98.21
1866.00,98.23
1865.00,98.23
1864.00,98.21
1863.00,98.21
1862.00,98.20
1861.00,98.17
1860.00,98.13
1859.00,98.11
1858.00,98.11
1857.00,98.08
1856.00,98.04
1855.00,98.03
1854.00,98.03
1853.00,98.01
1852.00,97.98
1851.00,97.97
1850.00,97.96
1849.00,97.93
1848.00,97.89
1847.00,97.88
1846.00,97.89
1845.00,97.86
1844.00,97.82
1843.00,97.79
1842.00,97.78
1841.00,97.74
1840.00,97.68
1839.00,97.64
1838.00,97.61
1837.00,97.55
1836.00,97.49
1835.00,97.45
1834.00,97.41
1833.00,97.35
1832.00,97.27
1831.00,97.21
1830.00,97.16
1829.00,97.08
1828.00,96.99
1827.00,96.94
1826.00,96.90
1825.00,96.81
1824.00,96.72
1823.00,96.65
1822.00,96.60
1821.00,96.51
1820.00,96.39
1819.00,96.30
1818.00,96.21
1817.00,96.08
1816.00,95.90
1815.00,95.74
1814.00,95.56
1813.00,95.33
1812.00,95.04
1811.00,94.77
1810.00,94.49
1809.00,94.15
1808.00,93.75
1807.00,93.35
1806.00,92.91
1805.00,92.37
1804.00,91.75
1803.00,91.08
1802.00,90.31
1801.00,89.37
1800.00,88.29
1799.00,87.16
1798.00,85.95
1797.00,84.58
1796.00,83.10
1795.00,81.53
1794.00,79.70
1793.00,77.43
1792.00,74.87
1791.00,72.40
1790.00,70.15
1789.00,67.99
1788.00,65.81
1787.00,63.55
1786.00,61.13
1785.00,58.62
1784.00,56.22
1783.00,53.97
1782.00,51.71
1781.00,49.34
1780.00,47.00
1779.00,44.87
1778.00,42.90
1777.00,41.04
1776.00,39.31
1775.00,37.72
1774.00,36.17
1773.00,34.59
1772.00,33.23
1771.00,32.37
1770.00,32.02
1769.00,32.14
1768.00,32.81
1767.00,34.01
1766.00,35.63
1765.00,37.68
1764.00,40.34
1763.00,43.74
1762.00,47.69
1761.00,51.65
1760.00,55.27
1759.00,58.58
1758.00,61.84
1757.00,65.12
1756.00,68.09
1755.00,70.48
1754.00,72.42
1753.00,74.22
1752.00,76.04
1751.00,77.73
1750.00,79.18
1749.00,80.43
1748.00,81.53
1747.00,82.45
1746.00,83.21
1745.00,83.94
1744.00,84.62
1743.00,85.21
1742.00,85.73
1741.00,86.24
1740.00,86.76
1739.00,87.19
1738.00,87.53
1737.00,87.85
1736.00,88.21
1735.00,88.57
1734.00,88.93
1733.00,89.28
1732.00,89.59
1731.00,89.88
1730.00,90.17
1729.00,90.51
1728.00,90.85
1727.00,91.17
1726.00,91.46
1725.00,91.79
1724.00,92.14
1723.00,92.45
1722.00,92.71
1721.00,92.96
1720.00,93.21
1719.00,93.45
1718.00,93.67
1717.00,93.92
1716.00,94.17
1715.00,94.37
1714.00,94.55
1713.00,94.73
1712.00,94.91
1711.00,95.07
1710.00,95.21
1709.00,95.36
1708.00,95.51
1707.00,95.65
1706.00,95.79
1705.00,95.93
1704.00,96.08
1703.00,96.20
1702.00,96.32
1701.00,96.46
1700.00,96.59
1699.00,96.65
1698.00,96.69
1697.00,96.79
1696.00,96.93
1695.00,97.03
1694.00,97.08
1693.00,97.12
1692.00,97.17
1691.00,97.21
1690.00,97.23
1689.00,97.25
1688.00,97.29
1687.00,97.31
1686.00,97.32
1685.00,97.34
1684.00,97.36
1683.00,97.35
1682.00,97.33
1681.00,97.33
1680.00,97.34
1679.00,97.35
1678.00,97.34
1677.00,97.34
1676.00,97.32
1675.00,97.27
1674.00,97.19
1673.00,97.14
1672.00,97.11
1671.00,97.07
1670.00,97.02
1669.00,96.97
1668.00,96.94
1667.00,96.90
1666.00,96.87
1665.00,96.85
1664.00,96.83
1663.00,96.80
1662.00,96.75
1661.00,96.72
1660.00,96.71
1659.00,96.69
1658.00,96.66
1657.00,96.64
1656.00,96.64
1655.00,96.64
1654.00,96.64
1653.00,96.65
1652.00,96.65
1651.00,96.63
1650.00,96.62
1649.00,96.62
1648.00,96.66
1647.00,96.71
1646.00,96.75
1645.00,96.80
1644.00,96.84
1643.00,96.87
1642.00,96.90
1641.00,96.94
1640.00,96.98
1639.00,97.02
1638.00,97.06
1637.00,97.13
1636.00,97.22
1635.00,97.28
1634.00,97.30
1633.00,97.32
1632.00,97.34
1631.00,97.35
1630.00,97.35
1629.00,97.35
1628.00,97.35
1627.00,97.34
1626.00,97.31
1625.00,97.28
1624.00,97.24
1623.00,97.17
1622.00,97.10
1621.00,97.03
1620.00,96.96
1619.00,96.88
1618.00,96.76
1617.00,96.59
1616.00,96.40
1615.00,96.20
1614.00,95.98
1613.00,95.73
1612.00,95.42
1611.00,95.02
1610.00,94.55
1609.00,94.03
1608.00,93.50
1607.00,92.99
1606.00,92.54
1605.00,92.18
1604.00,91.92
1603.00,91.78
1602.00,91.75
1601.00,91.82
1600.00,91.92
1599.00,92.01
1598.00,92.05
1597.00,92.03
1596.00,91.95
1595.00,91.87
1594.00,91.85
1593.00,91.95
1592.00,92.20
1591.00,92.58
1590.00,93.07
1589.00,93.64
1588.00,94.22
1587.00,94.76
1586.00,95.25
1585.00,95.67
1584.00,96.02
1583.00,96.30
1582.00,96.51
1581.00,96.68
1580.00,96.80
1579.00,96.90
1578.00,96.99
1577.00,97.09
1576.00,97.20
1575.00,97.28
1574.00,97.32
1573.00,97.36
1572.00,97.41
1571.00,97.46
1570.00,97.49
1569.00,97.52
1568.00,97.54
1567.00,97.56
1566.00,97.56
1565.00,97.57
1564.00,97.57
1563.00,97.57
1562.00,97.56
1561.00,97.56
1560.00,97.54
1559.00,97.52
1558.00,97.49
1557.00,97.46
1556.00,97.43
1555.00,97.40
1554.00,97.36
1553.00,97.31
1552.00,97.27
1551.00,97.21
1550.00,97.16
1549.00,97.11
1548.00,97.06
1547.00,97.00
1546.00,96.90
1545.00,96.80
1544.00,96.73
1543.00,96.66
1542.00,96.58
1541.00,96.50
1540.00,96.43
1539.00,96.34
1538.00,96.25
1537.00,96.18
1536.00,96.12
1535.00,96.03
1534.00,95.87
1533.00,95.70
1532.00,95.55
1531.00,95.39
1530.00,95.20
1529.00,94.98
1528.00,94.71
1527.00,94.39
1526.00,94.01
1525.00,93.63
1524.00,93.24
1523.00,92.70
1522.00,91.88
1521.00,90.90
1520.00,89.97
1519.00,88.93
1518.00,87.46
1517.00,85.43
1516.00,83.05
1515.00,80.52
1514.00,77.69
1513.00,74.34
1512.00,70.56
1511.00,66.67
1510.00,62.84
1509.00,58.94
1508.00,54.52
1507.00,49.74
1506.00,46.11
1505.00,44.46
1504.00,44.16
1503.00,44.53
1502.00,45.34
1501.00,46.70
1500.00,48.73
1499.00,51.36
1498.00,54.44
1497.00,57.92
1496.00,61.51
1495.00,64.72
1494.00,67.40
1493.00,69.80
1492.00,72.26
1491.00,74.91
1490.00,77.52
1489.00,79.78
1488.00,81.63
1487.00,83.16
1486.00,84.43
1485.00,85.46
1484.00,86.31
1483.00,87.04
1482.00,87.65
1481.00,88.11
1480.00,88.45
1479.00,88.68
1478.00,88.82
1477.00,88.86
1476.00,88.84
1475.00,88.78
1474.00,88.65
1473.00,88.40
1472.00,88.10
1471.00,87.79
1470.00,87.49
1469.00,87.16
1468.00,86.84
1467.00,86.53
1466.00,86.29
1465.00,86.20
1464.00,86.33
1463.00,86.69
1462.00,87.18
1461.00,87.76
1460.00,88.41
1459.00,89.13
1458.00,89.92
1457.00,90.65
1456.00,91.10
1455.00,91.29
1454.00,91.35
1453.00,91.38
1452.00,91.42
1451.00,91.52
1450.00,91.68
1449.00,91.92
1448.00,92.21
1447.00,92.51
1446.00,92.79
1445.00,93.08
1444.00,93.37
1443.00,93.69
1442.00,94.02
1441.00,94.34
1440.00,94.63
1439.00,94.88
1438.00,95.12
1437.00,95.33
1436.00,95.49
1435.00,95.58
1434.00,95.63
1433.00,95.68
1432.00,95.72
1431.00,95.73
1430.00,95.73
1429.00,95.72
1428.00,95.69
1427.00,95.63
1426.00,95.55
1425.00,95.44
1424.00,95.31
1423.00,95.15
1422.00,94.97
1421.00,94.72
1420.00,94.28
1419.00,93.63
1418.00,92.83
1417.00,91.94
1416.00,90.92
1415.00,89.77
1414.00,88.51
1413.00,87.24
1412.00,86.09
1411.00,85.25
1410.00,84.83
1409.00,84.83
1408.00,85.23
1407.00,86.00
1406.00,87.07
1405.00,88.28
1404.00,89.45
1403.00,90.43
1402.00,91.21
1401.00,91.85
1400.00,92.41
1399.00,92.87
1398.00,93.21
1397.00,93.43
1396.00,93.54
1395.00,93.53
1394.00,93.37
1393.00,93.04
1392.00,92.55
1391.00,91.90
1390.00,91.15
1389.00,90.38
1388.00,89.74
1387.00,89.46
1386.00,89.64
1385.00,90.23
1384.00,91.07
1383.00,92.01
1382.00,92.88
1381.00,93.57
1380.00,94.05
1379.00,94.35
1378.00,94.52
1377.00,94.59
1376.00,94.59
1375.00,94.52
1374.00,94.37
1373.00,94.11
1372.00,93.68
1371.00,93.01
1370.00,91.98
1369.00,90.55
1368.00,88.82
1367.00,87.09
1366.00,85.68
1365.00,84.93
1364.00,85.11
1363.00,86.33
1362.00,88.25
1361.00,90.28
1360.00,91.99
1359.00,93.25
1358.00,94.11
1357.00,94.65
1356.00,94.99
1355.00,95.22
1354.00,95.37
1353.00,95.47
1352.00,95.55
1351.00,95.61
1350.00,95.66
1349.00,95.70
1348.00,95.74
1347.00,95.78
1346.00,95.81
1345.00,95.83
1344.00,95.84
1343.00,95.84
1342.00,95.81
1341.00,95.78
1340.00,95.76
1339.00,95.75
1338.00,95.76
1337.00,95.77
1336.00,95.77
1335.00,95.78
1334.00,95.77
1333.00,95.75
1332.00,95.72
1331.00,95.70
1330.00,95.66
1329.00,95.62
1328.00,95.58
1327.00,95.53
1326.00,95.47
1325.00,95.39
1324.00,95.31
1323.00,95.22
1322.00,95.09
1321.00,94.94
1320.00,94.74
1319.00,94.49
1318.00,94.16
1317.00,93.73
1316.00,93.19
1315.00,92.53
1314.00,91.78
1313.00,91.00
1312.00,90.31
1311.00,89.79
1310.00,89.51
1309.00,89.47
1308.00,89.59
1307.00,89.77
1306.00,89.90
1305.00,89.90
1304.00,89.73
1303.00,89.40
1302.00,88.92
1301.00,88.31
1300.00,87.60
1299.00,86.83
1298.00,86.02
1297.00,85.20
1296.00,84.43
1295.00,83.75
1294.00,83.19
1293.00,82.77
1292.00,82.52
1291.00,82.45
1290.00,82.53
1289.00,82.74
1288.00,83.06
1287.00,83.45
1286.00,83.89
1285.00,84.35
1284.00,84.81
1283.00,85.26
1282.00,85.70
1281.00,86.09
1280.00,86.43
1279.00,86.70
1278.00,86.90
1277.00,87.01
1276.00,87.03
1275.00,86.95
1274.00,86.78
1273.00,86.50
1272.00,86.11
1271.00,85.62
1270.00,85.00
1269.00,84.24
1268.00,83.34
1267.00,82.28
1266.00,81.07
1265.00,79.68
1264.00,78.11
1263.00,76.38
1262.00,74.50
1261.00,72.48
1260.00,70.36
1259.00,68.19
1258.00,66.03
1257.00,63.87
1256.00,61.73
1255.00,59.66
1254.00,57.68
1253.00,55.77
1252.00,53.94
1251.00,52.22
1250.00,50.62
1249.00,49.11
1248.00,47.68
1247.00,46.37
1246.00,45.16
1245.00,44.01
1244.00,42.89
1243.00,41.84
1242.00,40.84
1241.00,39.83
1240.00,38.79
1239.00,37.76
1238.00,36.74
1237.00,35.66
1236.00,34.53
1235.00,33.40
1234.00,32.28
1233.00,31.10
1232.00,29.89
1231.00,28.68
1230.00,27.49
1229.00,26.27
1228.00,25.02
1227.00,23.80
1226.00,22.63
1225.00,21.47
1224.00,20.34
1223.00,19.32
1222.00,18.44
1221.00,17.69
1220.00,17.10
1219.00,16.79
1218.00,16.82
1217.00,17.22
1216.00,18.06
1215.00,19.49
1214.00,21.55
1213.00,24.18
1212.00,27.29
1211.00,30.72
1210.00,34.17
1209.00,37.27
1208.00,39.69
1207.00,41.25
1206.00,41.85
1205.00,41.49
1204.00,40.32
1203.00,38.57
1202.00,36.43
1201.00,34.03
1200.00,31.47
1199.00,28.89
1198.00,26.33
1197.00,23.79
1196.00,21.29
1195.00,18.92
1194.00,16.68
1193.00,14.56
1192.00,12.58
1191.00,10.82
1190.00,9.34
1189.00,8.12
1188.00,7.23
1187.00,6.80
1186.00,6.92
1185.00,7.57
1184.00,8.75
1183.00,10.41
1182.00,12.44
1181.00,14.62
1180.00,16.88
1179.00,19.28
1178.00,21.90
1177.00,24.75
1176.00,27.79
1175.00,30.83
1174.00,33.48
1173.00,35.27
1172.00,35.89
1171.00,35.25
1170.00,33.43
1169.00,30.62
1168.00,27.15
1167.00,23.40
1166.00,19.68
1165.00,16.16
1164.00,13.00
1163.00,10.36
1162.00,8.28
1161.00,6.75
1160.00,5.74
1159.00,5.29
1158.00,5.33
1157.00,5.74
1156.00,6.47
1155.00,7.53
1154.00,8.88
1153.00,10.43
1152.00,12.16
1151.00,14.06
1150.00,16.11
1149.00,18.21
1148.00,20.32
1147.00,22.46
1146.00,24.62
1145.00,26.74
1144.00,28.82
1143.00,30.89
1142.00,32.94
1141.00,34.91
1140.00,36.81
1139.00,38.64
1138.00,40.41
1137.00,42.08
1136.00,43.64
1135.00,45.15
1134.00,46.59
1133.00,47.95
1132.00,49.22
1131.00,50.45
1130.00,51.63
1129.00,52.74
1128.00,53.78
1127.00,54.78
1126.00,55.72
1125.00,56.57
1124.00,57.32
1123.00,57.99
1122.00,58.54
1121.00,58.96
1120.00,59.21
1119.00,59.33
1118.00,59.31
1117.00,59.12
1116.00,58.77
1115.00,58.27
1114.00,57.65
1113.00,56.94
1112.00,56.20
1111.00,55.57
1110.00,55.12
1109.00,54.88
1108.00,54.77
1107.00,54.70
1106.00,54.54
1105.00,54.25
1104.00,53.90
1103.00,53.72
1102.00,53.94
1101.00,54.71
1100.00,56.07
1099.00,57.93
1098.00,60.09
1097.00,62.29
1096.00,64.33
1095.00,66.11
1094.00,67.59
1093.00,68.74
1092.00,69.51
1091.00,69.82
1090.00,69.54
1089.00,68.44
1088.00,66.36
1087.00,63.19
1086.00,58.97
1085.00,53.89
1084.00,48.35
1083.00,42.93
1082.00,38.30
1081.00,35.15
1080.00,34.09
1079.00,35.42
1078.00,38.87
1077.00,43.62
1076.00,48.71
1075.00,53.40
1074.00,57.34
1073.00,60.52
1072.00,63.07
1071.00,65.19
1070.00,66.99
1069.00,68.51
1068.00,69.81
1067.00,70.94
1066.00,71.93
1065.00,72.80
1064.00,73.58
1063.00,74.28
1062.00,74.93
1061.00,75.52
1060.00,76.06
1059.00,76.57
1058.00,77.05
1057.00,77.51
1056.00,77.94
1055.00,78.36
1054.00,78.77
1053.00,79.16
1052.00,79.53
1051.00,79.90
1050.00,80.27
1049.00,80.64
1048.00,80.99
1047.00,81.34
1046.00,81.70
1045.00,82.05
1044.00,82.40
1043.00,82.74
1042.00,83.09
1041.00,83.43
1040.00,83.77
1039.00,84.11
1038.00,84.44
1037.00,84.76
1036.00,85.07
1035.00,85.35
1034.00,85.62
1033.00,85.85
1032.00,86.02
1031.00,86.11
1030.00,86.09
1029.00,85.88
1028.00,85.39
1027.00,84.52
1026.00,83.17
1025.00,81.25
1024.00,78.73
1023.00,75.60
1022.00,71.80
1021.00,67.19
1020.00,61.58
1019.00,54.90
1018.00,47.37
1017.00,39.59
1016.00,32.59
1015.00,27.61
1014.00,25.55
1013.00,26.38
1012.00,29.16
1011.00,32.56
1010.00,35.46
1009.00,37.37
1008.00,38.48
1007.00,39.28
1006.00,40.26
1005.00,41.78
1004.00,44.01
1003.00,46.91
1002.00,50.19
1001.00,53.48
1000.00,56.43
999.00,58.84
998.00,60.65
997.00,61.92
996.00,62.84
995.00,63.59
994.00,64.34
993.00,65.19
992.00,66.21
991.00,67.38
990.00,68.66
989.00,69.98
988.00,71.27
987.00,72.48
986.00,73.58
985.00,74.55
984.00,75.39
983.00,76.12
982.00,76.77
981.00,77.33
980.00,77.83
979.00,78.28
978.00,78.69
977.00,79.05
976.00,79.39
975.00,79.70
974.00,79.98
973.00,80.22
972.00,80.43
971.00,80.61
970.00,80.74
969.00,80.82
968.00,80.87
967.00,80.87
966.00,80.86
965.00,80.81
964.00,80.76
963.00,80.72
962.00,80.70
961.00,80.72
960.00,80.81
959.00,80.99
958.00,81.26
957.00,81.60
956.00,81.99
955.00,82.39
954.00,82.75
953.00,83.04
952.00,83.22
951.00,83.31
950.00,83.28
949.00,83.17
948.00,82.99
947.00,82.79
946.00,82.58
945.00,82.42
944.00,82.33
943.00,82.33
942.00,82.42
941.00,82.57
940.00,82.75
939.00,82.91
938.00,83.03
937.00,83.11
936.00,83.20
935.00,83.36
934.00,83.63
933.00,84.02
932.00,84.48
931.00,84.95
930.00,85.39
929.00,85.73
928.00,85.97
927.00,86.09
