Created as New Dataset,Nylon (6) GF
cm-1,%T
900.00,93.44
899.00,93.48
898.00,93.50
897.00,93.51
896.00,93.52
895.00,93.52
894.00,93.52
893.00,93.53
892.00,93.55
891.00,93.56
890.00,93.56
889.00,93.57
888.00,93.58
887.00,93.59
886.00,93.61
885.00,93.63
884.00,93.66
883.00,93.69
882.00,93.73
881.00,93.76
880.00,93.79
879.00,93.81
878.00,93.81
877.00,93.81
876.00,93.81
875.00,93.82
874.00,93.82
873.00,93.83
872.00,93.84
871.00,93.84
870.00,93.84
869.00,93.84
868.00,93.84
867.00,93.84
866.00,93.84
865.00,93.84
864.00,93.83
863.00,93.82
862.00,93.80
861.00,93.79
860.00,93.77
859.00,93.74
858.00,93.71
857.00,93.67
856.00,93.63
855.00,93.57
854.00,93.51
853.00,93.45
852.00,93.39
851.00,93.32
850.00,93.24
849.00,93.16
848.00,93.08
847.00,92.99
846.00,92.89
845.00,92.78
844.00,92.66
843.00,92.54
842.00,92.41
841.00,92.28
840.00,92.15
839.00,91.99
838.00,91.82
837.00,91.65
836.00,91.49
835.00,91.34
834.00,91.24
833.00,91.17
832.00,91.15
831.00,91.15
830.00,91.17
829.00,91.18
828.00,91.19
827.00,91.17
826.00,91.14
825.00,91.10
824.00,91.06
823.00,90.99
822.00,90.91
821.00,90.83
820.00,90.75
819.00,90.65
818.00,90.55
817.00,90.44
816.00,90.34
815.00,90.23
814.00,90.11
813.00,89.97
812.00,89.82
811.00,89.67
810.00,89.51
809.00,89.36
808.00,89.20
807.00,89.03
806.00,88.86
805.00,88.70
804.00,88.52
803.00,88.34
802.00,88.16
801.00,87.97
800.00,87.77
799.00,87.57
798.00,87.36
797.00,87.16
796.00,86.94
795.00,86.70
794.00,86.46
793.00,86.22
792.00,85.97
791.00,85.74
790.00,85.49
789.00,85.24
788.00,84.97
787.00,84.70
786.00,84.43
785.00,84.17
784.00,83.90
783.00,83.62
782.00,83.36
781.00,83.10
780.00,82.85
779.00,82.62
778.00,82.42
777.00,82.25
776.00,82.10
775.00,81.98
774.00,81.87
773.00,81.79
772.00,81.69
771.00,81.59
770.00,81.49
769.00,81.36
768.00,81.21
767.00,81.03
766.00,80.85
765.00,80.65
764.00,80.42
763.00,80.16
762.00,79.88
761.00,79.57
760.00,79.21
759.00,78.82
758.00,78.41
757.00,77.98
756.00,77.53
755.00,77.07
754.00,76.60
753.00,76.13
752.00,75.65
751.00,75.17
750.00,74.72
749.00,74.28
748.00,73.86
747.00,73.45
746.00,73.09
745.00,72.74
744.00,72.40
743.00,72.08
742.00,71.77
741.00,71.45
740.00,71.09
739.00,70.70
738.00,70.25
737.00,69.69
736.00,69.00
735.00,68.17
734.00,67.23
733.00,66.20
732.00,65.14
731.00,64.19
730.00,63.45
729.00,62.97
728.00,62.75
727.00,62.75
726.00,62.90
725.00,63.10
724.00,63.24
723.00,63.29
722.00,63.24
721.00,63.08
720.00,62.83
719.00,62.53
718.00,62.23
717.00,61.92
716.00,61.58
715.00,61.25
714.00,60.95
713.00,60.67
712.00,60.41
711.00,60.17
710.00,59.98
709.00,59.81
708.00,59.66
707.00,59.54
706.00,59.45
705.00,59.36
704.00,59.24
703.00,59.11
702.00,59.00
701.00,58.88
700.00,58.74
699.00,58.59
698.00,58.46
697.00,58.34
696.00,58.22
695.00,58.12
694.00,58.07
693.00,58.03
692.00,58.00
691.00,58.00
690.00,58.06
689.00,58.14
688.00,58.24
687.00,58.38
686.00,58.57
685.00,58.77
684.00,58.96
683.00,59.17
682.00,59.43
681.00,59.71
680.00,60.00
679.00,60.30
678.00,60.63
677.00,60.96
676.00,61.28
675.00,61.62
674.00,61.98
673.00,62.34
672.00,62.69
671.00,63.03
670.00,63.43
669.00,63.89
668.00,64.33
667.00,64.64
666.00,64.88
665.00,65.12
664.00,65.38
663.00,65.67
662.00,65.99
661.00,66.32
660.00,66.63
659.00,66.94
658.00,67.26
657.00,67.55
656.00,67.80
655.00,68.03
654.00,68.25
653.00,68.43
652.00,68.56
651.00,68.68
650.00,68.81
