Created as New Dataset,PE postconsumer EDA plastic
cm-1,%T
896.00,98.50
895.00,98.52
894.00,98.52
893.00,98.53
892.00,98.53
891.00,98.54
890.00,98.53
889.00,98.51
888.00,98.50
887.00,98.50
886.00,98.50
885.00,98.50
884.00,98.50
883.00,98.50
882.00,98.50
881.00,98.50
880.00,98.51
879.00,98.50
878.00,98.50
877.00,98.49
876.00,98.49
875.00,98.50
874.00,98.51
873.00,98.52
872.00,98.53
871.00,98.53
870.00,98.52
869.00,98.51
868.00,98.52
867.00,98.52
866.00,98.53
865.00,98.53
864.00,98.52
863.00,98.52
862.00,98.51
861.00,98.50
860.00,98.50
859.00,98.49
858.00,98.48
857.00,98.47
856.00,98.47
855.00,98.48
854.00,98.49
853.00,98.49
852.00,98.49
851.00,98.48
850.00,98.47
849.00,98.46
848.00,98.47
847.00,98.47
846.00,98.46
845.00,98.45
844.00,98.44
843.00,98.43
842.00,98.43
841.00,98.44
840.00,98.44
839.00,98.44
838.00,98.43
837.00,98.41
836.00,98.41
835.00,98.41
834.00,98.41
833.00,98.42
832.00,98.44
831.00,98.45
830.00,98.46
829.00,98.47
828.00,98.47
827.00,98.46
826.00,98.45
825.00,98.44
824.00,98.43
823.00,98.42
822.00,98.42
821.00,98.41
820.00,98.42
819.00,98.41
818.00,98.40
817.00,98.40
816.00,98.40
815.00,98.39
814.00,98.38
813.00,98.37
812.00,98.36
811.00,98.36
810.00,98.35
809.00,98.35
808.00,98.34
807.00,98.35
806.00,98.35
805.00,98.35
804.00,98.35
803.00,98.34
802.00,98.34
801.00,98.34
800.00,98.34
799.00,98.34
798.00,98.34
797.00,98.33
796.00,98.32
795.00,98.31
794.00,98.31
793.00,98.32
792.00,98.33
791.00,98.33
790.00,98.32
789.00,98.31
788.00,98.31
787.00,98.31
786.00,98.30
785.00,98.30
784.00,98.30
783.00,98.30
782.00,98.30
781.00,98.30
780.00,98.30
779.00,98.30
778.00,98.28
777.00,98.26
776.00,98.25
775.00,98.23
774.00,98.22
773.00,98.21
772.00,98.21
771.00,98.21
770.00,98.21
769.00,98.21
768.00,98.20
767.00,98.19
766.00,98.18
765.00,98.16
764.00,98.15
763.00,98.14
762.00,98.12
761.00,98.11
760.00,98.11
759.00,98.11
758.00,98.11
757.00,98.09
756.00,98.07
755.00,98.05
754.00,98.03
753.00,97.99
752.00,97.96
751.00,97.93
750.00,97.91
749.00,97.88
748.00,97.86
747.00,97.84
746.00,97.80
745.00,97.74
744.00,97.68
743.00,97.61
742.00,97.54
741.00,97.45
740.00,97.34
739.00,97.20
738.00,97.00
737.00,96.68
736.00,96.18
735.00,95.32
734.00,93.91
733.00,91.99
732.00,89.98
731.00,88.56
730.00,88.18
729.00,88.69
728.00,89.55
727.00,90.15
726.00,90.21
725.00,89.69
724.00,88.62
723.00,86.92
722.00,84.52
721.00,81.60
720.00,78.71
719.00,76.52
718.00,75.45
717.00,75.64
716.00,77.04
715.00,79.43
714.00,82.37
713.00,85.27
712.00,87.72
711.00,89.60
710.00,91.00
709.00,92.07
708.00,92.91
707.00,93.56
706.00,94.07
705.00,94.49
704.00,94.83
703.00,95.12
702.00,95.37
701.00,95.60
700.00,95.82
699.00,95.99
698.00,96.15
697.00,96.28
696.00,96.40
695.00,96.50
694.00,96.57
693.00,96.63
692.00,96.68
691.00,96.72
690.00,96.77
689.00,96.84
688.00,96.91
687.00,96.97
686.00,97.01
685.00,97.04
684.00,97.07
683.00,97.10
682.00,97.12
681.00,97.15
680.00,97.19
679.00,97.21
678.00,97.23
677.00,97.25
676.00,97.28
675.00,97.31
674.00,97.32
673.00,97.33
672.00,97.34
671.00,97.35
670.00,97.37
669.00,97.40
668.00,97.40
667.00,97.41
666.00,97.43
665.00,97.47
664.00,97.48
663.00,97.46
662.00,97.44
661.00,97.44
660.00,97.45
659.00,97.46
658.00,97.45
657.00,97.47
656.00,97.51
655.00,97.55
654.00,97.57
653.00,97.57
652.00,97.54
651.00,97.50
650.00,97.45
