Created as New Dataset,Acrylic Clear
cm-1,%T
886.00,93.80
885.00,93.83
884.00,93.85
883.00,93.86
882.00,93.86
881.00,93.85
880.00,93.85
879.00,93.85
878.00,93.85
877.00,93.85
876.00,93.85
875.00,93.85
874.00,93.86
873.00,93.86
872.00,93.85
871.00,93.82
870.00,93.79
869.00,93.74
868.00,93.68
867.00,93.63
866.00,93.57
865.00,93.50
864.00,93.43
863.00,93.34
862.00,93.24
861.00,93.13
860.00,93.02
859.00,92.90
858.00,92.77
857.00,92.63
856.00,92.47
855.00,92.30
854.00,92.11
853.00,91.91
852.00,91.69
851.00,91.45
850.00,91.21
849.00,90.94
848.00,90.66
847.00,90.36
846.00,90.04
845.00,89.72
844.00,89.40
843.00,89.12
842.00,88.89
841.00,88.76
840.00,88.74
839.00,88.86
838.00,89.12
837.00,89.51
836.00,90.01
835.00,90.55
834.00,91.06
833.00,91.48
832.00,91.77
831.00,91.90
830.00,91.90
829.00,91.80
828.00,91.66
827.00,91.55
826.00,91.50
825.00,91.53
824.00,91.64
823.00,91.81
822.00,92.02
821.00,92.23
820.00,92.41
819.00,92.54
818.00,92.61
817.00,92.62
816.00,92.57
815.00,92.49
814.00,92.39
813.00,92.28
812.00,92.18
811.00,92.10
810.00,92.04
809.00,92.03
808.00,92.06
807.00,92.14
806.00,92.23
805.00,92.34
804.00,92.45
803.00,92.57
802.00,92.68
801.00,92.79
800.00,92.89
799.00,92.98
798.00,93.07
797.00,93.15
796.00,93.21
795.00,93.28
794.00,93.36
793.00,93.42
792.00,93.48
791.00,93.53
790.00,93.57
789.00,93.61
788.00,93.65
787.00,93.68
786.00,93.70
785.00,93.70
784.00,93.70
783.00,93.71
782.00,93.72
781.00,93.72
780.00,93.72
779.00,93.70
778.00,93.66
777.00,93.61
776.00,93.56
775.00,93.49
774.00,93.41
773.00,93.31
772.00,93.20
771.00,93.07
770.00,92.93
769.00,92.76
768.00,92.56
767.00,92.35
766.00,92.11
765.00,91.85
764.00,91.56
763.00,91.25
762.00,90.93
761.00,90.58
760.00,90.22
759.00,89.85
758.00,89.46
757.00,89.05
756.00,88.64
755.00,88.22
754.00,87.83
753.00,87.46
752.00,87.18
751.00,87.02
750.00,87.05
749.00,87.28
748.00,87.73
747.00,88.37
746.00,89.12
745.00,89.89
744.00,90.60
743.00,91.19
742.00,91.66
741.00,92.00
740.00,92.24
739.00,92.41
738.00,92.53
737.00,92.63
736.00,92.71
735.00,92.79
734.00,92.87
733.00,92.96
732.00,93.06
731.00,93.15
730.00,93.25
729.00,93.35
728.00,93.45
727.00,93.55
726.00,93.65
725.00,93.74
724.00,93.81
723.00,93.88
722.00,93.96
721.00,94.04
720.00,94.11
719.00,94.17
718.00,94.21
717.00,94.24
716.00,94.27
715.00,94.29
714.00,94.32
713.00,94.34
712.00,94.35
711.00,94.35
710.00,94.35
709.00,94.35
708.00,94.35
707.00,94.34
706.00,94.32
705.00,94.30
704.00,94.29
703.00,94.30
702.00,94.32
701.00,94.33
700.00,94.34
699.00,94.33
698.00,94.33
697.00,94.34
696.00,94.35
695.00,94.38
694.00,94.42
693.00,94.45
692.00,94.45
691.00,94.44
690.00,94.42
689.00,94.40
688.00,94.40
687.00,94.40
686.00,94.40
685.00,94.40
684.00,94.40
683.00,94.41
682.00,94.43
681.00,94.44
680.00,94.45
679.00,94.45
678.00,94.44
677.00,94.44
676.00,94.45
675.00,94.47
674.00,94.48
673.00,94.49
672.00,94.50
671.00,94.50
670.00,94.52
669.00,94.53
668.00,94.51
667.00,94.46
666.00,94.43
665.00,94.41
664.00,94.40
663.00,94.37
662.00,94.32
661.00,94.28
660.00,94.26
659.00,94.25
658.00,94.25
657.00,94.24
656.00,94.23
655.00,94.23
654.00,94.24
653.00,94.24
652.00,94.24
651.00,94.25
650.00,94.26
