Created as New Dataset,PVA 100K Sigma
cm-1,%T
2451.00,99.65
2450.00,99.66
2449.00,99.66
2448.00,99.66
2447.00,99.66
2446.00,99.67
2445.00,99.67
2444.00,99.68
2443.00,99.69
2442.00,99.69
2441.00,99.69
2440.00,99.68
2439.00,99.68
2438.00,99.69
2437.00,99.70
2436.00,99.70
2435.00,99.71
2434.00,99.72
2433.00,99.72
2432.00,99.72
2431.00,99.72
2430.00,99.71
2429.00,99.70
2428.00,99.71
2427.00,99.71
2426.00,99.72
2425.00,99.73
2424.00,99.73
2423.00,99.73
2422.00,99.73
2421.00,99.72
2420.00,99.72
2419.00,99.72
2418.00,99.72
2417.00,99.73
2416.00,99.73
2415.00,99.72
2414.00,99.72
2413.00,99.72
2412.00,99.72
2411.00,99.72
2410.00,99.72
2409.00,99.73
2408.00,99.74
2407.00,99.75
2406.00,99.75
2405.00,99.76
2404.00,99.76
2403.00,99.76
2402.00,99.76
2401.00,99.76
2400.00,99.76
2399.00,99.75
2398.00,99.75
2397.00,99.75
2396.00,99.75
2395.00,99.75
2394.00,99.76
2393.00,99.76
2392.00,99.76
2391.00,99.77
2390.00,99.77
2389.00,99.77
2388.00,99.78
2387.00,99.78
2386.00,99.79
2385.00,99.79
2384.00,99.80
2383.00,99.81
2382.00,99.82
2381.00,99.84
2380.00,99.85
2379.00,99.86
2378.00,99.86
2377.00,99.86
2376.00,99.86
2375.00,99.85
2374.00,99.85
2373.00,99.84
2372.00,99.83
2371.00,99.83
2370.00,99.83
2369.00,99.83
2368.00,99.83
2367.00,99.84
2366.00,99.84
2365.00,99.84
2364.00,99.83
2363.00,99.81
2362.00,99.79
2361.00,99.77
2360.00,99.77
2359.00,99.78
2358.00,99.79
2357.00,99.81
2356.00,99.81
2355.00,99.81
2354.00,99.81
2353.00,99.81
2352.00,99.80
2351.00,99.80
2350.00,99.81
2349.00,99.83
2348.00,99.84
2347.00,99.84
2346.00,99.83
2345.00,99.82
2344.00,99.80
2343.00,99.78
2342.00,99.77
2341.00,99.76
2340.00,99.75
2339.00,99.74
2338.00,99.74
2337.00,99.73
2336.00,99.73
2335.00,99.73
2334.00,99.74
2333.00,99.75
2332.00,99.76
2331.00,99.75
2330.00,99.73
2329.00,99.72
2328.00,99.70
2327.00,99.66
2326.00,99.62
2325.00,99.57
2324.00,99.54
2323.00,99.53
2322.00,99.54
2321.00,99.56
2320.00,99.58
2319.00,99.60
2318.00,99.61
2317.00,99.62
2316.00,99.62
2315.00,99.63
2314.00,99.63
2313.00,99.63
2312.00,99.63
2311.00,99.63
2310.00,99.62
2309.00,99.63
2308.00,99.63
2307.00,99.63
2306.00,99.63
2305.00,99.63
2304.00,99.63
2303.00,99.62
2302.00,99.62
2301.00,99.61
2300.00,99.60
2299.00,99.59
2298.00,99.59
2297.00,99.59
2296.00,99.59
2295.00,99.58
2294.00,99.58
2293.00,99.57
2292.00,99.56
2291.00,99.55
2290.00,99.53
2289.00,99.52
2288.00,99.50
2287.00,99.49
2286.00,99.49
2285.00,99.49
2284.00,99.49
2283.00,99.50
2282.00,99.50
2281.00,99.51
2280.00,99.52
2279.00,99.53
2278.00,99.54
2277.00,99.54
2276.00,99.54
2275.00,99.55
2274.00,99.55
2273.00,99.56
2272.00,99.56
2271.00,99.57
2270.00,99.57
2269.00,99.58
2268.00,99.58
2267.00,99.58
2266.00,99.59
2265.00,99.60
2264.00,99.61
2263.00,99.61
2262.00,99.61
2261.00,99.60
2260.00,99.59
2259.00,99.58
2258.00,99.57
2257.00,99.56
2256.00,99.56
2255.00,99.57
2254.00,99.58
2253.00,99.60
2252.00,99.61
2251.00,99.61
2250.00,99.61
2249.00,99.60
2248.00,99.60
2247.00,99.60
2246.00,99.60
2245.00,99.60
2244.00,99.61
2243.00,99.61
2242.00,99.61
2241.00,99.61
2240.00,99.60
2239.00,99.60
2238.00,99.60
2237.00,99.60
2236.00,99.60
2235.00,99.60
2234.00,99.59
2233.00,99.59
2232.00,99.59
2231.00,99.59
2230.00,99.59
2229.00,99.60
2228.00,99.61
2227.00,99.61
2226.00,99.60
2225.00,99.60
2224.00,99.60
2223.00,99.60
2222.00,99.59
2221.00,99.59
2220.00,99.58
2219.00,99.57
2218.00,99.57
2217.00,99.57
2216.00,99.57
2215.00,99.58
2214.00,99.59
2213.00,99.60
2212.00,99.62
2211.00,99.62
2210.00,99.61
2209.00,99.59
2208.00,99.58
2207.00,99.56
2206.00,99.55
2205.00,99.55
2204.00,99.55
2203.00,99.56
2202.00,99.58
2201.00,99.59
2200.00,99.58
2199.00,99.57
2198.00,99.56
2197.00,99.54
2196.00,99.53
2195.00,99.52
2194.00,99.51
2193.00,99.50
2192.00,99.49
2191.00,99.47
2190.00,99.46
2189.00,99.46
2188.00,99.45
2187.00,99.44
2186.00,99.43
2185.00,99.43
2184.00,99.43
2183.00,99.46
2182.00,99.49
2181.00,99.53
2180.00,99.56
2179.00,99.56
2178.00,99.55
2177.00,99.54
2176.00,99.54
2175.00,99.54
2174.00,99.53
2173.00,99.52
2172.00,99.49
2171.00,99.45
2170.00,99.41
2169.00,99.38
2168.00,99.36
2167.00,99.33
2166.00,99.30
2165.00,99.27
2164.00,99.24
2163.00,99.21
2162.00,99.19
2161.00,99.23
2160.00,99.36
2159.00,99.57
2158.00,99.78
2157.00,99.92
2156.00,99.98
2155.00,99.96
2154.00,99.92
2153.00,99.87
2152.00,99.83
2151.00,99.78
2150.00,99.75
2149.00,99.73
2148.00,99.72
2147.00,99.73
2146.00,99.76
2145.00,99.79
2144.00,99.80
2143.00,99.79
2142.00,99.78
2141.00,99.77
2140.00,99.76
2139.00,99.75
2138.00,99.75
2137.00,99.77
2136.00,99.79
2135.00,99.83
2134.00,99.87
2133.00,99.89
2132.00,99.89
2131.00,99.87
2130.00,99.85
2129.00,99.82
2128.00,99.80
2127.00,99.78
2126.00,99.76
2125.00,99.75
2124.00,99.73
2123.00,99.72
2122.00,99.72
2121.00,99.72
2120.00,99.71
2119.00,99.69
2118.00,99.67
2117.00,99.65
2116.00,99.63
2115.00,99.62
2114.00,99.61
2113.00,99.61
2112.00,99.61
2111.00,99.62
2110.00,99.62
2109.00,99.63
2108.00,99.63
2107.00,99.63
2106.00,99.63
2105.00,99.63
2104.00,99.62
2103.00,99.62
2102.00,99.61
2101.00,99.61
2100.00,99.62
2099.00,99.62
2098.00,99.63
2097.00,99.65
2096.00,99.68
2095.00,99.70
2094.00,99.71
2093.00,99.71
2092.00,99.69
2091.00,99.67
2090.00,99.65
2089.00,99.64
2088.00,99.63
2087.00,99.62
2086.00,99.62
2085.00,99.61
2084.00,99.61
2083.00,99.60
2082.00,99.59
2081.00,99.59
2080.00,99.59
2079.00,99.59
2078.00,99.59
2077.00,99.58
2076.00,99.57
2075.00,99.57
2074.00,99.56
2073.00,99.57
2072.00,99.57
2071.00,99.57
2070.00,99.57
2069.00,99.56
2068.00,99.56
2067.00,99.55
2066.00,99.55
2065.00,99.55
2064.00,99.56
2063.00,99.56
2062.00,99.56
2061.00,99.56
2060.00,99.56
2059.00,99.55
2058.00,99.53
2057.00,99.52
2056.00,99.51
2055.00,99.51
2054.00,99.51
2053.00,99.48
2052.00,99.43
2051.00,99.38
2050.00,99.36
2049.00,99.37
2048.00,99.40
2047.00,99.43
2046.00,99.44
2045.00,99.45
2044.00,99.45
2043.00,99.45
2042.00,99.44
2041.00,99.44
2040.00,99.43
2039.00,99.42
2038.00,99.40
2037.00,99.40
2036.00,99.41
2035.00,99.42
2034.00,99.45
2033.00,99.48
2032.00,99.51
2031.00,99.52
2030.00,99.53
2029.00,99.54
2028.00,99.55
2027.00,99.54
2026.00,99.53
2025.00,99.53
2024.00,99.55
2023.00,99.56
2022.00,99.56
2021.00,99.55
2020.00,99.54
2019.00,99.54
2018.00,99.54
2017.00,99.54
2016.00,99.54
2015.00,99.54
2014.00,99.54
2013.00,99.55
2012.00,99.55
2011.00,99.54
2010.00,99.52
2009.00,99.53
2008.00,99.55
2007.00,99.59
2006.00,99.63
2005.00,99.67
2004.00,99.68
2003.00,99.67
2002.00,99.65
2001.00,99.64
2000.00,99.63
1999.00,99.62
1998.00,99.61
1997.00,99.60
1996.00,99.59
1995.00,99.58
1994.00,99.56
1993.00,99.56
1992.00,99.55
1991.00,99.55
1990.00,99.54
1989.00,99.53
1988.00,99.51
1987.00,99.50
1986.00,99.49
1985.00,99.48
1984.00,99.47
1983.00,99.44
1982.00,99.41
1981.00,99.38
1980.00,99.36
1979.00,99.37
1978.00,99.42
1977.00,99.49
1976.00,99.55
1975.00,99.58
1974.00,99.59
1973.00,99.60
1972.00,99.61
1971.00,99.63
1970.00,99.65
1969.00,99.67
1968.00,99.67
1967.00,99.66
1966.00,99.65
1965.00,99.65
1964.00,99.66
1963.00,99.66
1962.00,99.67
1961.00,99.68
1960.00,99.70
1959.00,99.71
1958.00,99.72
1957.00,99.72
1956.00,99.71
1955.00,99.70
1954.00,99.69
1953.00,99.68
1952.00,99.67
1951.00,99.66
1950.00,99.66
1949.00,99.67
1948.00,99.67
1947.00,99.68
1946.00,99.67
1945.00,99.67
1944.00,99.67
1943.00,99.67
1942.00,99.67
1941.00,99.68
1940.00,99.68
1939.00,99.67
1938.00,99.67
1937.00,99.68
1936.00,99.68
1935.00,99.68
1934.00,99.67
1933.00,99.68
1932.00,99.68
1931.00,99.68
1930.00,99.68
1929.00,99.68
1928.00,99.69
1927.00,99.69
1926.00,99.69
1925.00,99.70
1924.00,99.71
1923.00,99.69
1922.00,99.68
1921.00,99.67
1920.00,99.66
1919.00,99.66
1918.00,99.65
1917.00,99.66
1916.00,99.65
1915.00,99.65
1914.00,99.65
1913.00,99.66
1912.00,99.66
1911.00,99.66
1910.00,99.66
1909.00,99.66
1908.00,99.65
1907.00,99.64
1906.00,99.63
1905.00,99.63
1904.00,99.62
1903.00,99.61
1902.00,99.61
1901.00,99.63
1900.00,99.64
1899.00,99.64
1898.00,99.63
1897.00,99.62
1896.00,99.62
1895.00,99.61
1894.00,99.61
1893.00,99.61
1892.00,99.60
1891.00,99.60
1890.00,99.59
1889.00,99.60
1888.00,99.60
1887.00,99.59
1886.00,99.59
1885.00,99.59
1884.00,99.58
1883.00,99.58
1882.00,99.58
1881.00,99.58
1880.00,99.57
1879.00,99.56
1878.00,99.56
1877.00,99.56
1876.00,99.55
1875.00,99.54
1874.00,99.54
1873.00,99.53
1872.00,99.53
1871.00,99.52
1870.00,99.52
1869.00,99.52
1868.00,99.53
1867.00,99.52
1866.00,99.52
1865.00,99.51
1864.00,99.50
1863.00,99.50
1862.00,99.50
1861.00,99.50
1860.00,99.51
1859.00,99.51
1858.00,99.51
1857.00,99.51
1856.00,99.50
1855.00,99.50
1854.00,99.49
1853.00,99.49
1852.00,99.49
1851.00,99.48
1850.00,99.48
1849.00,99.48
1848.00,99.48
1847.00,99.47
1846.00,99.46
1845.00,99.46
1844.00,99.45
1843.00,99.45
1842.00,99.44
1841.00,99.44
1840.00,99.44
1839.00,99.42
1838.00,99.41
1837.00,99.40
1836.00,99.39
1835.00,99.39
1834.00,99.39
1833.00,99.39
1832.00,99.39
1831.00,99.38
1830.00,99.37
1829.00,99.37
1828.00,99.37
1827.00,99.35
1826.00,99.35
1825.00,99.34
1824.00,99.35
1823.00,99.35
1822.00,99.34
1821.00,99.35
1820.00,99.36
1819.00,99.36
1818.00,99.38
1817.00,99.39
1816.00,99.39
1815.00,99.38
1814.00,99.37
1813.00,99.37
1812.00,99.36
1811.00,99.35
1810.00,99.35
1809.00,99.35
1808.00,99.35
1807.00,99.35
1806.00,99.34
1805.00,99.34
1804.00,99.34
1803.00,99.33
1802.00,99.32
1801.00,99.32
1800.00,99.32
1799.00,99.32
1798.00,99.31
1797.00,99.31
1796.00,99.31
1795.00,99.30
1794.00,99.29
1793.00,99.29
1792.00,99.28
1791.00,99.27
1790.00,99.26
1789.00,99.25
1788.00,99.24
1787.00,99.23
1786.00,99.21
1785.00,99.21
1784.00,99.20
1783.00,99.18
1782.00,99.16
1781.00,99.15
1780.00,99.13
1779.00,99.11
1778.00,99.09
1777.00,99.08
1776.00,99.06
1775.00,99.03
1774.00,98.99
1773.00,98.96
1772.00,98.91
1771.00,98.86
1770.00,98.81
1769.00,98.76
1768.00,98.69
1767.00,98.61
1766.00,98.52
1765.00,98.43
1764.00,98.31
1763.00,98.13
1762.00,97.91
1761.00,97.67
1760.00,97.41
1759.00,97.10
1758.00,96.69
1757.00,96.19
1756.00,95.64
1755.00,95.10
1754.00,94.56
1753.00,93.95
1752.00,93.21
1751.00,92.36
1750.00,91.48
1749.00,90.64
1748.00,89.85
1747.00,89.09
1746.00,88.37
1745.00,87.66
1744.00,86.93
1743.00,86.21
1742.00,85.52
1741.00,84.80
1740.00,84.04
1739.00,83.32
1738.00,82.76
1737.00,82.36
1736.00,81.96
1735.00,81.36
1734.00,80.61
1733.00,80.01
1732.00,79.69
1731.00,79.48
1730.00,79.31
1729.00,79.18
1728.00,79.15
1727.00,79.22
1726.00,79.40
1725.00,79.68
1724.00,80.10
1723.00,80.62
1722.00,81.20
1721.00,81.84
1720.00,82.59
1719.00,83.50
1718.00,84.54
1717.00,85.56
1716.00,86.47
1715.00,87.31
1714.00,88.09
1713.00,88.81
1712.00,89.49
1711.00,90.14
1710.00,90.75
1709.00,91.31
1708.00,91.81
1707.00,92.31
1706.00,92.78
1705.00,93.18
1704.00,93.49
1703.00,93.75
1702.00,94.01
1701.00,94.26
1700.00,94.50
1699.00,94.70
1698.00,94.87
1697.00,95.04
1696.00,95.22
1695.00,95.41
1694.00,95.57
1693.00,95.72
1692.00,95.87
1691.00,96.05
1690.00,96.24
1689.00,96.40
1688.00,96.55
1687.00,96.69
1686.00,96.84
1685.00,97.01
1684.00,97.16
1683.00,97.28
1682.00,97.37
1681.00,97.45
1680.00,97.52
1679.00,97.59
1678.00,97.66
1677.00,97.71
1676.00,97.76
1675.00,97.81
1674.00,97.86
1673.00,97.89
1672.00,97.93
1671.00,97.96
1670.00,97.98
1669.00,98.00
1668.00,98.01
1667.00,98.03
1666.00,98.05
1665.00,98.06
1664.00,98.06
1663.00,98.07
1662.00,98.08
1661.00,98.08
1660.00,98.09
1659.00,98.10
1658.00,98.12
1657.00,98.13
1656.00,98.13
1655.00,98.14
1654.00,98.16
1653.00,98.15
1652.00,98.16
1651.00,98.18
1650.00,98.19
1649.00,98.21
1648.00,98.22
1647.00,98.24
1646.00,98.26
1645.00,98.28
1644.00,98.30
1643.00,98.33
1642.00,98.35
1641.00,98.37
1640.00,98.40
1639.00,98.42
1638.00,98.44
1637.00,98.46
1636.00,98.48
1635.00,98.50
1634.00,98.53
1633.00,98.56
1632.00,98.57
1631.00,98.59
1630.00,98.61
1629.00,98.63
1628.00,98.65
1627.00,98.67
1626.00,98.69
1625.00,98.71
1624.00,98.74
1623.00,98.76
1622.00,98.79
1621.00,98.80
1620.00,98.82
1619.00,98.84
1618.00,98.86
1617.00,98.88
1616.00,98.89
1615.00,98.90
1614.00,98.91
1613.00,98.93
1612.00,98.94
1611.00,98.96
1610.00,98.97
1609.00,98.98
1608.00,98.99
1607.00,99.00
1606.00,99.02
1605.00,99.03
1604.00,99.03
1603.00,99.04
1602.00,99.05
1601.00,99.06
1600.00,99.06
1599.00,99.07
1598.00,99.08
1597.00,99.08
1596.00,99.09
1595.00,99.09
1594.00,99.10
1593.00,99.10
1592.00,99.10
1591.00,99.10
1590.00,99.10
1589.00,99.10
1588.00,99.10
1587.00,99.11
1586.00,99.11
1585.00,99.11
1584.00,99.10
1583.00,99.10
1582.00,99.10
1581.00,99.10
1580.00,99.10
1579.00,99.10
1578.00,99.10
1577.00,99.10
1576.00,99.10
1575.00,99.11
1574.00,99.11
1573.00,99.11
1572.00,99.11
1571.00,99.11
1570.00,99.11
1569.00,99.11
1568.00,99.10
1567.00,99.10
1566.00,99.11
1565.00,99.11
1564.00,99.11
1563.00,99.11
1562.00,99.11
1561.00,99.11
1560.00,99.12
1559.00,99.13
1558.00,99.13
1557.00,99.12
1556.00,99.12
1555.00,99.12
1554.00,99.12
1553.00,99.12
1552.00,99.13
1551.00,99.13
1550.00,99.14
1549.00,99.14
1548.00,99.14
1547.00,99.14
1546.00,99.14
1545.00,99.13
1544.00,99.13
1543.00,99.13
1542.00,99.13
1541.00,99.13
1540.00,99.13
1539.00,99.14
1538.00,99.15
1537.00,99.15
1536.00,99.14
1535.00,99.14
1534.00,99.13
1533.00,99.13
1532.00,99.13
1531.00,99.13
1530.00,99.13
1529.00,99.13
1528.00,99.13
1527.00,99.12
1526.00,99.12
1525.00,99.12
1524.00,99.12
1523.00,99.12
1522.00,99.13
1521.00,99.13
1520.00,99.13
1519.00,99.13
1518.00,99.13
1517.00,99.12
1516.00,99.12
1515.00,99.12
1514.00,99.12
1513.00,99.13
1512.00,99.12
1511.00,99.12
1510.00,99.13
1509.00,99.12
1508.00,99.12
1507.00,99.12
1506.00,99.12
1505.00,99.12
1504.00,99.11
1503.00,99.11
1502.00,99.11
1501.00,99.11
1500.00,99.11
1499.00,99.10
1498.00,99.10
1497.00,99.10
1496.00,99.10
1495.00,99.11
1494.00,99.10
1493.00,99.10
1492.00,99.08
1491.00,99.08
1490.00,99.07
1489.00,99.07
1488.00,99.06
1487.00,99.05
1486.00,99.05
1485.00,99.04
1484.00,99.03
1483.00,99.03
1482.00,99.02
1481.00,99.01
1480.00,99.00
1479.00,98.99
1478.00,98.98
1477.00,98.97
1476.00,98.94
1475.00,98.92
1474.00,98.91
1473.00,98.88
1472.00,98.85
1471.00,98.83
1470.00,98.82
1469.00,98.79
1468.00,98.76
1467.00,98.73
1466.00,98.69
1465.00,98.65
1464.00,98.60
1463.00,98.55
1462.00,98.52
1461.00,98.47
1460.00,98.42
1459.00,98.36
1458.00,98.27
1457.00,98.14
1456.00,98.02
1455.00,97.92
1454.00,97.84
1453.00,97.73
1452.00,97.61
1451.00,97.49
1450.00,97.36
1449.00,97.21
1448.00,97.04
1447.00,96.87
1446.00,96.72
1445.00,96.57
1444.00,96.42
1443.00,96.27
1442.00,96.13
1441.00,96.00
1440.00,95.89
1439.00,95.79
1438.00,95.68
1437.00,95.56
1436.00,95.45
1435.00,95.39
1434.00,95.38
1433.00,95.37
1432.00,95.38
1431.00,95.41
1430.00,95.46
1429.00,95.54
1428.00,95.63
1427.00,95.74
1426.00,95.86
1425.00,96.00
1424.00,96.15
1423.00,96.30
1422.00,96.45
1421.00,96.59
1420.00,96.76
1419.00,96.93
1418.00,97.09
1417.00,97.21
1416.00,97.32
1415.00,97.42
1414.00,97.50
1413.00,97.57
1412.00,97.63
1411.00,97.67
1410.00,97.70
1409.00,97.72
1408.00,97.72
1407.00,97.71
1406.00,97.69
1405.00,97.65
1404.00,97.61
1403.00,97.57
1402.00,97.52
1401.00,97.47
1400.00,97.41
1399.00,97.33
1398.00,97.26
1397.00,97.18
1396.00,97.09
1395.00,96.97
1394.00,96.84
1393.00,96.71
1392.00,96.57
1391.00,96.42
1390.00,96.24
1389.00,96.01
1388.00,95.71
1387.00,95.35
1386.00,94.96
1385.00,94.55
1384.00,94.11
1383.00,93.61
1382.00,93.05
1381.00,92.46
1380.00,91.83
1379.00,91.18
1378.00,90.55
1377.00,89.96
1376.00,89.39
1375.00,88.84
1374.00,88.36
1373.00,88.00
1372.00,87.77
1371.00,87.67
1370.00,87.67
1369.00,87.75
1368.00,87.90
1367.00,88.12
1366.00,88.38
1365.00,88.69
1364.00,89.03
1363.00,89.41
1362.00,89.83
1361.00,90.26
1360.00,90.72
1359.00,91.22
1358.00,91.75
1357.00,92.32
1356.00,92.90
1355.00,93.48
1354.00,94.05
1353.00,94.57
1352.00,95.05
1351.00,95.49
1350.00,95.89
1349.00,96.25
1348.00,96.56
1347.00,96.83
1346.00,97.07
1345.00,97.28
1344.00,97.45
1343.00,97.61
1342.00,97.74
1341.00,97.85
1340.00,97.95
1339.00,98.04
1338.00,98.11
1337.00,98.17
1336.00,98.21
1335.00,98.25
1334.00,98.29
1333.00,98.31
1332.00,98.33
1331.00,98.34
1330.00,98.34
1329.00,98.34
1328.00,98.33
1327.00,98.33
1326.00,98.31
1325.00,98.30
1324.00,98.29
1323.00,98.28
1322.00,98.27
1321.00,98.26
1320.00,98.25
1319.00,98.23
1318.00,98.21
1317.00,98.19
1316.00,98.18
1315.00,98.16
1314.00,98.14
1313.00,98.12
1312.00,98.10
1311.00,98.08
1310.00,98.05
1309.00,98.02
1308.00,97.99
1307.00,97.97
1306.00,97.94
1305.00,97.90
1304.00,97.87
1303.00,97.84
1302.00,97.81
1301.00,97.77
1300.00,97.73
1299.00,97.68
1298.00,97.64
1297.00,97.59
1296.00,97.53
1295.00,97.48
1294.00,97.42
1293.00,97.35
1292.00,97.27
1291.00,97.19
1290.00,97.10
1289.00,96.99
1288.00,96.87
1287.00,96.75
1286.00,96.61
1285.00,96.46
1284.00,96.29
1283.00,96.11
1282.00,95.91
1281.00,95.69
1280.00,95.45
1279.00,95.20
1278.00,94.92
1277.00,94.62
1276.00,94.29
1275.00,93.96
1274.00,93.62
1273.00,93.25
1272.00,92.87
1271.00,92.48
1270.00,92.08
1269.00,91.68
1268.00,91.28
1267.00,90.89
1266.00,90.51
1265.00,90.12
1264.00,89.74
1263.00,89.37
1262.00,89.01
1261.00,88.66
1260.00,88.30
1259.00,87.97
1258.00,87.65
1257.00,87.33
1256.00,87.02
1255.00,86.70
1254.00,86.40
1253.00,86.09
1252.00,85.77
1251.00,85.44
1250.00,85.12
1249.00,84.79
1248.00,84.45
1247.00,84.11
1246.00,83.78
1245.00,83.42
1244.00,83.06
1243.00,82.70
1242.00,82.35
1241.00,82.00
1240.00,81.64
1239.00,81.29
1238.00,80.96
1237.00,80.64
1236.00,80.32
1235.00,80.02
1234.00,79.74
1233.00,79.47
1232.00,79.21
1231.00,78.98
1230.00,78.78
1229.00,78.59
1228.00,78.42
1227.00,78.29
1226.00,78.21
1225.00,78.15
1224.00,78.11
1223.00,78.13
1222.00,78.21
1221.00,78.33
1220.00,78.48
1219.00,78.70
1218.00,78.98
1217.00,79.31
1216.00,79.69
1215.00,80.12
1214.00,80.60
1213.00,81.11
1212.00,81.64
1211.00,82.21
1210.00,82.79
1209.00,83.36
1208.00,83.92
1207.00,84.48
1206.00,85.03
1205.00,85.56
1204.00,86.07
1203.00,86.57
1202.00,87.06
1201.00,87.53
1200.00,87.97
1199.00,88.41
1198.00,88.82
1197.00,89.22
1196.00,89.60
1195.00,89.96
1194.00,90.31
1193.00,90.65
1192.00,90.96
1191.00,91.26
1190.00,91.56
1189.00,91.84
1188.00,92.11
1187.00,92.38
1186.00,92.65
1185.00,92.90
1184.00,93.15
1183.00,93.39
1182.00,93.62
1181.00,93.85
1180.00,94.08
1179.00,94.31
1178.00,94.53
1177.00,94.74
1176.00,94.95
1175.00,95.14
1174.00,95.33
1173.00,95.50
1172.00,95.66
1171.00,95.81
1170.00,95.95
1169.00,96.07
1168.00,96.18
1167.00,96.28
1166.00,96.38
1165.00,96.46
1164.00,96.53
1163.00,96.60
1162.00,96.65
1161.00,96.68
1160.00,96.70
1159.00,96.71
1158.00,96.70
1157.00,96.67
1156.00,96.62
1155.00,96.55
1154.00,96.46
1153.00,96.34
1152.00,96.20
1151.00,96.05
1150.00,95.89
1149.00,95.71
1148.00,95.52
1147.00,95.34
1146.00,95.15
1145.00,94.95
1144.00,94.74
1143.00,94.53
1142.00,94.32
1141.00,94.11
1140.00,93.89
1139.00,93.67
1138.00,93.45
1137.00,93.24
1136.00,93.02
1135.00,92.80
1134.00,92.60
1133.00,92.39
1132.00,92.20
1131.00,92.03
1130.00,91.88
1129.00,91.74
1128.00,91.60
1127.00,91.48
1126.00,91.39
1125.00,91.31
1124.00,91.25
1123.00,91.19
1122.00,91.15
1121.00,91.12
1120.00,91.10
1119.00,91.09
1118.00,91.08
1117.00,91.08
1116.00,91.08
1115.00,91.08
1114.00,91.08
1113.00,91.08
1112.00,91.07
1111.00,91.07
1110.00,91.07
1109.00,91.06
1108.00,91.05
1107.00,91.03
1106.00,91.02
1105.00,91.01
1104.00,90.99
1103.00,90.99
1102.00,90.99
1101.00,90.98
1100.00,90.97
1099.00,90.96
1098.00,90.97
1097.00,90.98
1096.00,90.98
1095.00,90.98
1094.00,90.98
1093.00,90.98
1092.00,90.98
1091.00,90.98
1090.00,90.98
1089.00,90.99
1088.00,91.00
1087.00,91.01
1086.00,91.02
1085.00,91.04
1084.00,91.05
1083.00,91.06
1082.00,91.08
1081.00,91.10
1080.00,91.12
1079.00,91.15
1078.00,91.18
1077.00,91.22
1076.00,91.24
1075.00,91.27
1074.00,91.30
1073.00,91.33
1072.00,91.36
1071.00,91.40
1070.00,91.44
1069.00,91.47
1068.00,91.48
1067.00,91.50
1066.00,91.51
1065.00,91.51
1064.00,91.50
1063.00,91.48
1062.00,91.45
1061.00,91.40
1060.00,91.34
1059.00,91.26
1058.00,91.16
1057.00,91.04
1056.00,90.89
1055.00,90.72
1054.00,90.54
1053.00,90.33
1052.00,90.10
1051.00,89.87
1050.00,89.65
1049.00,89.43
1048.00,89.22
1047.00,89.03
1046.00,88.87
1045.00,88.73
1044.00,88.60
1043.00,88.50
1042.00,88.41
1041.00,88.32
1040.00,88.24
1039.00,88.14
1038.00,88.04
1037.00,87.91
1036.00,87.75
1035.00,87.57
1034.00,87.36
1033.00,87.12
1032.00,86.83
1031.00,86.51
1030.00,86.16
1029.00,85.78
1028.00,85.37
1027.00,84.94
1026.00,84.52
1025.00,84.09
1024.00,83.68
1023.00,83.30
1022.00,82.97
1021.00,82.70
1020.00,82.50
1019.00,82.41
1018.00,82.41
1017.00,82.52
1016.00,82.72
1015.00,83.02
1014.00,83.41
1013.00,83.88
1012.00,84.39
1011.00,84.95
1010.00,85.52
1009.00,86.09
1008.00,86.65
1007.00,87.20
1006.00,87.73
1005.00,88.23
1004.00,88.70
1003.00,89.14
1002.00,89.55
1001.00,89.92
1000.00,90.26
999.00,90.57
998.00,90.86
997.00,91.12
996.00,91.36
995.00,91.59
994.00,91.81
993.00,92.00
992.00,92.18
991.00,92.35
990.00,92.51
989.00,92.67
988.00,92.82
987.00,92.96
986.00,93.09
985.00,93.22
984.00,93.34
983.00,93.45
982.00,93.55
981.00,93.64
980.00,93.72
979.00,93.79
978.00,93.86
977.00,93.91
976.00,93.94
975.00,93.97
974.00,93.99
973.00,93.99
972.00,93.97
971.00,93.95
970.00,93.92
969.00,93.89
968.00,93.85
967.00,93.80
966.00,93.74
965.00,93.66
964.00,93.57
963.00,93.46
962.00,93.35
961.00,93.23
960.00,93.09
959.00,92.92
958.00,92.72
957.00,92.47
956.00,92.17
955.00,91.82
954.00,91.44
953.00,91.02
952.00,90.60
951.00,90.19
950.00,89.81
949.00,89.49
948.00,89.23
947.00,89.07
946.00,88.99
945.00,88.99
944.00,89.05
943.00,89.17
942.00,89.33
941.00,89.52
940.00,89.71
939.00,89.92
938.00,90.15
937.00,90.38
936.00,90.62
935.00,90.86
934.00,91.11
933.00,91.37
932.00,91.62
931.00,91.87
930.00,92.12
929.00,92.37
928.00,92.61
927.00,92.83
926.00,93.05
925.00,93.25
924.00,93.44
923.00,93.62
922.00,93.79
921.00,93.96
920.00,94.10
919.00,94.23
918.00,94.36
917.00,94.49
916.00,94.60
915.00,94.72
914.00,94.83
913.00,94.94
912.00,95.05
911.00,95.16
910.00,95.27
909.00,95.36
908.00,95.45
907.00,95.52
906.00,95.60
905.00,95.67
904.00,95.75
903.00,95.82
902.00,95.89
901.00,95.96
900.00,96.01
899.00,96.07
898.00,96.12
897.00,96.18
896.00,96.23
895.00,96.28
894.00,96.32
893.00,96.35
892.00,96.38
891.00,96.41
890.00,96.45
889.00,96.49
888.00,96.52
887.00,96.54
