Created as New Dataset,PLA (polylactic acid) GF
cm-1,%T
896.00,98.88
895.00,98.88
894.00,98.88
893.00,98.88
892.00,98.89
891.00,98.91
890.00,98.92
889.00,98.91
888.00,98.90
887.00,98.88
886.00,98.84
885.00,98.79
884.00,98.71
883.00,98.61
882.00,98.47
881.00,98.30
880.00,98.10
879.00,97.86
878.00,97.60
877.00,97.34
876.00,97.07
875.00,96.82
874.00,96.61
873.00,96.45
872.00,96.37
871.00,96.37
870.00,96.45
869.00,96.58
868.00,96.74
867.00,96.91
866.00,97.08
865.00,97.24
864.00,97.39
863.00,97.54
862.00,97.68
861.00,97.82
860.00,97.96
859.00,98.10
858.00,98.24
857.00,98.37
856.00,98.49
855.00,98.59
854.00,98.66
853.00,98.71
852.00,98.74
851.00,98.76
850.00,98.78
849.00,98.80
848.00,98.82
847.00,98.86
846.00,98.91
845.00,98.96
844.00,99.01
843.00,99.06
842.00,99.11
841.00,99.15
840.00,99.17
839.00,99.20
838.00,99.22
837.00,99.24
836.00,99.25
835.00,99.27
834.00,99.28
833.00,99.29
832.00,99.30
831.00,99.32
830.00,99.33
829.00,99.34
828.00,99.35
827.00,99.36
826.00,99.36
825.00,99.35
824.00,99.34
823.00,99.35
822.00,99.36
821.00,99.37
820.00,99.37
819.00,99.37
818.00,99.38
817.00,99.39
816.00,99.40
815.00,99.40
814.00,99.40
813.00,99.40
812.00,99.40
811.00,99.39
810.00,99.38
809.00,99.38
808.00,99.37
807.00,99.37
806.00,99.38
805.00,99.39
804.00,99.39
803.00,99.39
802.00,99.38
801.00,99.38
800.00,99.38
799.00,99.39
798.00,99.39
797.00,99.38
796.00,99.36
795.00,99.34
794.00,99.33
793.00,99.32
792.00,99.29
791.00,99.27
790.00,99.25
789.00,99.23
788.00,99.19
787.00,99.15
786.00,99.11
785.00,99.07
784.00,99.02
783.00,98.98
782.00,98.94
781.00,98.90
780.00,98.86
779.00,98.83
778.00,98.79
777.00,98.76
776.00,98.71
775.00,98.66
774.00,98.61
773.00,98.55
772.00,98.48
771.00,98.39
770.00,98.29
769.00,98.19
768.00,98.08
767.00,97.95
766.00,97.82
765.00,97.65
764.00,97.45
763.00,97.21
762.00,96.93
761.00,96.61
760.00,96.26
759.00,95.90
758.00,95.57
757.00,95.32
756.00,95.19
755.00,95.19
754.00,95.30
753.00,95.50
752.00,95.75
751.00,96.03
750.00,96.30
749.00,96.54
748.00,96.73
747.00,96.87
746.00,96.98
745.00,97.06
744.00,97.13
743.00,97.18
742.00,97.24
741.00,97.29
740.00,97.35
739.00,97.41
738.00,97.48
737.00,97.54
736.00,97.62
735.00,97.71
734.00,97.81
733.00,97.92
732.00,98.02
731.00,98.10
730.00,98.16
729.00,98.20
728.00,98.22
727.00,98.22
726.00,98.19
725.00,98.14
724.00,98.07
723.00,97.98
722.00,97.87
721.00,97.75
720.00,97.63
719.00,97.52
718.00,97.43
717.00,97.36
716.00,97.30
715.00,97.24
714.00,97.18
713.00,97.13
712.00,97.08
711.00,97.03
710.00,96.98
709.00,96.94
708.00,96.89
707.00,96.83
706.00,96.76
705.00,96.69
704.00,96.61
703.00,96.55
702.00,96.51
701.00,96.47
700.00,96.44
699.00,96.40
698.00,96.35
697.00,96.30
696.00,96.27
695.00,96.24
694.00,96.22
693.00,96.20
692.00,96.19
691.00,96.17
690.00,96.15
689.00,96.14
688.00,96.14
687.00,96.15
686.00,96.17
685.00,96.19
684.00,96.21
683.00,96.24
682.00,96.29
681.00,96.35
680.00,96.43
679.00,96.51
678.00,96.58
677.00,96.63
676.00,96.67
675.00,96.72
674.00,96.78
673.00,96.84
672.00,96.89
671.00,96.92
670.00,96.94
669.00,96.98
668.00,97.06
667.00,97.17
666.00,97.24
665.00,97.29
664.00,97.31
663.00,97.32
662.00,97.34
661.00,97.37
660.00,97.42
659.00,97.47
658.00,97.51
657.00,97.54
656.00,97.58
655.00,97.62
654.00,97.66
653.00,97.69
652.00,97.71
651.00,97.74
650.00,97.78
