Created as New Dataset,SAN (30% acrylonitrile)
cm-1,%T
900.00,95.86
899.00,95.97
898.00,96.05
897.00,96.12
896.00,96.18
895.00,96.23
894.00,96.28
893.00,96.32
892.00,96.36
891.00,96.39
890.00,96.41
889.00,96.44
888.00,96.46
887.00,96.48
886.00,96.49
885.00,96.50
884.00,96.52
883.00,96.54
882.00,96.56
881.00,96.58
880.00,96.60
879.00,96.60
878.00,96.60
877.00,96.60
876.00,96.61
875.00,96.62
874.00,96.64
873.00,96.65
872.00,96.66
871.00,96.66
870.00,96.66
869.00,96.66
868.00,96.66
867.00,96.66
866.00,96.66
865.00,96.66
864.00,96.66
863.00,96.67
862.00,96.67
861.00,96.65
860.00,96.61
859.00,96.55
858.00,96.50
857.00,96.44
856.00,96.39
855.00,96.33
854.00,96.26
853.00,96.19
852.00,96.11
851.00,96.03
850.00,95.96
849.00,95.90
848.00,95.85
847.00,95.81
846.00,95.79
845.00,95.78
844.00,95.79
843.00,95.83
842.00,95.88
841.00,95.94
840.00,96.01
839.00,96.10
838.00,96.19
837.00,96.29
836.00,96.38
835.00,96.47
834.00,96.55
833.00,96.60
832.00,96.65
831.00,96.67
830.00,96.69
829.00,96.71
828.00,96.73
827.00,96.74
826.00,96.76
825.00,96.76
824.00,96.75
823.00,96.73
822.00,96.71
821.00,96.70
820.00,96.70
819.00,96.71
818.00,96.72
817.00,96.73
816.00,96.73
815.00,96.73
814.00,96.73
813.00,96.73
812.00,96.73
811.00,96.71
810.00,96.69
809.00,96.67
808.00,96.66
807.00,96.66
806.00,96.65
805.00,96.64
804.00,96.63
803.00,96.62
802.00,96.59
801.00,96.55
800.00,96.50
799.00,96.45
798.00,96.40
797.00,96.35
796.00,96.31
795.00,96.26
794.00,96.21
793.00,96.15
792.00,96.07
791.00,95.98
790.00,95.87
789.00,95.75
788.00,95.61
787.00,95.44
786.00,95.24
785.00,95.02
784.00,94.77
783.00,94.49
782.00,94.17
781.00,93.84
780.00,93.48
779.00,93.08
778.00,92.65
777.00,92.18
776.00,91.67
775.00,91.12
774.00,90.53
773.00,89.88
772.00,89.17
771.00,88.41
770.00,87.59
769.00,86.72
768.00,85.82
767.00,84.90
766.00,83.98
765.00,83.07
764.00,82.20
763.00,81.41
762.00,80.74
761.00,80.21
760.00,79.85
759.00,79.67
758.00,79.71
757.00,79.94
756.00,80.35
755.00,80.93
754.00,81.63
753.00,82.41
752.00,83.23
751.00,84.05
750.00,84.86
749.00,85.63
748.00,86.35
747.00,87.02
746.00,87.63
745.00,88.18
744.00,88.67
743.00,89.12
742.00,89.54
741.00,89.95
740.00,90.35
739.00,90.76
738.00,91.19
737.00,91.65
736.00,92.12
735.00,92.61
734.00,93.08
733.00,93.52
732.00,93.93
731.00,94.29
730.00,94.61
729.00,94.89
728.00,95.14
727.00,95.35
726.00,95.52
725.00,95.66
724.00,95.76
723.00,95.84
722.00,95.88
721.00,95.86
720.00,95.77
719.00,95.61
718.00,95.33
717.00,94.90
716.00,94.28
715.00,93.41
714.00,92.26
713.00,90.83
712.00,89.12
711.00,87.19
710.00,85.06
709.00,82.80
708.00,80.43
707.00,78.00
706.00,75.56
705.00,73.14
704.00,70.78
703.00,68.50
702.00,66.37
701.00,64.46
700.00,62.92
699.00,61.97
698.00,61.83
697.00,62.65
696.00,64.44
695.00,67.04
694.00,70.13
693.00,73.30
692.00,76.24
691.00,78.76
690.00,80.84
689.00,82.52
688.00,83.87
687.00,84.95
686.00,85.82
685.00,86.52
684.00,87.08
683.00,87.56
682.00,87.96
681.00,88.30
680.00,88.61
679.00,88.88
678.00,89.13
677.00,89.34
676.00,89.52
675.00,89.69
674.00,89.84
673.00,89.97
672.00,90.07
671.00,90.14
670.00,90.23
669.00,90.38
668.00,90.59
667.00,90.76
666.00,90.89
665.00,91.01
664.00,91.14
663.00,91.27
662.00,91.39
661.00,91.50
660.00,91.60
659.00,91.70
658.00,91.79
657.00,91.89
656.00,91.97
655.00,92.05
654.00,92.12
653.00,92.18
652.00,92.22
651.00,92.23
650.00,92.24
