Created as New Dataset,PK (polyketone) GF
cm-1,%T
904.00,94.40
903.00,94.44
902.00,94.46
901.00,94.49
900.00,94.53
899.00,94.56
898.00,94.59
897.00,94.61
896.00,94.63
895.00,94.66
894.00,94.69
893.00,94.71
892.00,94.74
891.00,94.78
890.00,94.81
889.00,94.85
888.00,94.89
887.00,94.93
886.00,94.95
885.00,94.98
884.00,95.02
883.00,95.05
882.00,95.08
881.00,95.09
880.00,95.11
879.00,95.13
878.00,95.14
877.00,95.15
876.00,95.16
875.00,95.17
874.00,95.16
873.00,95.16
872.00,95.18
871.00,95.20
870.00,95.20
869.00,95.20
868.00,95.21
867.00,95.22
866.00,95.22
865.00,95.20
864.00,95.19
863.00,95.19
862.00,95.19
861.00,95.19
860.00,95.20
859.00,95.20
858.00,95.18
857.00,95.16
856.00,95.14
855.00,95.13
854.00,95.10
853.00,95.09
852.00,95.08
851.00,95.07
850.00,95.04
849.00,94.99
848.00,94.96
847.00,94.92
846.00,94.86
845.00,94.80
844.00,94.74
843.00,94.68
842.00,94.61
841.00,94.54
840.00,94.46
839.00,94.36
838.00,94.25
837.00,94.15
836.00,94.05
835.00,93.95
834.00,93.84
833.00,93.72
832.00,93.61
831.00,93.52
830.00,93.43
829.00,93.35
828.00,93.29
827.00,93.25
826.00,93.19
825.00,93.13
824.00,93.06
823.00,92.96
822.00,92.82
821.00,92.64
820.00,92.43
819.00,92.17
818.00,91.86
817.00,91.49
816.00,91.06
815.00,90.55
814.00,89.95
813.00,89.29
812.00,88.57
811.00,87.79
810.00,86.97
809.00,86.12
808.00,85.28
807.00,84.52
806.00,83.88
805.00,83.46
804.00,83.30
803.00,83.40
802.00,83.74
801.00,84.25
800.00,84.87
799.00,85.56
798.00,86.26
797.00,86.95
796.00,87.61
795.00,88.23
794.00,88.79
793.00,89.30
792.00,89.77
791.00,90.21
790.00,90.61
789.00,90.98
788.00,91.32
787.00,91.64
786.00,91.93
785.00,92.20
784.00,92.48
783.00,92.73
782.00,92.95
781.00,93.15
780.00,93.35
779.00,93.53
778.00,93.69
777.00,93.85
776.00,94.00
775.00,94.15
774.00,94.29
773.00,94.42
772.00,94.56
771.00,94.67
770.00,94.76
769.00,94.85
768.00,94.95
767.00,95.05
766.00,95.15
765.00,95.24
764.00,95.33
763.00,95.41
762.00,95.48
761.00,95.55
760.00,95.61
759.00,95.67
758.00,95.72
757.00,95.76
756.00,95.81
755.00,95.86
754.00,95.91
753.00,95.95
752.00,96.01
751.00,96.05
750.00,96.09
749.00,96.12
748.00,96.16
747.00,96.20
746.00,96.22
745.00,96.24
744.00,96.27
743.00,96.30
742.00,96.32
741.00,96.35
740.00,96.38
739.00,96.41
738.00,96.42
737.00,96.43
736.00,96.46
735.00,96.49
734.00,96.50
733.00,96.50
732.00,96.50
731.00,96.51
730.00,96.51
729.00,96.51
728.00,96.53
727.00,96.55
726.00,96.55
725.00,96.56
724.00,96.57
723.00,96.58
722.00,96.58
721.00,96.58
720.00,96.59
719.00,96.60
718.00,96.60
717.00,96.62
716.00,96.65
715.00,96.69
714.00,96.72
713.00,96.74
712.00,96.77
711.00,96.78
710.00,96.77
709.00,96.76
708.00,96.76
707.00,96.78
706.00,96.79
705.00,96.80
704.00,96.81
703.00,96.82
702.00,96.82
701.00,96.83
700.00,96.87
699.00,96.89
698.00,96.89
697.00,96.89
696.00,96.89
695.00,96.89
694.00,96.88
693.00,96.86
692.00,96.85
691.00,96.84
690.00,96.82
689.00,96.81
688.00,96.83
687.00,96.85
686.00,96.85
685.00,96.85
684.00,96.85
683.00,96.83
682.00,96.78
681.00,96.73
680.00,96.70
679.00,96.69
678.00,96.65
677.00,96.62
676.00,96.59
675.00,96.56
674.00,96.49
673.00,96.43
672.00,96.41
671.00,96.40
670.00,96.35
669.00,96.27
668.00,96.17
667.00,96.08
666.00,96.05
665.00,96.05
664.00,96.08
663.00,96.09
662.00,96.07
661.00,96.05
660.00,96.08
659.00,96.11
658.00,96.11
657.00,96.07
656.00,96.02
655.00,95.94
654.00,95.87
653.00,95.81
652.00,95.79
651.00,95.79
650.00,95.78
