Created as New Dataset,PMMA Scientific
cm-1,%T
895.00,95.28
894.00,95.35
893.00,95.40
892.00,95.46
891.00,95.50
890.00,95.55
889.00,95.59
888.00,95.64
887.00,95.68
886.00,95.71
885.00,95.73
884.00,95.75
883.00,95.75
882.00,95.75
881.00,95.75
880.00,95.75
879.00,95.75
878.00,95.75
877.00,95.75
876.00,95.75
875.00,95.74
874.00,95.72
873.00,95.69
872.00,95.67
871.00,95.64
870.00,95.61
869.00,95.57
868.00,95.52
867.00,95.46
866.00,95.39
865.00,95.32
864.00,95.26
863.00,95.20
862.00,95.14
861.00,95.06
860.00,94.97
859.00,94.88
858.00,94.78
857.00,94.66
856.00,94.53
855.00,94.39
854.00,94.24
853.00,94.07
852.00,93.90
851.00,93.71
850.00,93.50
849.00,93.27
848.00,93.01
847.00,92.73
846.00,92.46
845.00,92.19
844.00,91.94
843.00,91.72
842.00,91.55
841.00,91.46
840.00,91.46
839.00,91.57
838.00,91.79
837.00,92.10
836.00,92.47
835.00,92.87
834.00,93.23
833.00,93.52
832.00,93.70
831.00,93.78
830.00,93.77
829.00,93.71
828.00,93.64
827.00,93.60
826.00,93.61
825.00,93.68
824.00,93.80
823.00,93.94
822.00,94.11
821.00,94.28
820.00,94.42
819.00,94.52
818.00,94.56
817.00,94.56
816.00,94.51
815.00,94.42
814.00,94.32
813.00,94.20
812.00,94.11
811.00,94.04
810.00,94.02
809.00,94.04
808.00,94.08
807.00,94.14
806.00,94.22
805.00,94.32
804.00,94.44
803.00,94.55
802.00,94.66
801.00,94.76
800.00,94.84
799.00,94.92
798.00,95.00
797.00,95.07
796.00,95.14
795.00,95.20
794.00,95.26
793.00,95.31
792.00,95.36
791.00,95.38
790.00,95.41
789.00,95.44
788.00,95.46
787.00,95.49
786.00,95.50
785.00,95.49
784.00,95.49
783.00,95.48
782.00,95.49
781.00,95.49
780.00,95.48
779.00,95.47
778.00,95.44
777.00,95.40
776.00,95.34
775.00,95.27
774.00,95.20
773.00,95.12
772.00,95.04
771.00,94.94
770.00,94.83
769.00,94.70
768.00,94.56
767.00,94.40
766.00,94.22
765.00,94.02
764.00,93.80
763.00,93.57
762.00,93.32
761.00,93.05
760.00,92.76
759.00,92.45
758.00,92.11
757.00,91.76
756.00,91.39
755.00,91.01
754.00,90.64
753.00,90.29
752.00,90.01
751.00,89.84
750.00,89.82
749.00,89.97
748.00,90.31
747.00,90.81
746.00,91.42
745.00,92.06
744.00,92.67
743.00,93.19
742.00,93.61
741.00,93.94
740.00,94.18
739.00,94.37
738.00,94.51
737.00,94.63
736.00,94.72
735.00,94.80
734.00,94.87
733.00,94.94
732.00,95.01
731.00,95.09
730.00,95.17
729.00,95.26
728.00,95.35
727.00,95.44
726.00,95.52
725.00,95.60
724.00,95.67
723.00,95.72
722.00,95.76
721.00,95.80
720.00,95.83
719.00,95.87
718.00,95.89
717.00,95.92
716.00,95.93
715.00,95.95
714.00,95.96
713.00,95.99
712.00,96.01
711.00,96.03
710.00,96.04
709.00,96.05
708.00,96.05
707.00,96.05
706.00,96.05
705.00,96.07
704.00,96.09
703.00,96.11
702.00,96.14
701.00,96.16
700.00,96.18
699.00,96.18
698.00,96.18
697.00,96.17
696.00,96.17
695.00,96.18
694.00,96.19
693.00,96.20
692.00,96.21
691.00,96.23
690.00,96.23
689.00,96.21
688.00,96.19
687.00,96.19
686.00,96.19
685.00,96.18
684.00,96.17
683.00,96.15
682.00,96.15
681.00,96.16
680.00,96.17
679.00,96.18
678.00,96.17
677.00,96.17
676.00,96.17
675.00,96.17
674.00,96.18
673.00,96.17
672.00,96.16
671.00,96.16
670.00,96.16
669.00,96.15
668.00,96.13
667.00,96.10
666.00,96.10
665.00,96.11
664.00,96.10
663.00,96.07
662.00,96.05
661.00,96.03
660.00,96.01
659.00,96.00
658.00,95.99
657.00,95.96
656.00,95.91
655.00,95.87
654.00,95.87
653.00,95.89
652.00,95.90
651.00,95.88
650.00,95.84
