Created as New Dataset,PP 250 kDa Sigma
cm-1,%T
895.00,97.32
894.00,97.49
893.00,97.61
892.00,97.69
891.00,97.75
890.00,97.78
889.00,97.81
888.00,97.84
887.00,97.87
886.00,97.90
885.00,97.93
884.00,97.94
883.00,97.95
882.00,97.95
881.00,97.95
880.00,97.94
879.00,97.94
878.00,97.93
877.00,97.92
876.00,97.92
875.00,97.91
874.00,97.91
873.00,97.91
872.00,97.91
871.00,97.91
870.00,97.91
869.00,97.89
868.00,97.87
867.00,97.86
866.00,97.84
865.00,97.83
864.00,97.82
863.00,97.81
862.00,97.80
861.00,97.80
860.00,97.79
859.00,97.77
858.00,97.75
857.00,97.73
856.00,97.69
855.00,97.65
854.00,97.62
853.00,97.58
852.00,97.55
851.00,97.51
850.00,97.45
849.00,97.37
848.00,97.23
847.00,97.03
846.00,96.73
845.00,96.29
844.00,95.68
843.00,95.04
842.00,94.57
841.00,94.49
840.00,94.82
839.00,95.42
838.00,96.05
837.00,96.55
836.00,96.87
835.00,97.07
834.00,97.19
833.00,97.28
832.00,97.34
831.00,97.40
830.00,97.45
829.00,97.49
828.00,97.53
827.00,97.56
826.00,97.58
825.00,97.59
824.00,97.59
823.00,97.59
822.00,97.58
821.00,97.56
820.00,97.54
819.00,97.52
818.00,97.47
817.00,97.39
816.00,97.27
815.00,97.11
814.00,96.91
813.00,96.68
812.00,96.43
811.00,96.22
810.00,96.09
809.00,96.06
808.00,96.14
807.00,96.32
806.00,96.54
805.00,96.77
804.00,96.97
803.00,97.13
802.00,97.24
801.00,97.33
800.00,97.39
799.00,97.43
798.00,97.47
797.00,97.50
796.00,97.53
795.00,97.57
794.00,97.60
793.00,97.64
792.00,97.67
791.00,97.70
790.00,97.73
789.00,97.76
788.00,97.79
787.00,97.81
786.00,97.83
785.00,97.85
784.00,97.88
783.00,97.91
782.00,97.93
781.00,97.95
780.00,97.95
779.00,97.96
778.00,97.96
777.00,97.96
776.00,97.97
775.00,97.97
774.00,97.98
773.00,97.99
772.00,97.99
771.00,97.97
770.00,97.95
769.00,97.94
768.00,97.95
767.00,97.97
766.00,97.98
765.00,97.99
764.00,97.99
763.00,97.98
762.00,97.98
761.00,97.98
760.00,97.99
759.00,98.01
758.00,98.02
757.00,98.03
756.00,98.02
755.00,98.01
754.00,98.00
753.00,98.00
752.00,98.00
751.00,98.00
750.00,98.00
749.00,98.01
748.00,98.02
747.00,98.02
746.00,98.01
745.00,97.99
744.00,97.98
743.00,97.98
742.00,97.99
741.00,97.99
740.00,98.00
739.00,98.00
738.00,98.00
737.00,97.99
736.00,97.98
735.00,97.97
734.00,97.97
733.00,97.97
732.00,97.98
731.00,97.98
730.00,97.98
729.00,97.98
728.00,97.97
727.00,97.95
726.00,97.94
725.00,97.95
724.00,97.97
723.00,98.00
722.00,98.01
721.00,98.01
720.00,98.00
719.00,97.99
718.00,97.99
717.00,97.98
716.00,97.98
715.00,97.98
714.00,97.98
713.00,97.98
712.00,97.97
711.00,97.96
710.00,97.95
709.00,97.95
708.00,97.94
707.00,97.94
706.00,97.94
705.00,97.96
704.00,97.97
703.00,97.98
702.00,97.97
701.00,97.96
700.00,97.94
699.00,97.94
698.00,97.94
697.00,97.94
696.00,97.95
695.00,97.96
694.00,97.98
693.00,97.99
692.00,98.00
691.00,98.00
690.00,97.99
689.00,97.98
688.00,97.97
687.00,97.96
686.00,97.94
685.00,97.93
684.00,97.94
683.00,97.95
682.00,97.96
681.00,97.95
680.00,97.93
679.00,97.91
678.00,97.90
677.00,97.91
676.00,97.92
675.00,97.94
674.00,97.93
673.00,97.92
672.00,97.91
671.00,97.93
670.00,97.97
669.00,97.97
668.00,97.92
667.00,97.87
666.00,97.86
665.00,97.87
664.00,97.88
663.00,97.88
662.00,97.89
661.00,97.89
660.00,97.90
659.00,97.90
658.00,97.88
657.00,97.86
656.00,97.83
655.00,97.83
654.00,97.84
653.00,97.87
652.00,97.89
651.00,97.89
650.00,97.86
