Created as New Dataset,PMMA (GF)
cm-1,%T
893.00,92.92
892.00,93.12
891.00,93.30
890.00,93.46
889.00,93.60
888.00,93.71
887.00,93.79
886.00,93.85
885.00,93.88
884.00,93.88
883.00,93.86
882.00,93.82
881.00,93.78
880.00,93.73
879.00,93.70
878.00,93.67
877.00,93.66
876.00,93.63
875.00,93.59
874.00,93.51
873.00,93.41
872.00,93.29
871.00,93.14
870.00,92.96
869.00,92.76
868.00,92.53
867.00,92.28
866.00,92.01
865.00,91.72
864.00,91.43
863.00,91.14
862.00,90.85
861.00,90.56
860.00,90.25
859.00,89.93
858.00,89.62
857.00,89.28
856.00,88.93
855.00,88.54
854.00,88.13
853.00,87.66
852.00,87.13
851.00,86.54
850.00,85.89
849.00,85.19
848.00,84.41
847.00,83.58
846.00,82.73
845.00,81.87
844.00,81.05
843.00,80.36
842.00,79.88
841.00,79.69
840.00,79.90
839.00,80.58
838.00,81.73
837.00,83.24
836.00,84.91
835.00,86.52
834.00,87.82
833.00,88.63
832.00,88.88
831.00,88.66
830.00,88.14
829.00,87.53
828.00,87.04
827.00,86.82
826.00,86.94
825.00,87.38
824.00,88.05
823.00,88.85
822.00,89.64
821.00,90.34
820.00,90.87
819.00,91.20
818.00,91.31
817.00,91.18
816.00,90.83
815.00,90.30
814.00,89.70
813.00,89.12
812.00,88.67
811.00,88.41
810.00,88.37
809.00,88.55
808.00,88.91
807.00,89.37
806.00,89.90
805.00,90.42
804.00,90.92
803.00,91.41
802.00,91.88
801.00,92.32
800.00,92.74
799.00,93.11
798.00,93.45
797.00,93.76
796.00,94.05
795.00,94.32
794.00,94.55
793.00,94.75
792.00,94.91
791.00,95.03
790.00,95.11
789.00,95.17
788.00,95.22
787.00,95.24
786.00,95.24
785.00,95.21
784.00,95.17
783.00,95.12
782.00,95.07
781.00,95.01
780.00,94.94
779.00,94.85
778.00,94.74
777.00,94.60
776.00,94.42
775.00,94.21
774.00,93.97
773.00,93.70
772.00,93.39
771.00,93.05
770.00,92.67
769.00,92.24
768.00,91.76
767.00,91.23
766.00,90.64
765.00,89.99
764.00,89.27
763.00,88.47
762.00,87.59
761.00,86.62
760.00,85.55
759.00,84.37
758.00,83.05
757.00,81.59
756.00,79.96
755.00,78.20
754.00,76.34
753.00,74.47
752.00,72.72
751.00,71.35
750.00,70.62
749.00,70.77
748.00,71.96
747.00,74.18
746.00,77.19
745.00,80.52
744.00,83.71
743.00,86.43
742.00,88.55
741.00,90.10
740.00,91.23
739.00,92.07
738.00,92.69
737.00,93.16
736.00,93.50
735.00,93.78
734.00,94.02
733.00,94.25
732.00,94.50
731.00,94.77
730.00,95.05
729.00,95.35
728.00,95.66
727.00,95.95
726.00,96.22
725.00,96.45
724.00,96.64
723.00,96.79
722.00,96.92
721.00,97.04
720.00,97.14
719.00,97.24
718.00,97.33
717.00,97.40
716.00,97.46
715.00,97.51
714.00,97.57
713.00,97.63
712.00,97.68
711.00,97.70
710.00,97.70
709.00,97.70
708.00,97.70
707.00,97.71
706.00,97.73
705.00,97.75
704.00,97.77
703.00,97.79
702.00,97.80
701.00,97.81
700.00,97.81
699.00,97.81
698.00,97.80
697.00,97.78
696.00,97.78
695.00,97.78
694.00,97.79
693.00,97.81
692.00,97.83
691.00,97.84
690.00,97.84
689.00,97.86
688.00,97.86
687.00,97.86
686.00,97.86
685.00,97.86
684.00,97.85
683.00,97.82
682.00,97.78
681.00,97.73
680.00,97.69
679.00,97.66
678.00,97.63
677.00,97.62
676.00,97.60
675.00,97.59
674.00,97.57
673.00,97.55
672.00,97.53
671.00,97.51
670.00,97.47
669.00,97.40
668.00,97.29
667.00,97.19
666.00,97.14
665.00,97.08
664.00,97.01
663.00,96.93
662.00,96.87
661.00,96.83
660.00,96.79
659.00,96.77
658.00,96.76
657.00,96.74
656.00,96.71
655.00,96.65
654.00,96.58
653.00,96.52
652.00,96.51
651.00,96.55
650.00,96.60
