Created as New Dataset,PS 280kDa Sigma
cm-1,%T
906.00,91.42
905.00,91.41
904.00,91.48
903.00,91.62
902.00,91.81
901.00,92.05
900.00,92.31
899.00,92.57
898.00,92.81
897.00,93.02
896.00,93.19
895.00,93.34
894.00,93.45
893.00,93.53
892.00,93.60
891.00,93.66
890.00,93.71
889.00,93.76
888.00,93.81
887.00,93.85
886.00,93.90
885.00,93.94
884.00,93.98
883.00,94.01
882.00,94.03
881.00,94.04
880.00,94.06
879.00,94.07
878.00,94.09
877.00,94.11
876.00,94.13
875.00,94.15
874.00,94.16
873.00,94.18
872.00,94.20
871.00,94.22
870.00,94.24
869.00,94.24
868.00,94.24
867.00,94.25
866.00,94.25
865.00,94.26
864.00,94.27
863.00,94.28
862.00,94.29
861.00,94.30
860.00,94.31
859.00,94.32
858.00,94.33
857.00,94.33
856.00,94.31
855.00,94.28
854.00,94.25
853.00,94.21
852.00,94.16
851.00,94.10
850.00,94.01
849.00,93.91
848.00,93.80
847.00,93.68
846.00,93.56
845.00,93.45
844.00,93.37
843.00,93.31
842.00,93.28
841.00,93.27
840.00,93.29
839.00,93.33
838.00,93.39
837.00,93.49
836.00,93.61
835.00,93.74
834.00,93.88
833.00,94.00
832.00,94.11
831.00,94.20
830.00,94.28
829.00,94.34
828.00,94.40
827.00,94.45
826.00,94.48
825.00,94.49
824.00,94.51
823.00,94.52
822.00,94.54
821.00,94.56
820.00,94.57
819.00,94.58
818.00,94.59
817.00,94.61
816.00,94.63
815.00,94.65
814.00,94.66
813.00,94.67
812.00,94.68
811.00,94.69
810.00,94.70
809.00,94.70
808.00,94.70
807.00,94.71
806.00,94.72
805.00,94.72
804.00,94.73
803.00,94.73
802.00,94.72
801.00,94.72
800.00,94.71
799.00,94.69
798.00,94.68
797.00,94.65
796.00,94.62
795.00,94.58
794.00,94.53
793.00,94.48
792.00,94.41
791.00,94.34
790.00,94.26
789.00,94.18
788.00,94.10
787.00,94.00
786.00,93.90
785.00,93.78
784.00,93.64
783.00,93.50
782.00,93.33
781.00,93.14
780.00,92.90
779.00,92.63
778.00,92.32
777.00,91.96
776.00,91.57
775.00,91.13
774.00,90.65
773.00,90.13
772.00,89.56
771.00,88.95
770.00,88.29
769.00,87.61
768.00,86.91
767.00,86.22
766.00,85.53
765.00,84.84
764.00,84.12
763.00,83.39
762.00,82.63
761.00,81.87
760.00,81.11
759.00,80.38
758.00,79.73
757.00,79.17
756.00,78.74
755.00,78.45
754.00,78.28
753.00,78.21
752.00,78.21
751.00,78.25
750.00,78.32
749.00,78.42
748.00,78.57
747.00,78.83
746.00,79.23
745.00,79.80
744.00,80.53
743.00,81.39
742.00,82.32
741.00,83.26
740.00,84.16
739.00,85.00
738.00,85.80
737.00,86.55
736.00,87.28
735.00,88.01
734.00,88.74
733.00,89.46
732.00,90.14
731.00,90.76
730.00,91.31
729.00,91.78
728.00,92.17
727.00,92.51
726.00,92.81
725.00,93.07
724.00,93.30
723.00,93.50
722.00,93.67
721.00,93.83
720.00,93.97
719.00,94.09
718.00,94.17
717.00,94.22
716.00,94.21
715.00,94.15
714.00,93.99
713.00,93.70
712.00,93.21
711.00,92.47
710.00,91.42
709.00,90.01
708.00,88.23
707.00,86.08
706.00,83.55
705.00,80.69
704.00,77.54
703.00,74.16
702.00,70.61
701.00,66.97
700.00,63.30
699.00,59.71
698.00,56.34
697.00,53.46
696.00,51.42
695.00,50.60
694.00,51.24
693.00,53.27
692.00,56.34
691.00,59.94
690.00,63.59
689.00,66.97
688.00,69.89
687.00,72.32
686.00,74.29
685.00,75.92
684.00,77.26
683.00,78.38
682.00,79.33
681.00,80.14
680.00,80.84
679.00,81.47
678.00,82.03
677.00,82.52
676.00,82.95
675.00,83.33
674.00,83.67
673.00,83.96
672.00,84.21
671.00,84.44
670.00,84.69
669.00,85.01
668.00,85.37
667.00,85.64
666.00,85.81
665.00,85.97
664.00,86.15
663.00,86.34
662.00,86.53
661.00,86.73
660.00,86.92
659.00,87.11
658.00,87.29
657.00,87.47
656.00,87.64
655.00,87.81
654.00,87.98
653.00,88.13
652.00,88.24
651.00,88.32
650.00,88.38
