Created as New Dataset,PP 12kDa Sigma
cm-1,%T
941.00,97.87
940.00,97.89
939.00,97.95
938.00,98.03
937.00,98.13
936.00,98.21
935.00,98.28
934.00,98.34
933.00,98.39
932.00,98.43
931.00,98.45
930.00,98.47
929.00,98.48
928.00,98.49
927.00,98.49
926.00,98.49
925.00,98.50
924.00,98.50
923.00,98.49
922.00,98.48
921.00,98.47
920.00,98.46
919.00,98.45
918.00,98.45
917.00,98.44
916.00,98.42
915.00,98.40
914.00,98.38
913.00,98.36
912.00,98.33
911.00,98.30
910.00,98.25
909.00,98.19
908.00,98.09
907.00,97.94
906.00,97.74
905.00,97.47
904.00,97.14
903.00,96.76
902.00,96.38
901.00,96.06
900.00,95.86
899.00,95.82
898.00,95.94
897.00,96.18
896.00,96.46
895.00,96.70
894.00,96.85
893.00,96.87
892.00,96.78
891.00,96.61
890.00,96.40
889.00,96.21
888.00,96.10
887.00,96.12
886.00,96.27
885.00,96.51
884.00,96.79
883.00,97.07
882.00,97.31
881.00,97.51
880.00,97.67
879.00,97.78
878.00,97.86
877.00,97.91
876.00,97.95
875.00,97.98
874.00,98.00
873.00,98.03
872.00,98.04
871.00,98.03
870.00,98.02
869.00,98.01
868.00,98.01
867.00,98.00
866.00,97.98
865.00,97.97
864.00,97.96
863.00,97.95
862.00,97.93
861.00,97.91
860.00,97.88
859.00,97.84
858.00,97.80
857.00,97.77
856.00,97.73
855.00,97.69
854.00,97.62
853.00,97.55
852.00,97.47
851.00,97.36
850.00,97.22
849.00,97.02
848.00,96.73
847.00,96.31
846.00,95.69
845.00,94.82
844.00,93.76
843.00,92.72
842.00,92.08
841.00,92.11
840.00,92.80
839.00,93.87
838.00,94.94
837.00,95.76
836.00,96.31
835.00,96.64
834.00,96.86
833.00,97.01
832.00,97.15
831.00,97.26
830.00,97.34
829.00,97.39
828.00,97.43
827.00,97.46
826.00,97.50
825.00,97.53
824.00,97.57
823.00,97.58
822.00,97.56
821.00,97.52
820.00,97.48
819.00,97.41
818.00,97.32
817.00,97.18
816.00,96.98
815.00,96.73
814.00,96.42
813.00,96.08
812.00,95.74
811.00,95.46
810.00,95.29
809.00,95.26
808.00,95.38
807.00,95.63
806.00,95.96
805.00,96.31
804.00,96.62
803.00,96.89
802.00,97.09
801.00,97.25
800.00,97.39
799.00,97.50
798.00,97.61
797.00,97.70
796.00,97.78
795.00,97.86
794.00,97.93
793.00,97.99
792.00,98.05
791.00,98.12
790.00,98.18
789.00,98.24
788.00,98.29
787.00,98.34
786.00,98.39
785.00,98.43
784.00,98.48
783.00,98.52
782.00,98.56
781.00,98.58
780.00,98.59
779.00,98.60
778.00,98.62
777.00,98.64
776.00,98.66
775.00,98.68
774.00,98.68
773.00,98.68
772.00,98.66
771.00,98.65
770.00,98.64
769.00,98.64
768.00,98.65
767.00,98.65
766.00,98.65
765.00,98.65
764.00,98.67
763.00,98.70
762.00,98.72
761.00,98.73
760.00,98.74
759.00,98.73
758.00,98.73
757.00,98.72
756.00,98.72
755.00,98.72
754.00,98.73
753.00,98.74
752.00,98.75
751.00,98.76
750.00,98.76
749.00,98.75
748.00,98.74
747.00,98.73
746.00,98.71
745.00,98.70
744.00,98.70
743.00,98.70
742.00,98.70
741.00,98.68
740.00,98.67
739.00,98.66
738.00,98.66
737.00,98.66
736.00,98.67
735.00,98.68
734.00,98.70
733.00,98.72
732.00,98.73
731.00,98.75
730.00,98.75
729.00,98.76
728.00,98.76
727.00,98.76
726.00,98.76
725.00,98.77
724.00,98.77
723.00,98.78
722.00,98.78
721.00,98.78
720.00,98.79
719.00,98.79
718.00,98.79
717.00,98.79
716.00,98.79
715.00,98.79
714.00,98.79
713.00,98.79
712.00,98.79
711.00,98.79
710.00,98.78
709.00,98.75
708.00,98.72
707.00,98.70
706.00,98.71
705.00,98.72
704.00,98.74
703.00,98.76
702.00,98.78
701.00,98.78
700.00,98.79
699.00,98.78
698.00,98.78
697.00,98.78
696.00,98.79
695.00,98.81
694.00,98.83
693.00,98.84
692.00,98.85
691.00,98.85
690.00,98.84
689.00,98.83
688.00,98.83
687.00,98.84
686.00,98.86
685.00,98.87
684.00,98.88
683.00,98.87
682.00,98.86
681.00,98.87
680.00,98.88
679.00,98.87
678.00,98.85
677.00,98.85
676.00,98.86
675.00,98.88
674.00,98.88
673.00,98.86
672.00,98.85
671.00,98.87
670.00,98.90
669.00,98.95
668.00,98.96
667.00,98.87
666.00,98.79
665.00,98.79
664.00,98.83
663.00,98.85
662.00,98.87
661.00,98.87
660.00,98.89
659.00,98.86
658.00,98.82
657.00,98.84
656.00,98.85
655.00,98.86
654.00,98.86
653.00,98.86
652.00,98.86
651.00,98.84
650.00,98.80
