Created as New Dataset,EVOH (32 mol% ethylene) Sigma
cm-1,%T
899.00,91.88
898.00,91.86
897.00,91.85
896.00,91.83
895.00,91.81
894.00,91.80
893.00,91.78
892.00,91.77
891.00,91.76
890.00,91.76
889.00,91.77
888.00,91.79
887.00,91.83
886.00,91.87
885.00,91.91
884.00,91.94
883.00,91.97
882.00,92.01
881.00,92.05
880.00,92.09
879.00,92.12
878.00,92.16
877.00,92.19
876.00,92.23
875.00,92.27
874.00,92.31
873.00,92.32
872.00,92.32
871.00,92.30
870.00,92.26
869.00,92.17
868.00,92.05
867.00,91.87
866.00,91.66
865.00,91.40
864.00,91.12
863.00,90.81
862.00,90.49
861.00,90.16
860.00,89.82
859.00,89.48
858.00,89.14
857.00,88.80
856.00,88.46
855.00,88.13
854.00,87.82
853.00,87.54
852.00,87.28
851.00,87.04
850.00,86.85
849.00,86.68
848.00,86.54
847.00,86.44
846.00,86.38
845.00,86.35
844.00,86.33
843.00,86.33
842.00,86.34
841.00,86.35
840.00,86.35
839.00,86.34
838.00,86.32
837.00,86.29
836.00,86.25
835.00,86.20
834.00,86.17
833.00,86.14
832.00,86.11
831.00,86.08
830.00,86.05
829.00,86.04
828.00,86.03
827.00,86.05
826.00,86.09
825.00,86.16
824.00,86.25
823.00,86.39
822.00,86.55
821.00,86.75
820.00,86.96
819.00,87.19
818.00,87.43
817.00,87.66
816.00,87.89
815.00,88.12
814.00,88.36
813.00,88.62
812.00,88.87
811.00,89.12
810.00,89.37
809.00,89.60
808.00,89.81
807.00,90.02
806.00,90.22
805.00,90.38
804.00,90.53
803.00,90.65
802.00,90.77
801.00,90.87
800.00,90.95
799.00,91.02
798.00,91.08
797.00,91.13
796.00,91.17
795.00,91.21
794.00,91.24
793.00,91.25
792.00,91.25
791.00,91.25
790.00,91.25
789.00,91.24
788.00,91.23
787.00,91.22
786.00,91.20
785.00,91.17
784.00,91.13
783.00,91.07
782.00,91.02
781.00,90.97
780.00,90.93
779.00,90.90
778.00,90.87
777.00,90.84
776.00,90.80
775.00,90.75
774.00,90.72
773.00,90.70
772.00,90.68
771.00,90.64
770.00,90.60
769.00,90.56
768.00,90.51
767.00,90.46
766.00,90.40
765.00,90.35
764.00,90.29
763.00,90.23
762.00,90.19
761.00,90.14
760.00,90.08
759.00,90.02
758.00,89.95
757.00,89.88
756.00,89.80
755.00,89.73
754.00,89.66
753.00,89.59
752.00,89.50
751.00,89.41
750.00,89.33
749.00,89.25
748.00,89.16
747.00,89.08
746.00,88.99
745.00,88.89
744.00,88.79
743.00,88.69
742.00,88.61
741.00,88.53
740.00,88.46
739.00,88.40
738.00,88.35
737.00,88.29
736.00,88.23
735.00,88.15
734.00,88.08
733.00,88.01
732.00,87.91
731.00,87.79
730.00,87.68
729.00,87.58
728.00,87.50
727.00,87.45
726.00,87.41
725.00,87.36
724.00,87.32
723.00,87.27
722.00,87.22
721.00,87.16
720.00,87.13
719.00,87.14
718.00,87.20
717.00,87.26
716.00,87.29
715.00,87.29
714.00,87.28
713.00,87.27
712.00,87.26
711.00,87.23
710.00,87.20
709.00,87.13
708.00,87.05
707.00,86.97
706.00,86.90
705.00,86.85
704.00,86.80
703.00,86.76
702.00,86.74
701.00,86.73
700.00,86.73
699.00,86.73
698.00,86.72
697.00,86.68
696.00,86.63
695.00,86.59
694.00,86.57
693.00,86.56
692.00,86.52
691.00,86.48
690.00,86.45
689.00,86.42
688.00,86.39
687.00,86.37
686.00,86.34
685.00,86.29
684.00,86.23
683.00,86.19
682.00,86.17
681.00,86.14
680.00,86.12
679.00,86.09
678.00,86.05
677.00,85.99
676.00,85.93
675.00,85.89
674.00,85.89
673.00,85.89
672.00,85.89
671.00,85.91
670.00,85.94
669.00,85.90
668.00,85.74
667.00,85.58
666.00,85.49
665.00,85.43
664.00,85.37
663.00,85.32
662.00,85.30
661.00,85.30
660.00,85.28
659.00,85.25
658.00,85.20
657.00,85.15
656.00,85.10
655.00,85.07
654.00,85.06
653.00,85.02
652.00,84.94
651.00,84.86
650.00,84.81
