Created as New Dataset,PP film GF
cm-1,%T
2461.00,99.66
2460.00,99.66
2459.00,99.65
2458.00,99.65
2457.00,99.65
2456.00,99.64
2455.00,99.64
2454.00,99.64
2453.00,99.63
2452.00,99.63
2451.00,99.62
2450.00,99.62
2449.00,99.63
2448.00,99.63
2447.00,99.63
2446.00,99.63
2445.00,99.63
2444.00,99.63
2443.00,99.63
2442.00,99.63
2441.00,99.64
2440.00,99.64
2439.00,99.64
2438.00,99.64
2437.00,99.63
2436.00,99.63
2435.00,99.63
2434.00,99.62
2433.00,99.61
2432.00,99.61
2431.00,99.60
2430.00,99.60
2429.00,99.60
2428.00,99.60
2427.00,99.60
2426.00,99.60
2425.00,99.61
2424.00,99.61
2423.00,99.62
2422.00,99.63
2421.00,99.63
2420.00,99.64
2419.00,99.65
2418.00,99.65
2417.00,99.65
2416.00,99.65
2415.00,99.65
2414.00,99.65
2413.00,99.65
2412.00,99.65
2411.00,99.65
2410.00,99.65
2409.00,99.65
2408.00,99.66
2407.00,99.66
2406.00,99.67
2405.00,99.67
2404.00,99.67
2403.00,99.67
2402.00,99.67
2401.00,99.67
2400.00,99.68
2399.00,99.68
2398.00,99.68
2397.00,99.68
2396.00,99.69
2395.00,99.69
2394.00,99.70
2393.00,99.70
2392.00,99.70
2391.00,99.70
2390.00,99.70
2389.00,99.70
2388.00,99.71
2387.00,99.71
2386.00,99.72
2385.00,99.73
2384.00,99.74
2383.00,99.75
2382.00,99.77
2381.00,99.79
2380.00,99.80
2379.00,99.82
2378.00,99.83
2377.00,99.84
2376.00,99.84
2375.00,99.83
2374.00,99.82
2373.00,99.81
2372.00,99.81
2371.00,99.81
2370.00,99.82
2369.00,99.83
2368.00,99.84
2367.00,99.84
2366.00,99.85
2365.00,99.85
2364.00,99.84
2363.00,99.83
2362.00,99.82
2361.00,99.82
2360.00,99.82
2359.00,99.83
2358.00,99.84
2357.00,99.83
2356.00,99.82
2355.00,99.82
2354.00,99.82
2353.00,99.82
2352.00,99.83
2351.00,99.83
2350.00,99.82
2349.00,99.82
2348.00,99.83
2347.00,99.84
2346.00,99.83
2345.00,99.82
2344.00,99.81
2343.00,99.81
2342.00,99.81
2341.00,99.81
2340.00,99.80
2339.00,99.79
2338.00,99.77
2337.00,99.76
2336.00,99.76
2335.00,99.76
2334.00,99.76
2333.00,99.76
2332.00,99.77
2331.00,99.77
2330.00,99.77
2329.00,99.77
2328.00,99.75
2327.00,99.71
2326.00,99.65
2325.00,99.59
2324.00,99.56
2323.00,99.56
2322.00,99.58
2321.00,99.60
2320.00,99.62
2319.00,99.63
2318.00,99.64
2317.00,99.65
2316.00,99.66
2315.00,99.68
2314.00,99.70
2313.00,99.72
2312.00,99.73
2311.00,99.73
2310.00,99.73
2309.00,99.73
2308.00,99.72
2307.00,99.70
2306.00,99.69
2305.00,99.67
2304.00,99.66
2303.00,99.65
2302.00,99.65
2301.00,99.64
2300.00,99.64
2299.00,99.63
2298.00,99.62
2297.00,99.62
2296.00,99.61
2295.00,99.60
2294.00,99.59
2293.00,99.58
2292.00,99.56
2291.00,99.55
2290.00,99.53
2289.00,99.51
2288.00,99.49
2287.00,99.48
2286.00,99.47
2285.00,99.47
2284.00,99.48
2283.00,99.50
2282.00,99.51
2281.00,99.52
2280.00,99.52
2279.00,99.52
2278.00,99.52
2277.00,99.52
2276.00,99.52
2275.00,99.53
2274.00,99.54
2273.00,99.54
2272.00,99.54
2271.00,99.53
2270.00,99.53
2269.00,99.52
2268.00,99.52
2267.00,99.53
2266.00,99.54
2265.00,99.55
2264.00,99.55
2263.00,99.55
2262.00,99.53
2261.00,99.52
2260.00,99.51
2259.00,99.50
2258.00,99.49
2257.00,99.48
2256.00,99.49
2255.00,99.51
2254.00,99.53
2253.00,99.54
2252.00,99.54
2251.00,99.54
2250.00,99.55
2249.00,99.55
2248.00,99.56
2247.00,99.56
2246.00,99.56
2245.00,99.56
2244.00,99.56
2243.00,99.56
2242.00,99.56
2241.00,99.56
2240.00,99.55
2239.00,99.55
2238.00,99.54
2237.00,99.54
2236.00,99.53
2235.00,99.53
2234.00,99.53
2233.00,99.53
2232.00,99.54
2231.00,99.54
2230.00,99.53
2229.00,99.53
2228.00,99.53
2227.00,99.52
2226.00,99.52
2225.00,99.52
2224.00,99.52
2223.00,99.53
2222.00,99.53
2221.00,99.53
2220.00,99.54
2219.00,99.54
2218.00,99.54
2217.00,99.54
2216.00,99.54
2215.00,99.54
2214.00,99.55
2213.00,99.55
2212.00,99.55
2211.00,99.54
2210.00,99.54
2209.00,99.53
2208.00,99.53
2207.00,99.53
2206.00,99.53
2205.00,99.51
2204.00,99.50
2203.00,99.49
2202.00,99.50
2201.00,99.50
2200.00,99.49
2199.00,99.48
2198.00,99.47
2197.00,99.47
2196.00,99.47
2195.00,99.46
2194.00,99.45
2193.00,99.44
2192.00,99.43
2191.00,99.43
2190.00,99.42
2189.00,99.42
2188.00,99.42
2187.00,99.42
2186.00,99.42
2185.00,99.41
2184.00,99.42
2183.00,99.44
2182.00,99.47
2181.00,99.50
2180.00,99.51
2179.00,99.50
2178.00,99.49
2177.00,99.48
2176.00,99.48
2175.00,99.50
2174.00,99.50
2173.00,99.49
2172.00,99.46
2171.00,99.43
2170.00,99.39
2169.00,99.35
2168.00,99.32
2167.00,99.30
2166.00,99.28
2165.00,99.26
2164.00,99.22
2163.00,99.18
2162.00,99.15
2161.00,99.19
2160.00,99.32
2159.00,99.53
2158.00,99.74
2157.00,99.87
2156.00,99.92
2155.00,99.92
2154.00,99.90
2153.00,99.87
2152.00,99.85
2151.00,99.83
2150.00,99.81
2149.00,99.80
2148.00,99.79
2147.00,99.80
2146.00,99.80
2145.00,99.81
2144.00,99.82
2143.00,99.82
2142.00,99.81
2141.00,99.81
2140.00,99.80
2139.00,99.80
2138.00,99.80
2137.00,99.80
2136.00,99.82
2135.00,99.85
2134.00,99.88
2133.00,99.90
2132.00,99.90
2131.00,99.89
2130.00,99.86
2129.00,99.84
2128.00,99.83
2127.00,99.81
2126.00,99.80
2125.00,99.79
2124.00,99.78
2123.00,99.77
2122.00,99.76
2121.00,99.75
2120.00,99.74
2119.00,99.73
2118.00,99.72
2117.00,99.71
2116.00,99.69
2115.00,99.68
2114.00,99.67
2113.00,99.66
2112.00,99.65
2111.00,99.64
2110.00,99.64
2109.00,99.64
2108.00,99.64
2107.00,99.65
2106.00,99.65
2105.00,99.66
2104.00,99.65
2103.00,99.65
2102.00,99.64
2101.00,99.63
2100.00,99.64
2099.00,99.65
2098.00,99.66
2097.00,99.67
2096.00,99.70
2095.00,99.72
2094.00,99.73
2093.00,99.73
2092.00,99.72
2091.00,99.70
2090.00,99.69
2089.00,99.67
2088.00,99.66
2087.00,99.66
2086.00,99.66
2085.00,99.66
2084.00,99.66
2083.00,99.66
2082.00,99.65
2081.00,99.63
2080.00,99.62
2079.00,99.61
2078.00,99.61
2077.00,99.60
2076.00,99.61
2075.00,99.61
2074.00,99.62
2073.00,99.62
2072.00,99.62
2071.00,99.62
2070.00,99.62
2069.00,99.62
2068.00,99.62
2067.00,99.62
2066.00,99.62
2065.00,99.62
2064.00,99.62
2063.00,99.63
2062.00,99.63
2061.00,99.62
2060.00,99.61
2059.00,99.60
2058.00,99.58
2057.00,99.58
2056.00,99.58
2055.00,99.60
2054.00,99.60
2053.00,99.57
2052.00,99.51
2051.00,99.44
2050.00,99.41
2049.00,99.43
2048.00,99.47
2047.00,99.50
2046.00,99.51
2045.00,99.51
2044.00,99.50
2043.00,99.49
2042.00,99.49
2041.00,99.49
2040.00,99.48
2039.00,99.47
2038.00,99.46
2037.00,99.45
2036.00,99.45
2035.00,99.47
2034.00,99.48
2033.00,99.50
2032.00,99.51
2031.00,99.53
2030.00,99.55
2029.00,99.56
2028.00,99.57
2027.00,99.58
2026.00,99.59
2025.00,99.60
2024.00,99.61
2023.00,99.62
2022.00,99.62
2021.00,99.62
2020.00,99.63
2019.00,99.63
2018.00,99.62
2017.00,99.61
2016.00,99.59
2015.00,99.58
2014.00,99.58
2013.00,99.57
2012.00,99.57
2011.00,99.58
2010.00,99.59
2009.00,99.60
2008.00,99.62
2007.00,99.66
2006.00,99.71
2005.00,99.73
2004.00,99.74
2003.00,99.73
2002.00,99.71
2001.00,99.69
2000.00,99.67
1999.00,99.66
1998.00,99.65
1997.00,99.65
1996.00,99.64
1995.00,99.62
1994.00,99.61
1993.00,99.60
1992.00,99.59
1991.00,99.59
1990.00,99.58
1989.00,99.56
1988.00,99.53
1987.00,99.50
1986.00,99.48
1985.00,99.46
1984.00,99.44
1983.00,99.42
1982.00,99.38
1981.00,99.34
1980.00,99.32
1979.00,99.34
1978.00,99.42
1977.00,99.51
1976.00,99.60
1975.00,99.66
1974.00,99.68
1973.00,99.69
1972.00,99.69
1971.00,99.69
1970.00,99.70
1969.00,99.69
1968.00,99.69
1967.00,99.69
1966.00,99.69
1965.00,99.70
1964.00,99.71
1963.00,99.73
1962.00,99.75
1961.00,99.78
1960.00,99.80
1959.00,99.83
1958.00,99.84
1957.00,99.83
1956.00,99.82
1955.00,99.79
1954.00,99.78
1953.00,99.77
1952.00,99.77
1951.00,99.77
1950.00,99.77
1949.00,99.78
1948.00,99.79
1947.00,99.80
1946.00,99.80
1945.00,99.79
1944.00,99.78
1943.00,99.78
1942.00,99.77
1941.00,99.76
1940.00,99.76
1939.00,99.75
1938.00,99.76
1937.00,99.77
1936.00,99.78
1935.00,99.78
1934.00,99.78
1933.00,99.77
1932.00,99.76
1931.00,99.76
1930.00,99.76
1929.00,99.76
1928.00,99.76
1927.00,99.76
1926.00,99.76
1925.00,99.76
1924.00,99.76
1923.00,99.75
1922.00,99.75
1921.00,99.75
1920.00,99.74
1919.00,99.75
1918.00,99.75
1917.00,99.75
1916.00,99.76
1915.00,99.75
1914.00,99.75
1913.00,99.74
1912.00,99.73
1911.00,99.73
1910.00,99.74
1909.00,99.75
1908.00,99.75
1907.00,99.75
1906.00,99.74
1905.00,99.73
1904.00,99.73
1903.00,99.73
1902.00,99.73
1901.00,99.73
1900.00,99.73
1899.00,99.73
1898.00,99.72
1897.00,99.72
1896.00,99.72
1895.00,99.72
1894.00,99.72
1893.00,99.72
1892.00,99.72
1891.00,99.72
1890.00,99.72
1889.00,99.72
1888.00,99.72
1887.00,99.73
1886.00,99.73
1885.00,99.74
1884.00,99.75
1883.00,99.75
1882.00,99.75
1881.00,99.76
1880.00,99.76
1879.00,99.77
1878.00,99.77
1877.00,99.77
1876.00,99.77
1875.00,99.76
1874.00,99.76
1873.00,99.76
1872.00,99.76
1871.00,99.76
1870.00,99.75
1869.00,99.75
1868.00,99.75
1867.00,99.75
1866.00,99.75
1865.00,99.75
1864.00,99.75
1863.00,99.75
1862.00,99.75
1861.00,99.75
1860.00,99.75
1859.00,99.75
1858.00,99.75
1857.00,99.75
1856.00,99.75
1855.00,99.75
1854.00,99.75
1853.00,99.76
1852.00,99.76
1851.00,99.75
1850.00,99.75
1849.00,99.75
1848.00,99.74
1847.00,99.74
1846.00,99.74
1845.00,99.74
1844.00,99.74
1843.00,99.74
1842.00,99.74
1841.00,99.74
1840.00,99.74
1839.00,99.73
1838.00,99.73
1837.00,99.72
1836.00,99.72
1835.00,99.72
1834.00,99.72
1833.00,99.71
1832.00,99.71
1831.00,99.71
1830.00,99.71
1829.00,99.72
1828.00,99.72
1827.00,99.73
1826.00,99.73
1825.00,99.73
1824.00,99.73
1823.00,99.73
1822.00,99.73
1821.00,99.74
1820.00,99.75
1819.00,99.77
1818.00,99.79
1817.00,99.80
1816.00,99.81
1815.00,99.80
1814.00,99.79
1813.00,99.78
1812.00,99.77
1811.00,99.76
1810.00,99.76
1809.00,99.75
1808.00,99.75
1807.00,99.75
1806.00,99.74
1805.00,99.74
1804.00,99.74
1803.00,99.74
1802.00,99.74
1801.00,99.74
1800.00,99.73
1799.00,99.72
1798.00,99.72
1797.00,99.72
1796.00,99.72
1795.00,99.72
1794.00,99.72
1793.00,99.71
1792.00,99.71
1791.00,99.71
1790.00,99.71
1789.00,99.71
1788.00,99.70
1787.00,99.70
1786.00,99.71
1785.00,99.71
1784.00,99.70
1783.00,99.70
1782.00,99.70
1781.00,99.70
1780.00,99.70
1779.00,99.70
1778.00,99.71
1777.00,99.71
1776.00,99.71
1775.00,99.71
1774.00,99.71
1773.00,99.70
1772.00,99.69
1771.00,99.69
1770.00,99.68
1769.00,99.68
1768.00,99.68
1767.00,99.68
1766.00,99.68
1765.00,99.67
1764.00,99.66
1763.00,99.66
1762.00,99.65
1761.00,99.65
1760.00,99.65
1759.00,99.65
1758.00,99.64
1757.00,99.64
1756.00,99.63
1755.00,99.62
1754.00,99.61
1753.00,99.60
1752.00,99.60
1751.00,99.59
1750.00,99.59
1749.00,99.59
1748.00,99.59
1747.00,99.58
1746.00,99.58
1745.00,99.57
1744.00,99.57
1743.00,99.57
1742.00,99.57
1741.00,99.57
1740.00,99.56
1739.00,99.56
1738.00,99.56
1737.00,99.56
1736.00,99.56
1735.00,99.57
1734.00,99.57
1733.00,99.57
1732.00,99.57
1731.00,99.57
1730.00,99.57
1729.00,99.57
1728.00,99.57
1727.00,99.57
1726.00,99.57
1725.00,99.56
1724.00,99.55
1723.00,99.55
1722.00,99.55
1721.00,99.55
1720.00,99.54
1719.00,99.54
1718.00,99.53
1717.00,99.52
1716.00,99.52
1715.00,99.52
1714.00,99.51
1713.00,99.51
1712.00,99.50
1711.00,99.50
1710.00,99.49
1709.00,99.48
1708.00,99.48
1707.00,99.47
1706.00,99.47
1705.00,99.47
1704.00,99.47
1703.00,99.47
1702.00,99.47
1701.00,99.46
1700.00,99.45
1699.00,99.45
1698.00,99.45
1697.00,99.44
1696.00,99.44
1695.00,99.44
1694.00,99.44
1693.00,99.44
1692.00,99.43
1691.00,99.43
1690.00,99.43
1689.00,99.42
1688.00,99.42
1687.00,99.42
1686.00,99.42
1685.00,99.42
1684.00,99.41
1683.00,99.41
1682.00,99.40
1681.00,99.40
1680.00,99.40
1679.00,99.39
1678.00,99.39
1677.00,99.38
1676.00,99.38
1675.00,99.37
1674.00,99.37
1673.00,99.37
1672.00,99.37
1671.00,99.37
1670.00,99.37
1669.00,99.36
1668.00,99.35
1667.00,99.34
1666.00,99.34
1665.00,99.33
1664.00,99.32
1663.00,99.31
1662.00,99.31
1661.00,99.30
1660.00,99.29
1659.00,99.29
1658.00,99.28
1657.00,99.27
1656.00,99.26
1655.00,99.25
1654.00,99.22
1653.00,99.18
1652.00,99.14
1651.00,99.12
1650.00,99.09
1649.00,99.06
1648.00,99.03
1647.00,99.00
1646.00,98.99
1645.00,99.01
1644.00,99.03
1643.00,99.07
1642.00,99.10
1641.00,99.13
1640.00,99.15
1639.00,99.17
1638.00,99.19
1637.00,99.19
1636.00,99.20
1635.00,99.20
1634.00,99.20
1633.00,99.21
1632.00,99.21
1631.00,99.22
1630.00,99.22
1629.00,99.23
1628.00,99.24
1627.00,99.25
1626.00,99.27
1625.00,99.29
1624.00,99.31
1623.00,99.32
1622.00,99.34
1621.00,99.34
1620.00,99.34
1619.00,99.35
1618.00,99.35
1617.00,99.35
1616.00,99.36
1615.00,99.37
1614.00,99.37
1613.00,99.38
1612.00,99.38
1611.00,99.38
1610.00,99.39
1609.00,99.39
1608.00,99.39
1607.00,99.39
1606.00,99.39
1605.00,99.39
1604.00,99.39
1603.00,99.40
1602.00,99.40
1601.00,99.40
1600.00,99.40
1599.00,99.41
1598.00,99.41
1597.00,99.41
1596.00,99.41
1595.00,99.41
1594.00,99.41
1593.00,99.41
1592.00,99.41
1591.00,99.42
1590.00,99.42
1589.00,99.42
1588.00,99.41
1587.00,99.41
1586.00,99.41
1585.00,99.40
1584.00,99.40
1583.00,99.39
1582.00,99.39
1581.00,99.39
1580.00,99.38
1579.00,99.38
1578.00,99.38
1577.00,99.38
1576.00,99.37
1575.00,99.37
1574.00,99.37
1573.00,99.37
1572.00,99.36
1571.00,99.36
1570.00,99.37
1569.00,99.37
1568.00,99.37
1567.00,99.37
1566.00,99.37
1565.00,99.37
1564.00,99.36
1563.00,99.36
1562.00,99.36
1561.00,99.35
1560.00,99.35
1559.00,99.36
1558.00,99.36
1557.00,99.35
1556.00,99.34
1555.00,99.34
1554.00,99.34
1553.00,99.33
1552.00,99.33
1551.00,99.33
1550.00,99.32
1549.00,99.32
1548.00,99.31
1547.00,99.31
1546.00,99.31
1545.00,99.30
1544.00,99.29
1543.00,99.29
1542.00,99.29
1541.00,99.29
1540.00,99.29
1539.00,99.31
1538.00,99.33
1537.00,99.33
1536.00,99.33
1535.00,99.34
1534.00,99.35
1533.00,99.35
1532.00,99.35
1531.00,99.36
1530.00,99.36
1529.00,99.35
1528.00,99.35
1527.00,99.35
1526.00,99.35
1525.00,99.34
1524.00,99.33
1523.00,99.32
1522.00,99.32
1521.00,99.32
1520.00,99.31
1519.00,99.30
1518.00,99.30
1517.00,99.28
1516.00,99.26
1515.00,99.25
1514.00,99.24
1513.00,99.22
1512.00,99.20
1511.00,99.20
1510.00,99.19
1509.00,99.18
1508.00,99.16
1507.00,99.14
1506.00,99.13
1505.00,99.11
1504.00,99.08
1503.00,99.07
1502.00,99.06
1501.00,99.03
1500.00,98.99
1499.00,98.97
1498.00,98.95
1497.00,98.91
1496.00,98.86
1495.00,98.83
1494.00,98.81
1493.00,98.77
1492.00,98.72
1491.00,98.67
1490.00,98.62
1489.00,98.54
1488.00,98.45
1487.00,98.37
1486.00,98.29
1485.00,98.19
1484.00,98.07
1483.00,97.96
1482.00,97.81
1481.00,97.62
1480.00,97.42
1479.00,97.22
1478.00,96.97
1477.00,96.63
1476.00,96.22
1475.00,95.76
1474.00,95.12
1473.00,94.17
1472.00,93.04
1471.00,91.96
1470.00,90.92
1469.00,89.82
1468.00,88.64
1467.00,87.32
1466.00,85.78
1465.00,84.14
1464.00,82.72
1463.00,81.75
1462.00,81.10
1461.00,80.62
1460.00,80.25
1459.00,79.98
1458.00,79.74
1457.00,79.59
1456.00,79.57
1455.00,79.64
1454.00,79.71
1453.00,79.78
1452.00,79.93
1451.00,80.23
1450.00,80.80
1449.00,81.81
1448.00,83.31
1447.00,85.06
1446.00,86.76
1445.00,88.28
1444.00,89.60
1443.00,90.67
1442.00,91.46
1441.00,91.97
1440.00,92.23
1439.00,92.26
1438.00,92.06
1437.00,91.77
1436.00,91.70
1435.00,92.04
1434.00,92.71
1433.00,93.59
1432.00,94.51
1431.00,95.31
1430.00,95.90
1429.00,96.31
1428.00,96.57
1427.00,96.73
1426.00,96.84
1425.00,96.96
1424.00,97.09
1423.00,97.19
1422.00,97.25
1421.00,97.33
1420.00,97.42
1419.00,97.51
1418.00,97.58
1417.00,97.66
1416.00,97.73
1415.00,97.77
1414.00,97.80
1413.00,97.85
1412.00,97.91
1411.00,97.95
1410.00,97.98
1409.00,98.02
1408.00,98.06
1407.00,98.08
1406.00,98.09
1405.00,98.10
1404.00,98.13
1403.00,98.12
1402.00,98.10
1401.00,98.09
1400.00,98.08
1399.00,98.04
1398.00,97.99
1397.00,97.95
1396.00,97.92
1395.00,97.84
1394.00,97.73
1393.00,97.64
1392.00,97.54
1391.00,97.39
1390.00,97.19
1389.00,96.94
1388.00,96.55
1387.00,95.97
1386.00,95.18
1385.00,94.16
1384.00,92.78
1383.00,90.89
1382.00,88.43
1381.00,85.28
1380.00,81.32
1379.00,76.61
1378.00,71.78
1377.00,67.80
1376.00,65.67
1375.00,66.15
1374.00,69.17
1373.00,73.62
1372.00,78.24
1371.00,82.43
1370.00,86.04
1369.00,88.89
1368.00,90.89
1367.00,92.12
1366.00,92.75
1365.00,92.97
1364.00,92.85
1363.00,92.44
1362.00,91.86
1361.00,91.24
1360.00,90.78
1359.00,90.61
1358.00,90.83
1357.00,91.43
1356.00,92.28
1355.00,93.25
1354.00,94.17
1353.00,94.94
1352.00,95.56
1351.00,96.04
1350.00,96.44
1349.00,96.75
1348.00,96.99
1347.00,97.19
1346.00,97.36
1345.00,97.49
1344.00,97.59
1343.00,97.67
1342.00,97.73
1341.00,97.77
1340.00,97.79
1339.00,97.79
1338.00,97.78
1337.00,97.75
1336.00,97.70
1335.00,97.62
1334.00,97.52
1333.00,97.39
1332.00,97.25
1331.00,97.15
1330.00,97.09
1329.00,97.11
1328.00,97.17
1327.00,97.27
1326.00,97.40
1325.00,97.54
1324.00,97.68
1323.00,97.82
1322.00,97.93
1321.00,98.02
1320.00,98.09
1319.00,98.14
1318.00,98.19
1317.00,98.24
1316.00,98.27
1315.00,98.30
1314.00,98.31
1313.00,98.32
1312.00,98.30
1311.00,98.27
1310.00,98.20
1309.00,98.07
1308.00,97.88
1307.00,97.65
1306.00,97.44
1305.00,97.31
1304.00,97.29
1303.00,97.37
1302.00,97.49
1301.00,97.58
1300.00,97.61
1299.00,97.59
1298.00,97.55
1297.00,97.52
1296.00,97.52
1295.00,97.58
1294.00,97.68
1293.00,97.80
1292.00,97.93
1291.00,98.06
1290.00,98.16
1289.00,98.26
1288.00,98.33
1287.00,98.39
1286.00,98.43
1285.00,98.46
1284.00,98.49
1283.00,98.51
1282.00,98.53
1281.00,98.54
1280.00,98.55
1279.00,98.56
1278.00,98.57
1277.00,98.57
1276.00,98.57
1275.00,98.57
1274.00,98.56
1273.00,98.55
1272.00,98.54
1271.00,98.52
1270.00,98.49
1269.00,98.46
1268.00,98.43
1267.00,98.39
1266.00,98.35
1265.00,98.30
1264.00,98.24
1263.00,98.17
1262.00,98.09
1261.00,97.99
1260.00,97.86
1259.00,97.70
1258.00,97.53
1257.00,97.38
1256.00,97.31
1255.00,97.34
1254.00,97.46
1253.00,97.63
1252.00,97.80
1251.00,97.95
1250.00,98.06
1249.00,98.14
1248.00,98.21
1247.00,98.26
1246.00,98.31
1245.00,98.35
1244.00,98.39
1243.00,98.42
1242.00,98.45
1241.00,98.46
1240.00,98.47
1239.00,98.48
1238.00,98.49
1237.00,98.50
1236.00,98.50
1235.00,98.51
1234.00,98.51
1233.00,98.51
1232.00,98.51
1231.00,98.50
1230.00,98.50
1229.00,98.49
1228.00,98.49
1227.00,98.48
1226.00,98.46
1225.00,98.43
1224.00,98.38
1223.00,98.32
1222.00,98.26
1221.00,98.20
1220.00,98.16
1219.00,98.16
1218.00,98.19
1217.00,98.25
1216.00,98.32
1215.00,98.40
1214.00,98.47
1213.00,98.52
1212.00,98.56
1211.00,98.58
1210.00,98.60
1209.00,98.62
1208.00,98.64
1207.00,98.65
1206.00,98.66
1205.00,98.67
1204.00,98.67
1203.00,98.67
1202.00,98.67
1201.00,98.68
1200.00,98.68
1199.00,98.68
1198.00,98.67
1197.00,98.67
1196.00,98.67
1195.00,98.67
1194.00,98.68
1193.00,98.68
1192.00,98.69
1191.00,98.69
1190.00,98.70
1189.00,98.71
1188.00,98.71
1187.00,98.71
1186.00,98.70
1185.00,98.69
1184.00,98.68
1183.00,98.65
1182.00,98.61
1181.00,98.56
1180.00,98.50
1179.00,98.41
1178.00,98.29
1177.00,98.12
1176.00,97.89
1175.00,97.57
1174.00,97.16
1173.00,96.64
1172.00,96.01
1171.00,95.31
1170.00,94.64
1169.00,94.12
1168.00,93.84
1167.00,93.84
1166.00,94.08
1165.00,94.46
1164.00,94.89
1163.00,95.29
1162.00,95.65
1161.00,95.93
1160.00,96.16
1159.00,96.34
1158.00,96.47
1157.00,96.56
1156.00,96.61
1155.00,96.64
1154.00,96.66
1153.00,96.70
1152.00,96.78
1151.00,96.92
1150.00,97.10
1149.00,97.31
1148.00,97.52
1147.00,97.72
1146.00,97.90
1145.00,98.06
1144.00,98.19
1143.00,98.31
1142.00,98.42
1141.00,98.51
1140.00,98.60
1139.00,98.67
1138.00,98.72
1137.00,98.77
1136.00,98.80
1135.00,98.83
1134.00,98.84
1133.00,98.86
1132.00,98.87
1131.00,98.87
1130.00,98.87
1129.00,98.87
1128.00,98.87
1127.00,98.86
1126.00,98.85
1125.00,98.83
1124.00,98.82
1123.00,98.81
1122.00,98.80
1121.00,98.79
1120.00,98.78
1119.00,98.76
1118.00,98.74
1117.00,98.71
1116.00,98.68
1115.00,98.64
1114.00,98.61
1113.00,98.57
1112.00,98.52
1111.00,98.46
1110.00,98.38
1109.00,98.27
1108.00,98.13
1107.00,97.97
1106.00,97.78
1105.00,97.60
1104.00,97.45
1103.00,97.39
1102.00,97.41
1101.00,97.51
1100.00,97.65
1099.00,97.81
1098.00,97.96
1097.00,98.08
1096.00,98.18
1095.00,98.26
1094.00,98.33
1093.00,98.38
1092.00,98.42
1091.00,98.45
1090.00,98.48
1089.00,98.50
1088.00,98.52
1087.00,98.54
1086.00,98.55
1085.00,98.56
1084.00,98.57
1083.00,98.58
1082.00,98.59
1081.00,98.60
1080.00,98.62
1079.00,98.63
1078.00,98.66
1077.00,98.68
1076.00,98.70
1075.00,98.72
1074.00,98.73
1073.00,98.74
1072.00,98.74
1071.00,98.73
1070.00,98.73
1069.00,98.73
1068.00,98.73
1067.00,98.74
1066.00,98.74
1065.00,98.75
1064.00,98.74
1063.00,98.73
1062.00,98.72
1061.00,98.71
1060.00,98.71
1059.00,98.71
1058.00,98.71
1057.00,98.70
1056.00,98.69
1055.00,98.68
1054.00,98.67
1053.00,98.66
1052.00,98.64
1051.00,98.61
1050.00,98.56
1049.00,98.51
1048.00,98.45
1047.00,98.38
1046.00,98.31
1045.00,98.28
1044.00,98.29
1043.00,98.34
1042.00,98.40
1041.00,98.47
1040.00,98.52
1039.00,98.55
1038.00,98.56
1037.00,98.57
1036.00,98.58
1035.00,98.61
1034.00,98.63
1033.00,98.66
1032.00,98.69
1031.00,98.70
1030.00,98.72
1029.00,98.73
1028.00,98.73
1027.00,98.73
1026.00,98.73
1025.00,98.71
1024.00,98.70
1023.00,98.69
1022.00,98.68
1021.00,98.67
1020.00,98.65
1019.00,98.62
1018.00,98.61
1017.00,98.59
1016.00,98.56
1015.00,98.53
1014.00,98.49
1013.00,98.44
1012.00,98.39
1011.00,98.32
1010.00,98.24
1009.00,98.15
1008.00,98.02
1007.00,97.86
1006.00,97.65
1005.00,97.38
1004.00,97.00
1003.00,96.46
1002.00,95.74
1001.00,94.86
1000.00,93.96
999.00,93.27
998.00,92.99
997.00,93.22
996.00,93.88
995.00,94.74
994.00,95.60
993.00,96.32
992.00,96.85
991.00,97.24
990.00,97.50
989.00,97.68
988.00,97.80
987.00,97.85
986.00,97.86
985.00,97.81
984.00,97.72
983.00,97.56
982.00,97.33
981.00,97.00
980.00,96.55
979.00,95.98
978.00,95.26
977.00,94.43
976.00,93.52
975.00,92.64
974.00,91.96
973.00,91.66
972.00,91.89
971.00,92.61
970.00,93.63
969.00,94.67
968.00,95.55
967.00,96.22
966.00,96.69
965.00,97.02
964.00,97.26
963.00,97.43
962.00,97.57
961.00,97.69
960.00,97.79
959.00,97.88
958.00,97.96
957.00,98.03
956.00,98.10
955.00,98.15
954.00,98.19
953.00,98.23
952.00,98.27
951.00,98.29
950.00,98.32
949.00,98.33
948.00,98.32
947.00,98.30
946.00,98.26
945.00,98.19
944.00,98.09
943.00,97.95
942.00,97.82
941.00,97.73
940.00,97.74
939.00,97.84
938.00,98.02
937.00,98.21
936.00,98.38
935.00,98.51
934.00,98.58
933.00,98.63
932.00,98.66
931.00,98.68
930.00,98.70
929.00,98.71
928.00,98.71
927.00,98.72
926.00,98.74
925.00,98.76
924.00,98.77
923.00,98.77
922.00,98.77
921.00,98.77
920.00,98.76
919.00,98.75
918.00,98.74
917.00,98.73
916.00,98.72
915.00,98.71
914.00,98.69
913.00,98.67
912.00,98.64
911.00,98.61
910.00,98.56
909.00,98.50
908.00,98.40
907.00,98.25
906.00,98.02
905.00,97.70
904.00,97.26
903.00,96.72
902.00,96.15
901.00,95.66
900.00,95.38
899.00,95.39
898.00,95.70
