Created as New Dataset,PE pellet 124kDa Alfa Aesar
cm-1,%T
908.00,97.68
907.00,97.81
906.00,98.02
905.00,98.26
904.00,98.47
903.00,98.63
902.00,98.75
901.00,98.84
900.00,98.91
899.00,98.96
898.00,99.00
897.00,99.02
896.00,99.04
895.00,99.06
894.00,99.06
893.00,99.06
892.00,99.06
891.00,99.04
890.00,99.03
889.00,99.02
888.00,99.03
887.00,99.03
886.00,99.04
885.00,99.04
884.00,99.05
883.00,99.07
882.00,99.09
881.00,99.10
880.00,99.12
879.00,99.12
878.00,99.13
877.00,99.12
876.00,99.13
875.00,99.13
874.00,99.13
873.00,99.15
872.00,99.18
871.00,99.21
870.00,99.23
869.00,99.24
868.00,99.25
867.00,99.26
866.00,99.26
865.00,99.26
864.00,99.25
863.00,99.25
862.00,99.24
861.00,99.24
860.00,99.24
859.00,99.25
858.00,99.25
857.00,99.25
856.00,99.24
855.00,99.23
854.00,99.21
853.00,99.19
852.00,99.18
851.00,99.19
850.00,99.20
849.00,99.21
848.00,99.22
847.00,99.23
846.00,99.22
845.00,99.22
844.00,99.22
843.00,99.21
842.00,99.20
841.00,99.20
840.00,99.21
839.00,99.21
838.00,99.21
837.00,99.21
836.00,99.21
835.00,99.22
834.00,99.21
833.00,99.19
832.00,99.18
831.00,99.17
830.00,99.17
829.00,99.18
828.00,99.20
827.00,99.20
826.00,99.20
825.00,99.18
824.00,99.17
823.00,99.16
822.00,99.15
821.00,99.14
820.00,99.14
819.00,99.14
818.00,99.13
817.00,99.11
816.00,99.11
815.00,99.10
814.00,99.09
813.00,99.08
812.00,99.08
811.00,99.07
810.00,99.07
809.00,99.06
808.00,99.05
807.00,99.05
806.00,99.05
805.00,99.05
804.00,99.05
803.00,99.06
802.00,99.06
801.00,99.06
800.00,99.07
799.00,99.08
798.00,99.07
797.00,99.06
796.00,99.06
795.00,99.07
794.00,99.07
793.00,99.05
792.00,99.04
791.00,99.03
790.00,99.02
789.00,99.03
788.00,99.04
787.00,99.04
786.00,99.02
785.00,98.98
784.00,98.96
783.00,98.95
782.00,98.95
781.00,98.93
780.00,98.91
779.00,98.90
778.00,98.90
777.00,98.88
776.00,98.87
775.00,98.85
774.00,98.83
773.00,98.79
772.00,98.76
771.00,98.73
770.00,98.69
769.00,98.66
768.00,98.65
767.00,98.65
766.00,98.64
765.00,98.63
764.00,98.62
763.00,98.62
762.00,98.62
761.00,98.61
760.00,98.60
759.00,98.57
758.00,98.53
757.00,98.47
756.00,98.43
755.00,98.40
754.00,98.36
753.00,98.30
752.00,98.25
751.00,98.20
750.00,98.16
749.00,98.08
748.00,98.00
747.00,97.91
746.00,97.80
745.00,97.67
744.00,97.54
743.00,97.41
742.00,97.23
741.00,96.98
740.00,96.66
739.00,96.28
738.00,95.76
737.00,94.97
736.00,93.71
735.00,91.54
734.00,87.94
733.00,82.90
732.00,77.49
731.00,73.60
730.00,72.69
729.00,74.68
728.00,78.09
727.00,81.15
726.00,82.84
725.00,82.97
724.00,81.57
723.00,78.43
722.00,73.36
721.00,67.09
720.00,61.66
719.00,59.44
718.00,61.23
717.00,65.94
716.00,71.73
715.00,77.14
714.00,81.56
713.00,84.94
712.00,87.44
711.00,89.27
710.00,90.67
709.00,91.79
708.00,92.70
707.00,93.43
706.00,94.02
705.00,94.55
704.00,95.01
703.00,95.39
702.00,95.72
701.00,96.02
700.00,96.28
699.00,96.49
698.00,96.66
697.00,96.84
696.00,96.99
695.00,97.09
694.00,97.17
693.00,97.27
692.00,97.36
691.00,97.42
690.00,97.47
689.00,97.53
688.00,97.59
687.00,97.62
686.00,97.65
685.00,97.69
684.00,97.74
683.00,97.78
682.00,97.82
681.00,97.88
680.00,97.94
679.00,97.96
678.00,97.96
677.00,97.98
676.00,98.02
675.00,98.02
674.00,98.01
673.00,98.03
672.00,98.06
671.00,98.09
670.00,98.12
669.00,98.20
668.00,98.32
667.00,98.38
666.00,98.36
665.00,98.33
664.00,98.32
663.00,98.30
662.00,98.29
661.00,98.30
660.00,98.33
659.00,98.33
658.00,98.32
657.00,98.32
656.00,98.34
655.00,98.36
654.00,98.38
653.00,98.42
652.00,98.44
651.00,98.41
650.00,98.36
