Created as New Dataset,Nylon (6,6) GF
cm-1,%T
894.00,92.35
893.00,92.44
892.00,92.51
891.00,92.57
890.00,92.61
889.00,92.64
888.00,92.68
887.00,92.71
886.00,92.72
885.00,92.73
884.00,92.74
883.00,92.75
882.00,92.76
881.00,92.78
880.00,92.81
879.00,92.84
878.00,92.86
877.00,92.88
876.00,92.91
875.00,92.93
874.00,92.94
873.00,92.97
872.00,92.99
871.00,93.00
870.00,93.00
869.00,93.00
868.00,93.00
867.00,93.00
866.00,93.00
865.00,93.00
864.00,93.00
863.00,92.98
862.00,92.95
861.00,92.91
860.00,92.87
859.00,92.82
858.00,92.77
857.00,92.74
856.00,92.70
855.00,92.66
854.00,92.61
853.00,92.56
852.00,92.51
851.00,92.46
850.00,92.42
849.00,92.38
848.00,92.35
847.00,92.31
846.00,92.28
845.00,92.25
844.00,92.22
843.00,92.18
842.00,92.13
841.00,92.09
840.00,92.04
839.00,91.99
838.00,91.94
837.00,91.90
836.00,91.85
835.00,91.80
834.00,91.76
833.00,91.72
832.00,91.69
831.00,91.67
830.00,91.64
829.00,91.62
828.00,91.59
827.00,91.55
826.00,91.51
825.00,91.46
824.00,91.40
823.00,91.33
822.00,91.23
821.00,91.14
820.00,91.05
819.00,90.96
818.00,90.88
817.00,90.80
816.00,90.72
815.00,90.63
814.00,90.53
813.00,90.44
812.00,90.35
811.00,90.25
810.00,90.13
809.00,90.01
808.00,89.88
807.00,89.76
806.00,89.64
805.00,89.50
804.00,89.34
803.00,89.16
802.00,88.96
801.00,88.75
800.00,88.54
799.00,88.35
798.00,88.17
797.00,88.03
796.00,87.92
795.00,87.85
794.00,87.81
793.00,87.80
792.00,87.78
791.00,87.75
790.00,87.69
789.00,87.61
788.00,87.50
787.00,87.38
786.00,87.26
785.00,87.14
784.00,87.00
783.00,86.86
782.00,86.71
781.00,86.57
780.00,86.43
779.00,86.28
778.00,86.12
777.00,85.96
776.00,85.79
775.00,85.61
774.00,85.43
773.00,85.24
772.00,85.04
771.00,84.85
770.00,84.66
769.00,84.48
768.00,84.28
767.00,84.08
766.00,83.87
765.00,83.65
764.00,83.43
763.00,83.21
762.00,83.00
761.00,82.79
760.00,82.58
759.00,82.36
758.00,82.16
757.00,81.96
756.00,81.75
755.00,81.54
754.00,81.34
753.00,81.16
752.00,80.98
751.00,80.80
750.00,80.63
749.00,80.45
748.00,80.25
747.00,80.06
746.00,79.86
745.00,79.64
744.00,79.38
743.00,79.06
742.00,78.67
741.00,78.18
740.00,77.59
739.00,76.89
738.00,76.09
737.00,75.15
736.00,74.08
735.00,72.92
734.00,71.71
733.00,70.51
732.00,69.41
731.00,68.52
730.00,67.93
729.00,67.65
728.00,67.61
727.00,67.74
726.00,67.96
725.00,68.17
724.00,68.33
723.00,68.43
722.00,68.49
721.00,68.48
720.00,68.42
719.00,68.33
718.00,68.24
717.00,68.13
716.00,67.98
715.00,67.80
714.00,67.61
713.00,67.39
712.00,67.13
711.00,66.86
710.00,66.58
709.00,66.26
708.00,65.89
707.00,65.49
706.00,65.07
705.00,64.61
704.00,64.10
703.00,63.54
702.00,62.95
701.00,62.28
700.00,61.53
699.00,60.73
698.00,59.91
697.00,59.05
696.00,58.15
695.00,57.26
694.00,56.42
693.00,55.63
692.00,54.88
691.00,54.22
690.00,53.66
689.00,53.20
688.00,52.84
687.00,52.62
686.00,52.53
685.00,52.54
684.00,52.62
683.00,52.78
682.00,53.05
681.00,53.38
680.00,53.75
679.00,54.19
678.00,54.68
677.00,55.18
676.00,55.66
675.00,56.15
674.00,56.66
673.00,57.15
672.00,57.60
671.00,58.03
670.00,58.51
669.00,59.13
668.00,59.86
667.00,60.50
666.00,61.00
665.00,61.45
664.00,61.90
663.00,62.40
662.00,62.92
661.00,63.44
660.00,63.92
659.00,64.39
658.00,64.86
657.00,65.31
656.00,65.71
655.00,66.08
654.00,66.45
653.00,66.82
652.00,67.19
651.00,67.52
650.00,67.82
