Created as New Dataset,PE Low Density GF
cm-1,%T
893.00,98.85
892.00,98.84
891.00,98.83
890.00,98.82
889.00,98.80
888.00,98.80
887.00,98.81
886.00,98.82
885.00,98.84
884.00,98.86
883.00,98.88
882.00,98.90
881.00,98.93
880.00,98.94
879.00,98.94
878.00,98.94
877.00,98.95
876.00,98.96
875.00,98.97
874.00,98.97
873.00,98.98
872.00,99.01
871.00,99.03
870.00,99.03
869.00,99.03
868.00,99.03
867.00,99.04
866.00,99.04
865.00,99.04
864.00,99.05
863.00,99.05
862.00,99.03
861.00,99.02
860.00,99.02
859.00,99.03
858.00,99.03
857.00,99.04
856.00,99.04
855.00,99.04
854.00,99.03
853.00,99.03
852.00,99.05
851.00,99.06
850.00,99.07
849.00,99.06
848.00,99.06
847.00,99.05
846.00,99.04
845.00,99.03
844.00,99.03
843.00,99.03
842.00,99.04
841.00,99.04
840.00,99.04
839.00,99.03
838.00,99.01
837.00,99.00
836.00,99.00
835.00,99.00
834.00,99.00
833.00,98.99
832.00,98.99
831.00,98.99
830.00,98.98
829.00,98.97
828.00,98.96
827.00,98.94
826.00,98.92
825.00,98.91
824.00,98.91
823.00,98.92
822.00,98.93
821.00,98.93
820.00,98.93
819.00,98.92
818.00,98.90
817.00,98.88
816.00,98.86
815.00,98.84
814.00,98.83
813.00,98.81
812.00,98.80
811.00,98.79
810.00,98.77
809.00,98.76
808.00,98.75
807.00,98.75
806.00,98.74
805.00,98.72
804.00,98.70
803.00,98.70
802.00,98.69
801.00,98.68
800.00,98.67
799.00,98.66
798.00,98.63
797.00,98.62
796.00,98.61
795.00,98.61
794.00,98.60
793.00,98.59
792.00,98.58
791.00,98.58
790.00,98.58
789.00,98.58
788.00,98.56
787.00,98.55
786.00,98.52
785.00,98.50
784.00,98.48
783.00,98.47
782.00,98.45
781.00,98.42
780.00,98.40
779.00,98.39
778.00,98.36
777.00,98.34
776.00,98.32
775.00,98.30
774.00,98.28
773.00,98.27
772.00,98.26
771.00,98.27
770.00,98.27
769.00,98.26
768.00,98.23
767.00,98.21
766.00,98.19
765.00,98.17
764.00,98.15
763.00,98.14
762.00,98.13
761.00,98.12
760.00,98.11
759.00,98.09
758.00,98.06
757.00,98.01
756.00,97.98
755.00,97.95
754.00,97.90
753.00,97.84
752.00,97.78
751.00,97.73
750.00,97.69
749.00,97.64
748.00,97.57
747.00,97.48
746.00,97.38
745.00,97.27
744.00,97.15
743.00,97.02
742.00,96.87
741.00,96.68
740.00,96.44
739.00,96.16
738.00,95.78
737.00,95.23
736.00,94.39
735.00,92.97
734.00,90.63
733.00,87.33
732.00,83.67
731.00,80.85
730.00,79.83
729.00,80.62
728.00,82.34
727.00,83.90
726.00,84.62
725.00,84.36
724.00,83.12
723.00,80.78
722.00,77.31
721.00,73.24
720.00,69.82
719.00,68.34
718.00,69.21
717.00,71.88
716.00,75.48
715.00,79.34
714.00,82.98
713.00,86.09
712.00,88.52
711.00,90.34
710.00,91.71
709.00,92.79
708.00,93.65
707.00,94.33
706.00,94.89
705.00,95.38
704.00,95.80
703.00,96.15
702.00,96.45
701.00,96.71
700.00,96.94
699.00,97.13
698.00,97.29
697.00,97.44
696.00,97.58
695.00,97.68
694.00,97.76
693.00,97.85
692.00,97.94
691.00,98.00
690.00,98.05
689.00,98.11
688.00,98.17
687.00,98.21
686.00,98.24
685.00,98.27
684.00,98.30
683.00,98.32
682.00,98.35
681.00,98.40
680.00,98.44
679.00,98.44
678.00,98.44
677.00,98.45
676.00,98.48
675.00,98.48
674.00,98.49
673.00,98.51
672.00,98.53
671.00,98.54
670.00,98.54
669.00,98.58
668.00,98.65
667.00,98.68
666.00,98.68
665.00,98.69
664.00,98.71
663.00,98.73
662.00,98.75
661.00,98.75
660.00,98.75
659.00,98.73
658.00,98.74
657.00,98.80
656.00,98.86
655.00,98.90
654.00,98.90
653.00,98.90
652.00,98.89
651.00,98.85
650.00,98.82
