Created as New Dataset,PVC powder GF
cm-1,%T
898.00,91.18
897.00,91.22
896.00,91.26
895.00,91.30
894.00,91.33
893.00,91.36
892.00,91.38
891.00,91.40
890.00,91.43
889.00,91.45
888.00,91.46
887.00,91.48
886.00,91.49
885.00,91.50
884.00,91.50
883.00,91.51
882.00,91.52
881.00,91.52
880.00,91.52
879.00,91.52
878.00,91.52
877.00,91.52
876.00,91.52
875.00,91.52
874.00,91.54
873.00,91.56
872.00,91.58
871.00,91.60
870.00,91.62
869.00,91.65
868.00,91.66
867.00,91.67
866.00,91.67
865.00,91.67
864.00,91.68
863.00,91.69
862.00,91.70
861.00,91.70
860.00,91.70
859.00,91.70
858.00,91.69
857.00,91.69
856.00,91.69
855.00,91.68
854.00,91.68
853.00,91.68
852.00,91.67
851.00,91.66
850.00,91.65
849.00,91.64
848.00,91.63
847.00,91.61
846.00,91.59
845.00,91.56
844.00,91.52
843.00,91.48
842.00,91.44
841.00,91.40
840.00,91.36
839.00,91.32
838.00,91.28
837.00,91.23
836.00,91.19
835.00,91.17
834.00,91.18
833.00,91.20
832.00,91.25
831.00,91.33
830.00,91.43
829.00,91.58
828.00,91.77
827.00,91.99
826.00,92.22
825.00,92.45
824.00,92.66
823.00,92.86
822.00,93.06
821.00,93.25
820.00,93.41
819.00,93.55
818.00,93.67
817.00,93.77
816.00,93.86
815.00,93.93
814.00,94.00
813.00,94.06
812.00,94.10
811.00,94.14
810.00,94.18
809.00,94.21
808.00,94.24
807.00,94.26
806.00,94.28
805.00,94.30
804.00,94.32
803.00,94.34
802.00,94.36
801.00,94.36
800.00,94.36
799.00,94.36
798.00,94.37
797.00,94.39
796.00,94.41
795.00,94.43
794.00,94.45
793.00,94.47
792.00,94.49
791.00,94.50
790.00,94.50
789.00,94.50
788.00,94.50
787.00,94.50
786.00,94.50
785.00,94.50
784.00,94.50
783.00,94.50
782.00,94.50
781.00,94.49
780.00,94.47
779.00,94.46
778.00,94.45
777.00,94.43
776.00,94.40
775.00,94.38
774.00,94.36
773.00,94.35
772.00,94.33
771.00,94.30
770.00,94.25
769.00,94.21
768.00,94.17
767.00,94.16
766.00,94.14
765.00,94.13
764.00,94.10
763.00,94.08
762.00,94.06
761.00,94.05
760.00,94.05
759.00,94.06
758.00,94.06
757.00,94.05
756.00,94.05
755.00,94.04
754.00,94.04
753.00,94.03
752.00,94.03
751.00,94.03
750.00,94.03
749.00,94.03
748.00,94.02
747.00,94.00
746.00,93.98
745.00,93.95
744.00,93.93
743.00,93.91
742.00,93.89
741.00,93.85
740.00,93.80
739.00,93.74
738.00,93.70
737.00,93.64
736.00,93.58
735.00,93.50
734.00,93.41
733.00,93.30
732.00,93.20
731.00,93.10
730.00,93.00
729.00,92.89
728.00,92.76
727.00,92.62
726.00,92.48
725.00,92.35
724.00,92.22
723.00,92.11
722.00,91.99
721.00,91.86
720.00,91.70
719.00,91.53
718.00,91.34
717.00,91.12
716.00,90.88
715.00,90.63
714.00,90.35
713.00,90.06
712.00,89.74
711.00,89.42
710.00,89.10
709.00,88.78
708.00,88.45
707.00,88.11
706.00,87.76
705.00,87.40
704.00,87.03
703.00,86.68
702.00,86.35
701.00,86.04
700.00,85.74
699.00,85.47
698.00,85.23
697.00,85.02
696.00,84.83
695.00,84.66
694.00,84.52
693.00,84.38
692.00,84.26
691.00,84.16
690.00,84.08
689.00,84.02
688.00,83.96
687.00,83.91
686.00,83.88
685.00,83.85
684.00,83.83
683.00,83.83
682.00,83.84
681.00,83.87
680.00,83.91
679.00,83.96
678.00,84.04
677.00,84.14
676.00,84.26
675.00,84.40
674.00,84.57
673.00,84.76
672.00,84.96
671.00,85.16
670.00,85.38
669.00,85.69
668.00,86.04
667.00,86.28
666.00,86.42
665.00,86.53
664.00,86.61
663.00,86.64
662.00,86.62
661.00,86.53
660.00,86.36
659.00,86.12
658.00,85.85
657.00,85.55
656.00,85.20
655.00,84.82
654.00,84.40
653.00,83.90
652.00,83.37
651.00,82.88
650.00,82.41
