Created as New Dataset,Acrylic Green
cm-1,%T
892.00,94.04
891.00,94.11
890.00,94.17
889.00,94.23
888.00,94.29
887.00,94.34
886.00,94.39
885.00,94.43
884.00,94.47
883.00,94.49
882.00,94.51
881.00,94.52
880.00,94.51
879.00,94.50
878.00,94.50
877.00,94.49
876.00,94.49
875.00,94.48
874.00,94.47
873.00,94.46
872.00,94.43
871.00,94.40
870.00,94.35
869.00,94.30
868.00,94.24
867.00,94.18
866.00,94.11
865.00,94.04
864.00,93.95
863.00,93.86
862.00,93.76
861.00,93.65
860.00,93.54
859.00,93.42
858.00,93.30
857.00,93.16
856.00,93.01
855.00,92.84
854.00,92.66
853.00,92.45
852.00,92.21
851.00,91.94
850.00,91.63
849.00,91.29
848.00,90.92
847.00,90.54
846.00,90.15
845.00,89.76
844.00,89.38
843.00,89.05
842.00,88.79
841.00,88.62
840.00,88.59
839.00,88.72
838.00,89.01
837.00,89.45
836.00,90.00
835.00,90.60
834.00,91.16
833.00,91.61
832.00,91.90
831.00,92.02
830.00,91.99
829.00,91.87
828.00,91.72
827.00,91.63
826.00,91.62
825.00,91.71
824.00,91.87
823.00,92.07
822.00,92.29
821.00,92.51
820.00,92.70
819.00,92.85
818.00,92.93
817.00,92.94
816.00,92.87
815.00,92.76
814.00,92.63
813.00,92.50
812.00,92.39
811.00,92.31
810.00,92.28
809.00,92.29
808.00,92.36
807.00,92.47
806.00,92.61
805.00,92.77
804.00,92.93
803.00,93.09
802.00,93.24
801.00,93.38
800.00,93.51
799.00,93.63
798.00,93.74
797.00,93.84
796.00,93.94
795.00,94.04
794.00,94.14
793.00,94.23
792.00,94.29
791.00,94.34
790.00,94.38
789.00,94.42
788.00,94.46
787.00,94.49
786.00,94.53
785.00,94.56
784.00,94.57
783.00,94.57
782.00,94.55
781.00,94.52
780.00,94.49
779.00,94.45
778.00,94.41
777.00,94.37
776.00,94.31
775.00,94.24
774.00,94.16
773.00,94.06
772.00,93.94
771.00,93.79
770.00,93.62
769.00,93.41
768.00,93.19
767.00,92.94
766.00,92.66
765.00,92.35
764.00,92.03
763.00,91.69
762.00,91.33
761.00,90.95
760.00,90.53
759.00,90.10
758.00,89.65
757.00,89.18
756.00,88.69
755.00,88.19
754.00,87.70
753.00,87.25
752.00,86.88
751.00,86.65
750.00,86.62
749.00,86.85
748.00,87.35
747.00,88.10
746.00,89.00
745.00,89.94
744.00,90.81
743.00,91.54
742.00,92.12
741.00,92.56
740.00,92.89
739.00,93.14
738.00,93.34
737.00,93.49
736.00,93.62
735.00,93.73
734.00,93.82
733.00,93.91
732.00,94.00
731.00,94.10
730.00,94.20
729.00,94.32
728.00,94.43
727.00,94.54
726.00,94.65
725.00,94.75
724.00,94.84
723.00,94.94
722.00,95.03
721.00,95.10
720.00,95.14
719.00,95.16
718.00,95.17
717.00,95.19
716.00,95.22
715.00,95.25
714.00,95.27
713.00,95.29
712.00,95.31
711.00,95.32
710.00,95.34
709.00,95.36
708.00,95.37
707.00,95.39
706.00,95.40
705.00,95.39
704.00,95.37
703.00,95.35
702.00,95.34
701.00,95.33
700.00,95.33
699.00,95.33
698.00,95.34
697.00,95.36
696.00,95.38
695.00,95.39
694.00,95.39
693.00,95.39
692.00,95.40
691.00,95.40
690.00,95.42
689.00,95.43
688.00,95.44
687.00,95.45
686.00,95.46
685.00,95.47
684.00,95.47
683.00,95.45
682.00,95.44
681.00,95.43
680.00,95.45
679.00,95.48
678.00,95.50
677.00,95.49
676.00,95.47
675.00,95.45
674.00,95.43
673.00,95.43
672.00,95.44
671.00,95.45
670.00,95.44
669.00,95.38
668.00,95.26
667.00,95.16
666.00,95.13
665.00,95.16
664.00,95.18
663.00,95.18
662.00,95.16
661.00,95.14
660.00,95.12
659.00,95.09
658.00,95.07
657.00,95.05
656.00,95.03
655.00,94.99
654.00,94.96
653.00,94.97
652.00,94.98
651.00,94.99
650.00,94.98
