Created as New Dataset,PHB (biopolymer) GF
cm-1,%T
895.00,72.61
894.00,73.60
893.00,75.17
892.00,76.97
891.00,78.76
890.00,80.37
889.00,81.74
888.00,82.89
887.00,83.84
886.00,84.64
885.00,85.32
884.00,85.90
883.00,86.40
882.00,86.84
881.00,87.23
880.00,87.59
879.00,87.93
878.00,88.26
877.00,88.56
876.00,88.82
875.00,89.07
874.00,89.28
873.00,89.45
872.00,89.57
871.00,89.66
870.00,89.71
869.00,89.70
868.00,89.65
867.00,89.59
866.00,89.52
865.00,89.46
864.00,89.42
863.00,89.41
862.00,89.43
861.00,89.48
860.00,89.57
859.00,89.70
858.00,89.85
857.00,90.01
856.00,90.16
855.00,90.32
854.00,90.48
853.00,90.62
852.00,90.74
851.00,90.83
850.00,90.88
849.00,90.88
848.00,90.83
847.00,90.73
846.00,90.53
845.00,90.18
844.00,89.59
843.00,88.71
842.00,87.61
841.00,86.48
840.00,85.67
839.00,85.44
838.00,85.79
837.00,86.50
836.00,87.26
835.00,87.87
834.00,88.22
833.00,88.23
832.00,87.80
831.00,86.80
830.00,85.11
829.00,82.84
828.00,80.54
827.00,79.00
826.00,78.76
825.00,79.72
824.00,81.27
823.00,82.73
822.00,83.82
821.00,84.58
820.00,85.15
819.00,85.63
818.00,86.08
817.00,86.49
816.00,86.87
815.00,87.24
814.00,87.61
813.00,87.98
812.00,88.35
811.00,88.70
810.00,89.03
809.00,89.35
808.00,89.64
807.00,89.91
806.00,90.16
805.00,90.40
804.00,90.61
803.00,90.82
802.00,91.01
801.00,91.17
800.00,91.32
799.00,91.46
798.00,91.60
797.00,91.73
796.00,91.85
795.00,91.96
794.00,92.06
793.00,92.15
792.00,92.24
791.00,92.32
790.00,92.39
789.00,92.47
788.00,92.54
787.00,92.62
786.00,92.71
785.00,92.79
784.00,92.86
783.00,92.92
782.00,92.97
781.00,93.01
780.00,93.04
779.00,93.06
778.00,93.08
777.00,93.08
776.00,93.08
775.00,93.07
774.00,93.07
773.00,93.07
772.00,93.07
771.00,93.07
770.00,93.07
769.00,93.07
768.00,93.05
767.00,93.03
766.00,92.99
765.00,92.94
764.00,92.87
763.00,92.80
762.00,92.72
761.00,92.63
760.00,92.54
759.00,92.44
758.00,92.36
757.00,92.29
756.00,92.24
755.00,92.20
754.00,92.17
753.00,92.15
752.00,92.12
751.00,92.10
750.00,92.06
749.00,92.01
748.00,91.95
747.00,91.87
746.00,91.77
745.00,91.64
744.00,91.49
743.00,91.31
742.00,91.12
741.00,90.91
740.00,90.69
739.00,90.48
738.00,90.29
737.00,90.14
736.00,90.00
735.00,89.90
734.00,89.84
733.00,89.84
732.00,89.90
731.00,90.04
730.00,90.21
729.00,90.40
728.00,90.59
727.00,90.79
726.00,91.01
725.00,91.25
724.00,91.46
723.00,91.63
722.00,91.77
721.00,91.85
720.00,91.90
719.00,91.92
718.00,91.92
717.00,91.92
716.00,91.91
715.00,91.92
714.00,91.94
713.00,91.96
712.00,91.99
711.00,92.02
710.00,92.05
709.00,92.09
708.00,92.13
707.00,92.17
706.00,92.19
705.00,92.18
704.00,92.15
703.00,92.09
702.00,92.01
701.00,91.91
700.00,91.80
699.00,91.69
698.00,91.61
697.00,91.56
696.00,91.55
695.00,91.59
694.00,91.69
693.00,91.83
692.00,91.99
691.00,92.13
690.00,92.25
689.00,92.33
688.00,92.34
687.00,92.31
686.00,92.21
685.00,92.03
684.00,91.76
683.00,91.39
682.00,90.92
681.00,90.39
680.00,89.90
679.00,89.57
678.00,89.46
677.00,89.58
676.00,89.90
675.00,90.31
674.00,90.74
673.00,91.13
672.00,91.45
671.00,91.69
670.00,91.88
669.00,92.06
668.00,92.24
667.00,92.39
666.00,92.50
665.00,92.58
664.00,92.62
663.00,92.62
662.00,92.59
661.00,92.54
660.00,92.48
659.00,92.41
658.00,92.33
657.00,92.25
656.00,92.19
655.00,92.17
654.00,92.15
653.00,92.09
652.00,91.98
651.00,91.85
650.00,91.72
