Created as New Dataset,EVOH (44mol% ethylene) Soarnol
888.00,84.35
887.00,84.38
886.00,84.42
885.00,84.47
884.00,84.53
883.00,84.60
882.00,84.67
881.00,84.75
880.00,84.82
879.00,84.89
878.00,84.96
877.00,85.04
876.00,85.10
875.00,85.15
874.00,85.18
873.00,85.19
872.00,85.19
871.00,85.17
870.00,85.13
869.00,85.05
868.00,84.92
867.00,84.74
866.00,84.52
865.00,84.24
864.00,83.92
863.00,83.57
862.00,83.18
861.00,82.78
860.00,82.34
859.00,81.89
858.00,81.42
857.00,80.93
856.00,80.43
855.00,79.93
854.00,79.44
853.00,78.95
852.00,78.47
851.00,78.05
850.00,77.67
849.00,77.36
848.00,77.10
847.00,76.91
846.00,76.78
845.00,76.70
844.00,76.67
843.00,76.67
842.00,76.69
841.00,76.72
840.00,76.73
839.00,76.73
838.00,76.71
837.00,76.66
836.00,76.58
835.00,76.50
834.00,76.41
833.00,76.33
832.00,76.27
831.00,76.24
830.00,76.24
829.00,76.25
828.00,76.28
827.00,76.35
826.00,76.47
825.00,76.64
824.00,76.86
823.00,77.10
822.00,77.37
821.00,77.66
820.00,77.96
819.00,78.27
818.00,78.58
817.00,78.88
816.00,79.18
815.00,79.48
814.00,79.79
813.00,80.10
812.00,80.42
811.00,80.76
810.00,81.11
809.00,81.46
808.00,81.80
807.00,82.12
806.00,82.44
805.00,82.74
804.00,83.02
803.00,83.27
802.00,83.50
801.00,83.70
800.00,83.87
799.00,84.02
798.00,84.15
797.00,84.25
796.00,84.33
795.00,84.39
794.00,84.42
793.00,84.44
792.00,84.45
791.00,84.45
790.00,84.45
789.00,84.43
788.00,84.40
787.00,84.37
786.00,84.33
785.00,84.29
784.00,84.23
783.00,84.17
782.00,84.10
781.00,84.03
780.00,83.97
779.00,83.91
778.00,83.85
777.00,83.78
776.00,83.70
775.00,83.61
774.00,83.53
773.00,83.44
772.00,83.34
771.00,83.26
770.00,83.18
769.00,83.11
768.00,83.03
767.00,82.94
766.00,82.84
765.00,82.75
764.00,82.65
763.00,82.54
762.00,82.44
761.00,82.35
760.00,82.25
759.00,82.16
758.00,82.07
757.00,81.98
756.00,81.88
755.00,81.77
754.00,81.64
753.00,81.52
752.00,81.39
751.00,81.28
750.00,81.16
749.00,81.02
748.00,80.88
747.00,80.73
746.00,80.60
745.00,80.47
744.00,80.32
743.00,80.17
742.00,80.03
741.00,79.88
740.00,79.74
739.00,79.61
738.00,79.48
737.00,79.35
736.00,79.22
735.00,79.08
734.00,78.93
733.00,78.74
732.00,78.53
731.00,78.30
730.00,78.06
729.00,77.81
728.00,77.55
727.00,77.30
726.00,77.06
725.00,76.85
724.00,76.68
723.00,76.55
722.00,76.50
721.00,76.50
720.00,76.55
719.00,76.63
718.00,76.74
717.00,76.84
716.00,76.94
715.00,77.02
714.00,77.08
713.00,77.12
712.00,77.15
711.00,77.17
710.00,77.19
709.00,77.18
708.00,77.15
707.00,77.12
706.00,77.09
705.00,77.06
704.00,77.02
703.00,76.97
702.00,76.91
701.00,76.84
700.00,76.76
699.00,76.67
698.00,76.58
697.00,76.49
696.00,76.40
695.00,76.32
694.00,76.24
693.00,76.16
692.00,76.08
691.00,76.01
690.00,75.94
689.00,75.86
688.00,75.77
687.00,75.68
686.00,75.61
685.00,75.54
684.00,75.46
683.00,75.38
682.00,75.30
681.00,75.23
680.00,75.13
679.00,75.03
678.00,74.94
677.00,74.85
676.00,74.77
675.00,74.71
674.00,74.64
673.00,74.57
672.00,74.48
671.00,74.40
670.00,74.33
669.00,74.18
668.00,73.95
667.00,73.78
666.00,73.73
665.00,73.71
664.00,73.67
663.00,73.61
662.00,73.55
661.00,73.48
660.00,73.41
659.00,73.34
658.00,73.28
657.00,73.21
656.00,73.11
655.00,73.02
654.00,72.93
653.00,72.85
652.00,72.77
651.00,72.71
650.00,72.67
