Created as New Dataset,PAN 230kDa GF
cm-1,%T
2467.00,98.72
2466.00,98.72
2465.00,98.72
2464.00,98.72
2463.00,98.72
2462.00,98.72
2461.00,98.71
2460.00,98.71
2459.00,98.70
2458.00,98.69
2457.00,98.69
2456.00,98.68
2455.00,98.68
2454.00,98.68
2453.00,98.67
2452.00,98.67
2451.00,98.67
2450.00,98.67
2449.00,98.67
2448.00,98.68
2447.00,98.68
2446.00,98.69
2445.00,98.70
2444.00,98.70
2443.00,98.70
2442.00,98.70
2441.00,98.70
2440.00,98.70
2439.00,98.70
2438.00,98.71
2437.00,98.71
2436.00,98.71
2435.00,98.71
2434.00,98.72
2433.00,98.72
2432.00,98.72
2431.00,98.73
2430.00,98.73
2429.00,98.74
2428.00,98.74
2427.00,98.73
2426.00,98.73
2425.00,98.74
2424.00,98.74
2423.00,98.74
2422.00,98.75
2421.00,98.75
2420.00,98.76
2419.00,98.76
2418.00,98.76
2417.00,98.76
2416.00,98.76
2415.00,98.76
2414.00,98.75
2413.00,98.75
2412.00,98.75
2411.00,98.75
2410.00,98.75
2409.00,98.75
2408.00,98.76
2407.00,98.77
2406.00,98.78
2405.00,98.79
2404.00,98.79
2403.00,98.78
2402.00,98.78
2401.00,98.78
2400.00,98.78
2399.00,98.78
2398.00,98.79
2397.00,98.78
2396.00,98.78
2395.00,98.78
2394.00,98.78
2393.00,98.79
2392.00,98.79
2391.00,98.80
2390.00,98.80
2389.00,98.80
2388.00,98.80
2387.00,98.81
2386.00,98.81
2385.00,98.81
2384.00,98.82
2383.00,98.82
2382.00,98.83
2381.00,98.84
2380.00,98.85
2379.00,98.86
2378.00,98.87
2377.00,98.87
2376.00,98.87
2375.00,98.87
2374.00,98.87
2373.00,98.86
2372.00,98.86
2371.00,98.87
2370.00,98.87
2369.00,98.88
2368.00,98.89
2367.00,98.89
2366.00,98.88
2365.00,98.87
2364.00,98.87
2363.00,98.87
2362.00,98.87
2361.00,98.88
2360.00,98.87
2359.00,98.87
2358.00,98.86
2357.00,98.85
2356.00,98.85
2355.00,98.85
2354.00,98.86
2353.00,98.85
2352.00,98.85
2351.00,98.84
2350.00,98.84
2349.00,98.84
2348.00,98.84
2347.00,98.84
2346.00,98.84
2345.00,98.82
2344.00,98.81
2343.00,98.79
2342.00,98.77
2341.00,98.76
2340.00,98.75
2339.00,98.74
2338.00,98.73
2337.00,98.72
2336.00,98.72
2335.00,98.72
2334.00,98.73
2333.00,98.74
2332.00,98.74
2331.00,98.73
2330.00,98.72
2329.00,98.71
2328.00,98.67
2327.00,98.61
2326.00,98.53
2325.00,98.45
2324.00,98.39
2323.00,98.37
2322.00,98.39
2321.00,98.42
2320.00,98.45
2319.00,98.47
2318.00,98.48
2317.00,98.49
2316.00,98.51
2315.00,98.51
2314.00,98.52
2313.00,98.52
2312.00,98.52
2311.00,98.52
2310.00,98.52
2309.00,98.52
2308.00,98.52
2307.00,98.52
2306.00,98.51
2305.00,98.50
2304.00,98.49
2303.00,98.49
2302.00,98.49
2301.00,98.50
2300.00,98.49
2299.00,98.48
2298.00,98.47
2297.00,98.46
2296.00,98.45
2295.00,98.44
2294.00,98.42
2293.00,98.41
2292.00,98.39
2291.00,98.37
2290.00,98.35
2289.00,98.32
2288.00,98.30
2287.00,98.28
2286.00,98.27
2285.00,98.26
2284.00,98.27
2283.00,98.27
2282.00,98.28
2281.00,98.29
2280.00,98.30
2279.00,98.31
2278.00,98.31
2277.00,98.31
2276.00,98.31
2275.00,98.30
2274.00,98.29
2273.00,98.28
2272.00,98.27
2271.00,98.26
2270.00,98.25
2269.00,98.23
2268.00,98.22
2267.00,98.19
2266.00,98.16
2265.00,98.12
2264.00,98.06
2263.00,97.99
2262.00,97.90
2261.00,97.78
2260.00,97.62
2259.00,97.44
2258.00,97.21
2257.00,96.95
2256.00,96.64
2255.00,96.28
2254.00,95.85
2253.00,95.35
2252.00,94.78
2251.00,94.14
2250.00,93.46
2249.00,92.75
2248.00,92.05
2247.00,91.40
2246.00,90.82
2245.00,90.39
2244.00,90.14
2243.00,90.11
2242.00,90.32
2241.00,90.75
2240.00,91.39
2239.00,92.18
2238.00,93.06
2237.00,93.96
2236.00,94.81
2235.00,95.56
2234.00,96.20
2233.00,96.70
2232.00,97.09
2231.00,97.38
2230.00,97.59
2229.00,97.75
2228.00,97.86
2227.00,97.94
2226.00,97.99
2225.00,98.03
2224.00,98.06
2223.00,98.09
2222.00,98.11
2221.00,98.13
2220.00,98.15
2219.00,98.16
2218.00,98.18
2217.00,98.19
2216.00,98.21
2215.00,98.22
2214.00,98.22
2213.00,98.23
2212.00,98.23
2211.00,98.23
2210.00,98.24
2209.00,98.24
2208.00,98.24
2207.00,98.25
2206.00,98.25
2205.00,98.25
2204.00,98.23
2203.00,98.22
2202.00,98.20
2201.00,98.19
2200.00,98.18
2199.00,98.17
2198.00,98.15
2197.00,98.13
2196.00,98.11
2195.00,98.10
2194.00,98.10
2193.00,98.09
2192.00,98.09
2191.00,98.08
2190.00,98.08
2189.00,98.07
2188.00,98.06
2187.00,98.06
2186.00,98.06
2185.00,98.08
2184.00,98.12
2183.00,98.17
2182.00,98.23
2181.00,98.27
2180.00,98.28
2179.00,98.28
2178.00,98.26
2177.00,98.26
2176.00,98.28
2175.00,98.32
2174.00,98.34
2173.00,98.33
2172.00,98.29
2171.00,98.22
2170.00,98.14
2169.00,98.06
2168.00,98.01
2167.00,97.97
2166.00,97.95
2165.00,97.93
2164.00,97.90
2163.00,97.86
2162.00,97.84
2161.00,97.89
2160.00,98.07
2159.00,98.37
2158.00,98.67
2157.00,98.87
2156.00,98.95
2155.00,98.95
2154.00,98.90
2153.00,98.85
2152.00,98.79
2151.00,98.73
2150.00,98.69
2149.00,98.67
2148.00,98.67
2147.00,98.68
2146.00,98.70
2145.00,98.70
2144.00,98.70
2143.00,98.69
2142.00,98.69
2141.00,98.69
2140.00,98.69
2139.00,98.69
2138.00,98.69
2137.00,98.71
2136.00,98.75
2135.00,98.81
2134.00,98.86
2133.00,98.89
2132.00,98.88
2131.00,98.86
2130.00,98.82
2129.00,98.78
2128.00,98.75
2127.00,98.72
2126.00,98.70
2125.00,98.67
2124.00,98.65
2123.00,98.63
2122.00,98.60
2121.00,98.58
2120.00,98.56
2119.00,98.54
2118.00,98.52
2117.00,98.50
2116.00,98.47
2115.00,98.44
2114.00,98.42
2113.00,98.40
2112.00,98.40
2111.00,98.40
2110.00,98.39
2109.00,98.39
2108.00,98.39
2107.00,98.40
2106.00,98.41
2105.00,98.41
2104.00,98.42
2103.00,98.42
2102.00,98.41
2101.00,98.41
2100.00,98.41
2099.00,98.41
2098.00,98.42
2097.00,98.45
2096.00,98.48
2095.00,98.51
2094.00,98.53
2093.00,98.52
2092.00,98.51
2091.00,98.48
2090.00,98.46
2089.00,98.44
2088.00,98.43
2087.00,98.41
2086.00,98.39
2085.00,98.37
2084.00,98.36
2083.00,98.36
2082.00,98.36
2081.00,98.35
2080.00,98.34
2079.00,98.32
2078.00,98.32
2077.00,98.31
2076.00,98.31
2075.00,98.31
2074.00,98.31
2073.00,98.31
2072.00,98.32
2071.00,98.33
2070.00,98.33
2069.00,98.33
2068.00,98.33
2067.00,98.32
2066.00,98.32
2065.00,98.31
2064.00,98.31
2063.00,98.31
2062.00,98.32
2061.00,98.32
2060.00,98.32
2059.00,98.31
2058.00,98.30
2057.00,98.29
2056.00,98.27
2055.00,98.26
2054.00,98.24
2053.00,98.19
2052.00,98.10
2051.00,98.01
2050.00,97.96
2049.00,97.97
2048.00,98.03
2047.00,98.09
2046.00,98.13
2045.00,98.14
2044.00,98.13
2043.00,98.11
2042.00,98.10
2041.00,98.08
2040.00,98.06
2039.00,98.05
2038.00,98.03
2037.00,98.02
2036.00,98.03
2035.00,98.05
2034.00,98.07
2033.00,98.11
2032.00,98.14
2031.00,98.16
2030.00,98.18
2029.00,98.19
2028.00,98.19
2027.00,98.20
2026.00,98.21
2025.00,98.22
2024.00,98.21
2023.00,98.21
2022.00,98.20
2021.00,98.20
2020.00,98.19
2019.00,98.17
2018.00,98.16
2017.00,98.16
2016.00,98.17
2015.00,98.18
2014.00,98.19
2013.00,98.18
2012.00,98.17
2011.00,98.16
2010.00,98.15
2009.00,98.17
2008.00,98.22
2007.00,98.29
2006.00,98.35
2005.00,98.36
2004.00,98.34
2003.00,98.32
2002.00,98.31
2001.00,98.30
2000.00,98.28
1999.00,98.25
1998.00,98.22
1997.00,98.21
1996.00,98.21
1995.00,98.22
1994.00,98.22
1993.00,98.22
1992.00,98.20
1991.00,98.19
1990.00,98.18
1989.00,98.17
1988.00,98.15
1987.00,98.13
1986.00,98.10
1985.00,98.07
1984.00,98.02
1983.00,97.96
1982.00,97.89
1981.00,97.81
1980.00,97.78
1979.00,97.83
1978.00,97.95
1977.00,98.09
1976.00,98.18
1975.00,98.23
1974.00,98.24
1973.00,98.25
1972.00,98.26
1971.00,98.27
1970.00,98.28
1969.00,98.30
1968.00,98.32
1967.00,98.34
1966.00,98.36
1965.00,98.37
1964.00,98.37
1963.00,98.38
1962.00,98.40
1961.00,98.42
1960.00,98.45
1959.00,98.48
1958.00,98.50
1957.00,98.50
1956.00,98.49
1955.00,98.47
1954.00,98.45
1953.00,98.43
1952.00,98.42
1951.00,98.42
1950.00,98.42
1949.00,98.42
1948.00,98.43
1947.00,98.45
1946.00,98.46
1945.00,98.46
1944.00,98.46
1943.00,98.46
1942.00,98.46
1941.00,98.46
1940.00,98.46
1939.00,98.47
1938.00,98.48
1937.00,98.49
1936.00,98.50
1935.00,98.51
1934.00,98.52
1933.00,98.52
1932.00,98.51
1931.00,98.51
1930.00,98.51
1929.00,98.50
1928.00,98.51
1927.00,98.51
1926.00,98.51
1925.00,98.51
1924.00,98.51
1923.00,98.51
1922.00,98.50
1921.00,98.49
1920.00,98.48
1919.00,98.48
1918.00,98.47
1917.00,98.46
1916.00,98.46
1915.00,98.46
1914.00,98.47
1913.00,98.48
1912.00,98.48
1911.00,98.48
1910.00,98.48
1909.00,98.47
1908.00,98.47
1907.00,98.47
1906.00,98.47
1905.00,98.48
1904.00,98.48
1903.00,98.48
1902.00,98.48
1901.00,98.47
1900.00,98.47
1899.00,98.47
1898.00,98.47
1897.00,98.48
1896.00,98.48
1895.00,98.49
1894.00,98.49
1893.00,98.49
1892.00,98.49
1891.00,98.49
1890.00,98.50
1889.00,98.50
1888.00,98.50
1887.00,98.49
1886.00,98.49
1885.00,98.48
1884.00,98.48
1883.00,98.49
1882.00,98.50
1881.00,98.50
1880.00,98.50
1879.00,98.50
1878.00,98.50
1877.00,98.50
1876.00,98.50
1875.00,98.50
1874.00,98.51
1873.00,98.50
1872.00,98.51
1871.00,98.51
1870.00,98.52
1869.00,98.53
1868.00,98.53
1867.00,98.52
1866.00,98.51
1865.00,98.51
1864.00,98.51
1863.00,98.51
1862.00,98.51
1861.00,98.51
1860.00,98.51
1859.00,98.51
1858.00,98.51
1857.00,98.51
1856.00,98.51
1855.00,98.51
1854.00,98.51
1853.00,98.51
1852.00,98.51
1851.00,98.51
1850.00,98.51
1849.00,98.51
1848.00,98.51
1847.00,98.52
1846.00,98.52
1845.00,98.52
1844.00,98.52
1843.00,98.53
1842.00,98.53
1841.00,98.52
1840.00,98.52
1839.00,98.52
1838.00,98.52
1837.00,98.53
1836.00,98.53
1835.00,98.53
1834.00,98.53
1833.00,98.54
1832.00,98.54
1831.00,98.54
1830.00,98.54
1829.00,98.53
1828.00,98.53
1827.00,98.52
1826.00,98.52
1825.00,98.52
1824.00,98.52
1823.00,98.52
1822.00,98.52
1821.00,98.52
1820.00,98.53
1819.00,98.55
1818.00,98.58
1817.00,98.60
1816.00,98.60
1815.00,98.59
1814.00,98.57
1813.00,98.56
1812.00,98.55
1811.00,98.54
1810.00,98.54
1809.00,98.54
1808.00,98.53
1807.00,98.53
1806.00,98.53
1805.00,98.52
1804.00,98.52
1803.00,98.52
1802.00,98.52
1801.00,98.52
1800.00,98.51
1799.00,98.51
1798.00,98.51
1797.00,98.51
1796.00,98.51
1795.00,98.50
1794.00,98.50
1793.00,98.50
1792.00,98.50
1791.00,98.50
1790.00,98.50
1789.00,98.51
1788.00,98.51
1787.00,98.51
1786.00,98.51
1785.00,98.50
1784.00,98.49
1783.00,98.48
1782.00,98.48
1781.00,98.49
1780.00,98.50
1779.00,98.50
1778.00,98.51
1777.00,98.52
1776.00,98.52
1775.00,98.51
1774.00,98.50
1773.00,98.50
1772.00,98.49
1771.00,98.49
1770.00,98.49
1769.00,98.49
1768.00,98.49
1767.00,98.48
1766.00,98.48
1765.00,98.48
1764.00,98.48
1763.00,98.47
1762.00,98.47
1761.00,98.47
1760.00,98.46
1759.00,98.45
1758.00,98.45
1757.00,98.44
1756.00,98.42
1755.00,98.41
1754.00,98.40
1753.00,98.38
1752.00,98.36
1751.00,98.34
1750.00,98.31
1749.00,98.28
1748.00,98.25
1747.00,98.22
1746.00,98.19
1745.00,98.16
1744.00,98.12
1743.00,98.09
1742.00,98.05
1741.00,98.01
1740.00,97.96
1739.00,97.92
1738.00,97.89
1737.00,97.86
1736.00,97.83
1735.00,97.81
1734.00,97.79
1733.00,97.78
1732.00,97.79
1731.00,97.80
1730.00,97.81
1729.00,97.83
1728.00,97.85
1727.00,97.87
1726.00,97.89
1725.00,97.92
1724.00,97.95
1723.00,97.98
1722.00,98.01
1721.00,98.04
1720.00,98.07
1719.00,98.10
1718.00,98.13
1717.00,98.16
1716.00,98.19
1715.00,98.21
1714.00,98.23
1713.00,98.24
1712.00,98.26
1711.00,98.27
1710.00,98.28
1709.00,98.29
1708.00,98.29
1707.00,98.30
1706.00,98.30
1705.00,98.31
1704.00,98.31
1703.00,98.31
1702.00,98.31
1701.00,98.31
1700.00,98.31
1699.00,98.31
1698.00,98.31
1697.00,98.31
1696.00,98.31
1695.00,98.31
1694.00,98.30
1693.00,98.30
1692.00,98.30
1691.00,98.30
1690.00,98.30
1689.00,98.30
1688.00,98.29
1687.00,98.29
1686.00,98.29
1685.00,98.29
1684.00,98.29
1683.00,98.28
1682.00,98.28
1681.00,98.28
1680.00,98.28
1679.00,98.28
1678.00,98.28
1677.00,98.28
1676.00,98.27
1675.00,98.27
1674.00,98.27
1673.00,98.27
1672.00,98.26
1671.00,98.26
1670.00,98.26
1669.00,98.25
1668.00,98.24
1667.00,98.24
1666.00,98.23
1665.00,98.22
1664.00,98.21
1663.00,98.20
1662.00,98.19
1661.00,98.18
1660.00,98.17
1659.00,98.16
1658.00,98.15
1657.00,98.14
1656.00,98.13
1655.00,98.12
1654.00,98.11
1653.00,98.08
1652.00,98.05
1651.00,98.03
1650.00,98.02
1649.00,98.00
1648.00,97.97
1647.00,97.93
1646.00,97.90
1645.00,97.87
1644.00,97.85
1643.00,97.82
1642.00,97.79
1641.00,97.77
1640.00,97.74
1639.00,97.71
1638.00,97.68
1637.00,97.65
1636.00,97.61
1635.00,97.57
1634.00,97.55
1633.00,97.53
1632.00,97.51
1631.00,97.49
1630.00,97.47
1629.00,97.46
1628.00,97.44
1627.00,97.43
1626.00,97.42
1625.00,97.42
1624.00,97.42
1623.00,97.43
1622.00,97.44
1621.00,97.45
1620.00,97.46
1619.00,97.48
1618.00,97.50
1617.00,97.53
1616.00,97.56
1615.00,97.59
1614.00,97.62
1613.00,97.64
1612.00,97.67
1611.00,97.70
1610.00,97.74
1609.00,97.77
1608.00,97.81
1607.00,97.84
1606.00,97.87
1605.00,97.90
1604.00,97.92
1603.00,97.95
1602.00,97.98
1601.00,98.00
1600.00,98.02
1599.00,98.04
1598.00,98.05
1597.00,98.06
1596.00,98.07
1595.00,98.09
1594.00,98.11
1593.00,98.12
1592.00,98.13
1591.00,98.13
1590.00,98.14
1589.00,98.15
1588.00,98.16
1587.00,98.16
1586.00,98.17
1585.00,98.17
1584.00,98.18
1583.00,98.18
1582.00,98.19
1581.00,98.20
1580.00,98.20
1579.00,98.20
1578.00,98.20
1577.00,98.20
1576.00,98.20
1575.00,98.20
1574.00,98.20
1573.00,98.20
1572.00,98.20
1571.00,98.20
1570.00,98.21
1569.00,98.21
1568.00,98.21
1567.00,98.21
1566.00,98.21
1565.00,98.21
1564.00,98.21
1563.00,98.21
1562.00,98.21
1561.00,98.21
1560.00,98.20
1559.00,98.20
1558.00,98.20
1557.00,98.20
1556.00,98.20
1555.00,98.21
1554.00,98.21
1553.00,98.21
1552.00,98.21
1551.00,98.20
1550.00,98.20
1549.00,98.20
1548.00,98.19
1547.00,98.20
1546.00,98.20
1545.00,98.20
1544.00,98.20
1543.00,98.21
1542.00,98.21
1541.00,98.21
1540.00,98.20
1539.00,98.20
1538.00,98.20
1537.00,98.20
1536.00,98.20
1535.00,98.20
1534.00,98.20
1533.00,98.20
1532.00,98.19
1531.00,98.19
1530.00,98.19
1529.00,98.19
1528.00,98.19
1527.00,98.18
1526.00,98.18
1525.00,98.18
1524.00,98.17
1523.00,98.17
1522.00,98.17
1521.00,98.17
1520.00,98.17
1519.00,98.17
1518.00,98.17
1517.00,98.16
1516.00,98.16
1515.00,98.16
1514.00,98.16
1513.00,98.16
1512.00,98.16
1511.00,98.16
1510.00,98.16
1509.00,98.16
1508.00,98.15
1507.00,98.15
1506.00,98.15
1505.00,98.15
1504.00,98.14
1503.00,98.14
1502.00,98.14
1501.00,98.13
1500.00,98.13
1499.00,98.13
1498.00,98.14
1497.00,98.13
1496.00,98.12
1495.00,98.12
1494.00,98.12
1493.00,98.11
1492.00,98.11
1491.00,98.10
1490.00,98.09
1489.00,98.08
1488.00,98.07
1487.00,98.06
1486.00,98.05
1485.00,98.04
1484.00,98.02
1483.00,98.01
1482.00,97.99
1481.00,97.98
1480.00,97.95
1479.00,97.94
1478.00,97.92
1477.00,97.88
1476.00,97.84
1475.00,97.80
1474.00,97.74
1473.00,97.64
1472.00,97.53
1471.00,97.41
1470.00,97.29
1469.00,97.13
1468.00,96.93
1467.00,96.67
1466.00,96.28
1465.00,95.75
1464.00,95.13
1463.00,94.52
1462.00,93.90
1461.00,93.25
1460.00,92.55
1459.00,91.78
1458.00,90.86
1457.00,89.94
1456.00,89.29
1455.00,88.97
1454.00,88.83
1453.00,88.79
1452.00,88.85
1451.00,89.01
1450.00,89.24
1449.00,89.55
1448.00,89.95
1447.00,90.38
1446.00,90.80
1445.00,91.22
1444.00,91.65
1443.00,92.11
1442.00,92.56
1441.00,92.98
1440.00,93.38
1439.00,93.77
1438.00,94.18
1437.00,94.64
1436.00,95.08
1435.00,95.42
1434.00,95.68
1433.00,95.91
1432.00,96.14
1431.00,96.36
1430.00,96.55
1429.00,96.71
1428.00,96.84
1427.00,96.94
1426.00,97.01
1425.00,97.09
1424.00,97.15
1423.00,97.20
1422.00,97.23
1421.00,97.27
1420.00,97.31
1419.00,97.35
1418.00,97.37
1417.00,97.39
1416.00,97.41
1415.00,97.43
1414.00,97.45
1413.00,97.47
1412.00,97.49
1411.00,97.50
1410.00,97.51
1409.00,97.52
1408.00,97.54
1407.00,97.55
1406.00,97.55
1405.00,97.56
1404.00,97.56
1403.00,97.56
1402.00,97.55
1401.00,97.55
1400.00,97.54
1399.00,97.53
1398.00,97.51
1397.00,97.49
1396.00,97.47
1395.00,97.43
1394.00,97.39
1393.00,97.35
1392.00,97.30
1391.00,97.25
1390.00,97.20
1389.00,97.13
1388.00,97.05
1387.00,96.96
1386.00,96.87
1385.00,96.78
1384.00,96.70
1383.00,96.61
1382.00,96.51
1381.00,96.42
1380.00,96.33
1379.00,96.24
1378.00,96.16
1377.00,96.08
1376.00,95.99
1375.00,95.89
1374.00,95.79
1373.00,95.69
1372.00,95.61
1371.00,95.53
1370.00,95.45
1369.00,95.38
1368.00,95.31
1367.00,95.25
1366.00,95.19
1365.00,95.14
1364.00,95.09
1363.00,95.04
1362.00,95.00
1361.00,94.97
1360.00,94.95
1359.00,94.94
1358.00,94.93
1357.00,94.93
1356.00,94.94
1355.00,94.96
1354.00,94.98
1353.00,95.01
1352.00,95.05
1351.00,95.10
1350.00,95.16
1349.00,95.22
1348.00,95.30
1347.00,95.38
1346.00,95.46
1345.00,95.55
1344.00,95.63
1343.00,95.70
1342.00,95.77
1341.00,95.84
1340.00,95.90
1339.00,95.95
1338.00,96.00
1337.00,96.05
1336.00,96.10
1335.00,96.15
1334.00,96.19
1333.00,96.23
1332.00,96.27
1331.00,96.30
1330.00,96.32
1329.00,96.33
1328.00,96.34
1327.00,96.35
1326.00,96.35
1325.00,96.35
1324.00,96.34
1323.00,96.33
1322.00,96.33
1321.00,96.32
1320.00,96.30
1319.00,96.29
1318.00,96.29
1317.00,96.28
1316.00,96.28
1315.00,96.28
1314.00,96.28
1313.00,96.29
1312.00,96.30
1311.00,96.32
1310.00,96.33
1309.00,96.35
1308.00,96.36
1307.00,96.38
1306.00,96.39
1305.00,96.41
1304.00,96.42
1303.00,96.44
1302.00,96.45
1301.00,96.47
1300.00,96.49
1299.00,96.50
1298.00,96.52
1297.00,96.54
1296.00,96.55
1295.00,96.56
1294.00,96.57
1293.00,96.58
1292.00,96.59
1291.00,96.60
1290.00,96.60
1289.00,96.60
1288.00,96.60
1287.00,96.60
1286.00,96.61
1285.00,96.60
1284.00,96.60
1283.00,96.59
1282.00,96.58
1281.00,96.57
1280.00,96.55
1279.00,96.54
1278.00,96.52
1277.00,96.51
1276.00,96.48
1275.00,96.46
1274.00,96.44
1273.00,96.42
1272.00,96.39
1271.00,96.37
1270.00,96.34
1269.00,96.32
1268.00,96.29
1267.00,96.26
1266.00,96.23
1265.00,96.20
1264.00,96.17
1263.00,96.14
1262.00,96.11
1261.00,96.07
1260.00,96.04
1259.00,96.01
1258.00,95.99
1257.00,95.96
1256.00,95.94
1255.00,95.93
1254.00,95.91
1253.00,95.91
1252.00,95.91
1251.00,95.93
1250.00,95.96
1249.00,96.00
1248.00,96.04
1247.00,96.10
1246.00,96.17
1245.00,96.25
1244.00,96.32
1243.00,96.39
1242.00,96.46
1241.00,96.51
1240.00,96.56
1239.00,96.59
1238.00,96.61
1237.00,96.62
1236.00,96.61
1235.00,96.59
1234.00,96.56
1233.00,96.54
1232.00,96.51
1231.00,96.48
1230.00,96.46
1229.00,96.44
1228.00,96.42
1227.00,96.42
1226.00,96.41
1225.00,96.40
1224.00,96.41
1223.00,96.42
1222.00,96.44
1221.00,96.45
1220.00,96.46
1219.00,96.47
1218.00,96.48
1217.00,96.48
1216.00,96.49
1215.00,96.50
1214.00,96.51
1213.00,96.52
1212.00,96.53
1211.00,96.53
1210.00,96.54
1209.00,96.55
1208.00,96.55
1207.00,96.57
1206.00,96.58
1205.00,96.59
1204.00,96.59
1203.00,96.58
1202.00,96.57
1201.00,96.57
1200.00,96.57
1199.00,96.58
1198.00,96.59
1197.00,96.60
1196.00,96.62
1195.00,96.63
1194.00,96.65
1193.00,96.66
1192.00,96.67
1191.00,96.68
1190.00,96.69
1189.00,96.70
1188.00,96.71
1187.00,96.71
1186.00,96.71
1185.00,96.71
1184.00,96.70
1183.00,96.71
1182.00,96.71
1181.00,96.72
1180.00,96.73
1179.00,96.74
1178.00,96.75
1177.00,96.76
1176.00,96.77
1175.00,96.78
1174.00,96.80
1173.00,96.82
1172.00,96.85
1171.00,96.88
1170.00,96.92
1169.00,96.96
1168.00,97.00
1167.00,97.04
1166.00,97.08
1165.00,97.12
1164.00,97.16
1163.00,97.20
1162.00,97.24
1161.00,97.28
1160.00,97.32
1159.00,97.35
1158.00,97.37
1157.00,97.39
1156.00,97.42
1155.00,97.44
1154.00,97.46
1153.00,97.48
1152.00,97.49
1151.00,97.51
1150.00,97.52
1149.00,97.53
1148.00,97.54
1147.00,97.54
1146.00,97.54
1145.00,97.55
1144.00,97.55
1143.00,97.55
1142.00,97.56
1141.00,97.56
1140.00,97.56
1139.00,97.56
1138.00,97.56
1137.00,97.56
1136.00,97.55
1135.00,97.54
1134.00,97.52
1133.00,97.51
1132.00,97.49
1131.00,97.46
1130.00,97.44
1129.00,97.40
1128.00,97.36
1127.00,97.31
1126.00,97.25
1125.00,97.19
1124.00,97.12
1123.00,97.06
1122.00,96.98
1121.00,96.90
1120.00,96.81
1119.00,96.73
1118.00,96.64
1117.00,96.56
1116.00,96.47
1115.00,96.40
1114.00,96.33
1113.00,96.28
1112.00,96.22
1111.00,96.17
1110.00,96.12
1109.00,96.06
1108.00,96.01
1107.00,95.95
1106.00,95.90
1105.00,95.86
1104.00,95.82
1103.00,95.78
1102.00,95.74
1101.00,95.70
1100.00,95.66
1099.00,95.61
1098.00,95.57
1097.00,95.53
1096.00,95.49
1095.00,95.44
1094.00,95.39
1093.00,95.33
1092.00,95.27
1091.00,95.20
1090.00,95.13
1089.00,95.05
1088.00,94.98
1087.00,94.89
1086.00,94.80
1085.00,94.71
1084.00,94.62
1083.00,94.53
1082.00,94.43
1081.00,94.34
1080.00,94.25
1079.00,94.17
1078.00,94.10
1077.00,94.03
1076.00,93.97
1075.00,93.92
1074.00,93.88
1073.00,93.86
1072.00,93.84
1071.00,93.85
1070.00,93.87
1069.00,93.91
1068.00,93.95
1067.00,94.00
1066.00,94.06
1065.00,94.14
1064.00,94.22
1063.00,94.32
1062.00,94.42
1061.00,94.52
1060.00,94.62
1059.00,94.72
1058.00,94.81
1057.00,94.91
1056.00,94.99
1055.00,95.07
1054.00,95.14
1053.00,95.20
1052.00,95.26
1051.00,95.30
1050.00,95.34
1049.00,95.37
1048.00,95.39
1047.00,95.41
1046.00,95.42
1045.00,95.43
1044.00,95.43
1043.00,95.42
1042.00,95.42
1041.00,95.43
1040.00,95.46
1039.00,95.51
1038.00,95.56
1037.00,95.63
1036.00,95.70
1035.00,95.77
1034.00,95.85
1033.00,95.91
1032.00,95.97
1031.00,96.01
1030.00,96.04
1029.00,96.06
1028.00,96.08
1027.00,96.10
1026.00,96.13
1025.00,96.15
1024.00,96.17
1023.00,96.19
1022.00,96.20
1021.00,96.21
1020.00,96.22
1019.00,96.23
1018.00,96.24
1017.00,96.25
1016.00,96.26
1015.00,96.28
1014.00,96.30
1013.00,96.31
1012.00,96.32
1011.00,96.33
1010.00,96.34
1009.00,96.36
1008.00,96.38
1007.00,96.40
1006.00,96.42
1005.00,96.44
1004.00,96.46
1003.00,96.47
1002.00,96.48
1001.00,96.48
1000.00,96.49
999.00,96.50
998.00,96.52
997.00,96.53
996.00,96.55
995.00,96.56
994.00,96.58
993.00,96.59
992.00,96.59
991.00,96.60
990.00,96.60
989.00,96.60
988.00,96.61
987.00,96.62
986.00,96.63
985.00,96.64
984.00,96.65
983.00,96.66
982.00,96.66
981.00,96.67
980.00,96.67
979.00,96.67
978.00,96.68
977.00,96.68
976.00,96.69
975.00,96.70
974.00,96.71
973.00,96.71
972.00,96.71
971.00,96.71
970.00,96.71
969.00,96.71
968.00,96.72
967.00,96.72
966.00,96.72
965.00,96.73
964.00,96.73
963.00,96.73
962.00,96.74
961.00,96.74
960.00,96.75
959.00,96.75
958.00,96.75
957.00,96.75
956.00,96.75
955.00,96.75
954.00,96.74
953.00,96.74
952.00,96.74
951.00,96.74
950.00,96.74
949.00,96.74
948.00,96.74
947.00,96.75
946.00,96.76
945.00,96.76
944.00,96.77
943.00,96.77
942.00,96.78
941.00,96.78
940.00,96.79
939.00,96.79
938.00,96.79
937.00,96.79
936.00,96.79
935.00,96.79
934.00,96.78
933.00,96.78
932.00,96.79
931.00,96.80
930.00,96.81
929.00,96.81
928.00,96.80
927.00,96.80
926.00,96.79
925.00,96.79
924.00,96.79
923.00,96.80
922.00,96.80
921.00,96.79
920.00,96.78
919.00,96.77
918.00,96.77
917.00,96.76
916.00,96.76
915.00,96.75
914.00,96.75
913.00,96.76
912.00,96.77
911.00,96.78
910.00,96.78
909.00,96.78
908.00,96.78
907.00,96.77
906.00,96.77
905.00,96.76
