Created as New Dataset,Acrylic Red
cm-1,%T
905.00,93.15
904.00,93.23
903.00,93.32
902.00,93.40
901.00,93.48
900.00,93.56
899.00,93.63
898.00,93.71
897.00,93.78
896.00,93.84
895.00,93.90
894.00,93.95
893.00,94.02
892.00,94.09
891.00,94.15
890.00,94.21
889.00,94.26
888.00,94.30
887.00,94.34
886.00,94.38
885.00,94.42
884.00,94.44
883.00,94.45
882.00,94.46
881.00,94.47
880.00,94.47
879.00,94.47
878.00,94.48
877.00,94.49
876.00,94.50
875.00,94.50
874.00,94.49
873.00,94.48
872.00,94.46
871.00,94.46
870.00,94.44
869.00,94.41
868.00,94.37
867.00,94.32
866.00,94.28
865.00,94.23
864.00,94.17
863.00,94.10
862.00,94.03
861.00,93.96
860.00,93.89
859.00,93.81
858.00,93.72
857.00,93.62
856.00,93.50
855.00,93.38
854.00,93.25
853.00,93.11
852.00,92.96
851.00,92.77
850.00,92.56
849.00,92.33
848.00,92.06
847.00,91.78
846.00,91.49
845.00,91.20
844.00,90.92
843.00,90.66
842.00,90.45
841.00,90.33
840.00,90.29
839.00,90.37
838.00,90.58
837.00,90.90
836.00,91.29
835.00,91.71
834.00,92.10
833.00,92.43
832.00,92.65
831.00,92.76
830.00,92.76
829.00,92.68
828.00,92.57
827.00,92.46
826.00,92.42
825.00,92.44
824.00,92.53
823.00,92.66
822.00,92.80
821.00,92.94
820.00,93.06
819.00,93.14
818.00,93.19
817.00,93.19
816.00,93.15
815.00,93.07
814.00,92.97
813.00,92.88
812.00,92.80
811.00,92.75
810.00,92.74
809.00,92.76
808.00,92.81
807.00,92.90
806.00,93.00
805.00,93.12
804.00,93.23
803.00,93.34
802.00,93.45
801.00,93.55
800.00,93.65
799.00,93.76
798.00,93.86
797.00,93.94
796.00,94.01
795.00,94.06
794.00,94.10
793.00,94.15
792.00,94.20
791.00,94.25
790.00,94.31
789.00,94.35
788.00,94.38
787.00,94.39
786.00,94.40
785.00,94.41
784.00,94.41
783.00,94.40
782.00,94.38
781.00,94.36
780.00,94.33
779.00,94.29
778.00,94.25
777.00,94.21
776.00,94.15
775.00,94.07
774.00,93.98
773.00,93.86
772.00,93.73
771.00,93.59
770.00,93.43
769.00,93.25
768.00,93.06
767.00,92.84
766.00,92.61
765.00,92.36
764.00,92.08
763.00,91.78
762.00,91.48
761.00,91.17
760.00,90.85
759.00,90.54
758.00,90.23
757.00,89.90
756.00,89.56
755.00,89.20
754.00,88.85
753.00,88.52
752.00,88.24
751.00,88.06
750.00,88.01
749.00,88.16
748.00,88.51
747.00,89.05
746.00,89.71
745.00,90.41
744.00,91.07
743.00,91.63
742.00,92.08
741.00,92.42
740.00,92.68
739.00,92.87
738.00,93.03
737.00,93.17
736.00,93.29
735.00,93.39
734.00,93.49
733.00,93.59
732.00,93.69
731.00,93.79
730.00,93.88
729.00,93.98
728.00,94.08
727.00,94.19
726.00,94.29
725.00,94.37
724.00,94.42
723.00,94.46
722.00,94.51
721.00,94.55
720.00,94.59
719.00,94.62
718.00,94.63
717.00,94.63
716.00,94.63
715.00,94.59
714.00,94.53
713.00,94.42
712.00,94.28
711.00,94.11
710.00,93.91
709.00,93.66
708.00,93.38
707.00,93.05
706.00,92.73
705.00,92.44
704.00,92.22
703.00,92.09
702.00,92.05
701.00,92.09
700.00,92.18
699.00,92.34
698.00,92.56
697.00,92.83
696.00,93.13
695.00,93.44
694.00,93.72
693.00,93.95
692.00,94.12
691.00,94.26
690.00,94.36
689.00,94.43
688.00,94.47
687.00,94.51
686.00,94.55
685.00,94.58
684.00,94.59
683.00,94.58
682.00,94.55
681.00,94.52
680.00,94.52
679.00,94.53
678.00,94.54
677.00,94.54
676.00,94.54
675.00,94.54
674.00,94.55
673.00,94.55
672.00,94.56
671.00,94.58
670.00,94.60
669.00,94.58
668.00,94.50
667.00,94.41
666.00,94.37
665.00,94.36
664.00,94.36
663.00,94.35
662.00,94.35
661.00,94.35
660.00,94.35
659.00,94.33
658.00,94.31
657.00,94.30
656.00,94.31
655.00,94.34
654.00,94.36
653.00,94.39
652.00,94.40
651.00,94.40
650.00,94.38
