Created as New Dataset,PE powder (low density) GF 300um
cm-1,%T
3166.00,99.77
3165.00,99.77
3164.00,99.77
3163.00,99.77
3162.00,99.76
3161.00,99.76
3160.00,99.75
3159.00,99.75
3158.00,99.75
3157.00,99.74
3156.00,99.75
3155.00,99.75
3154.00,99.76
3153.00,99.76
