Created as New Dataset,PET Amorphous Film GF
2450.00,99.59
2449.00,99.59
2448.00,99.59
2447.00,99.59
2446.00,99.59
2445.00,99.58
2444.00,99.58
2443.00,99.58
2442.00,99.58
2441.00,99.58
2440.00,99.58
2439.00,99.57
2438.00,99.57
2437.00,99.56
2436.00,99.55
2435.00,99.55
2434.00,99.54
2433.00,99.54
2432.00,99.54
2431.00,99.53
2430.00,99.53
2429.00,99.52
2428.00,99.51
2427.00,99.50
2426.00,99.49
2425.00,99.49
2424.00,99.48
2423.00,99.47
2422.00,99.46
2421.00,99.45
2420.00,99.44
2419.00,99.43
2418.00,99.42
2417.00,99.42
2416.00,99.42
2415.00,99.41
2414.00,99.41
2413.00,99.39
2412.00,99.38
2411.00,99.37
2410.00,99.36
2409.00,99.36
2408.00,99.35
2407.00,99.35
2406.00,99.35
2405.00,99.35
2404.00,99.35
2403.00,99.34
2402.00,99.33
2401.00,99.32
2400.00,99.30
2399.00,99.29
2398.00,99.28
2397.00,99.27
2396.00,99.27
2395.00,99.26
2394.00,99.26
2393.00,99.25
2392.00,99.25
2391.00,99.25
2390.00,99.25
2389.00,99.25
2388.00,99.25
2387.00,99.26
2386.00,99.27
2385.00,99.29
2384.00,99.31
2383.00,99.33
2382.00,99.35
2381.00,99.37
2380.00,99.38
2379.00,99.40
2378.00,99.40
2377.00,99.41
2376.00,99.41
2375.00,99.42
2374.00,99.42
2373.00,99.43
2372.00,99.44
2371.00,99.45
2370.00,99.45
2369.00,99.45
2368.00,99.45
2367.00,99.46
2366.00,99.48
2365.00,99.50
2364.00,99.51
2363.00,99.52
2362.00,99.52
2361.00,99.51
2360.00,99.51
2359.00,99.51
2358.00,99.52
2357.00,99.53
2356.00,99.54
2355.00,99.54
2354.00,99.55
2353.00,99.55
2352.00,99.56
2351.00,99.56
2350.00,99.57
2349.00,99.57
2348.00,99.58
2347.00,99.58
2346.00,99.58
2345.00,99.58
2344.00,99.58
2343.00,99.57
2342.00,99.56
2341.00,99.56
2340.00,99.56
2339.00,99.58
2338.00,99.59
2337.00,99.61
2336.00,99.61
2335.00,99.61
2334.00,99.62
2333.00,99.63
2332.00,99.63
2331.00,99.64
2330.00,99.63
2329.00,99.62
2328.00,99.61
2327.00,99.58
2326.00,99.54
2325.00,99.50
2324.00,99.47
2323.00,99.46
2322.00,99.47
2321.00,99.50
2320.00,99.52
2319.00,99.53
2318.00,99.54
2317.00,99.54
2316.00,99.55
2315.00,99.56
2314.00,99.57
2313.00,99.57
2312.00,99.57
2311.00,99.56
2310.00,99.55
2309.00,99.54
2308.00,99.54
2307.00,99.53
2306.00,99.53
2305.00,99.52
2304.00,99.51
2303.00,99.49
2302.00,99.47
2301.00,99.45
2300.00,99.44
2299.00,99.42
2298.00,99.40
2297.00,99.38
2296.00,99.36
2295.00,99.34
2294.00,99.32
2293.00,99.30
2292.00,99.27
2291.00,99.24
2290.00,99.22
2289.00,99.19
2288.00,99.18
2287.00,99.16
2286.00,99.15
2285.00,99.14
2284.00,99.14
2283.00,99.15
2282.00,99.16
2281.00,99.18
2280.00,99.19
2279.00,99.21
2278.00,99.22
2277.00,99.23
2276.00,99.25
2275.00,99.26
2274.00,99.29
2273.00,99.31
2272.00,99.33
2271.00,99.34
2270.00,99.34
2269.00,99.34
2268.00,99.34
2267.00,99.34
2266.00,99.35
2265.00,99.37
2264.00,99.38
2263.00,99.39
2262.00,99.38
2261.00,99.36
2260.00,99.35
2259.00,99.35
2258.00,99.34
2257.00,99.34
2256.00,99.35
2255.00,99.36
2254.00,99.38
2253.00,99.38
2252.00,99.37
2251.00,99.36
2250.00,99.36
2249.00,99.36
2248.00,99.37
2247.00,99.37
2246.00,99.36
2245.00,99.36
2244.00,99.35
2243.00,99.34
2242.00,99.34
2241.00,99.34
2240.00,99.34
2239.00,99.34
2238.00,99.34
2237.00,99.34
2236.00,99.33
2235.00,99.32
2234.00,99.32
2233.00,99.33
2232.00,99.33
2231.00,99.34
2230.00,99.33
2229.00,99.33
2228.00,99.34
2227.00,99.35
2226.00,99.35
2225.00,99.35
2224.00,99.35
2223.00,99.34
2222.00,99.34
2221.00,99.34
2220.00,99.35
2219.00,99.35
2218.00,99.35
2217.00,99.35
2216.00,99.35
2215.00,99.35
2214.00,99.35
2213.00,99.36
2212.00,99.36
2211.00,99.36
2210.00,99.36
2209.00,99.37
2208.00,99.37
2207.00,99.38
2206.00,99.39
2205.00,99.40
2204.00,99.40
2203.00,99.41
2202.00,99.42
2201.00,99.43
2200.00,99.44
2199.00,99.43
2198.00,99.42
2197.00,99.41
2196.00,99.40
2195.00,99.40
2194.00,99.41
2193.00,99.41
2192.00,99.41
2191.00,99.40
2190.00,99.39
2189.00,99.38
2188.00,99.37
2187.00,99.36
2186.00,99.37
2185.00,99.38
2184.00,99.40
2183.00,99.43
2182.00,99.45
2181.00,99.47
2180.00,99.46
2179.00,99.44
2178.00,99.42
2177.00,99.43
2176.00,99.44
2175.00,99.45
2174.00,99.45
2173.00,99.44
2172.00,99.42
2171.00,99.40
2170.00,99.37
2169.00,99.33
2168.00,99.29
2167.00,99.26
2166.00,99.23
2165.00,99.21
2164.00,99.18
2163.00,99.14
2162.00,99.11
2161.00,99.13
2160.00,99.21
2159.00,99.37
2158.00,99.54
2157.00,99.66
2156.00,99.70
2155.00,99.68
2154.00,99.64
2153.00,99.60
2152.00,99.55
2151.00,99.50
2150.00,99.46
2149.00,99.45
2148.00,99.45
2147.00,99.45
2146.00,99.45
2145.00,99.43
2144.00,99.41
2143.00,99.39
2142.00,99.38
2141.00,99.38
2140.00,99.38
2139.00,99.38
2138.00,99.37
2137.00,99.38
2136.00,99.39
2135.00,99.42
2134.00,99.44
2133.00,99.45
2132.00,99.44
2131.00,99.42
2130.00,99.40
2129.00,99.38
2128.00,99.36
2127.00,99.33
2126.00,99.31
2125.00,99.29
2124.00,99.27
2123.00,99.25
2122.00,99.24
2121.00,99.23
2120.00,99.21
2119.00,99.20
2118.00,99.18
2117.00,99.17
2116.00,99.15
2115.00,99.13
2114.00,99.12
2113.00,99.11
2112.00,99.11
2111.00,99.11
2110.00,99.11
2109.00,99.11
2108.00,99.10
2107.00,99.09
2106.00,99.08
2105.00,99.08
2104.00,99.09
2103.00,99.10
2102.00,99.10
2101.00,99.10
2100.00,99.10
2099.00,99.09
2098.00,99.10
2097.00,99.11
2096.00,99.14
2095.00,99.16
2094.00,99.17
2093.00,99.17
2092.00,99.16
2091.00,99.15
2090.00,99.14
2089.00,99.14
2088.00,99.14
2087.00,99.14
2086.00,99.13
2085.00,99.12
2084.00,99.11
2083.00,99.10
2082.00,99.10
2081.00,99.10
2080.00,99.10
2079.00,99.10
2078.00,99.10
2077.00,99.12
2076.00,99.13
2075.00,99.13
2074.00,99.14
2073.00,99.15
2072.00,99.16
2071.00,99.17
2070.00,99.18
2069.00,99.19
2068.00,99.19
2067.00,99.19
2066.00,99.20
2065.00,99.21
2064.00,99.23
2063.00,99.24
2062.00,99.25
2061.00,99.26
2060.00,99.27
2059.00,99.27
2058.00,99.26
2057.00,99.25
2056.00,99.25
2055.00,99.25
2054.00,99.25
2053.00,99.24
2052.00,99.22
2051.00,99.19
2050.00,99.18
2049.00,99.22
2048.00,99.26
2047.00,99.29
2046.00,99.29
2045.00,99.30
2044.00,99.30
2043.00,99.30
2042.00,99.30
2041.00,99.31
2040.00,99.31
2039.00,99.32
2038.00,99.32
2037.00,99.33
2036.00,99.35
2035.00,99.36
2034.00,99.38
2033.00,99.40
2032.00,99.41
2031.00,99.42
2030.00,99.43
2029.00,99.43
2028.00,99.43
2027.00,99.43
2026.00,99.42
2025.00,99.42
2024.00,99.42
2023.00,99.42
2022.00,99.41
2021.00,99.40
2020.00,99.39
2019.00,99.36
2018.00,99.35
2017.00,99.35
2016.00,99.36
2015.00,99.35
2014.00,99.34
2013.00,99.31
2012.00,99.28
2011.00,99.24
2010.00,99.22
2009.00,99.23
2008.00,99.26
2007.00,99.29
2006.00,99.31
2005.00,99.32
2004.00,99.30
2003.00,99.26
2002.00,99.22
2001.00,99.20
2000.00,99.18
1999.00,99.15
1998.00,99.12
1997.00,99.09
1996.00,99.06
1995.00,99.02
1994.00,98.97
1993.00,98.93
1992.00,98.91
1991.00,98.89
1990.00,98.87
1989.00,98.85
1988.00,98.83
1987.00,98.81
1986.00,98.78
1985.00,98.76
1984.00,98.73
1983.00,98.69
1982.00,98.64
1981.00,98.59
1980.00,98.55
1979.00,98.53
1978.00,98.57
1977.00,98.65
1976.00,98.72
1975.00,98.76
1974.00,98.76
1973.00,98.75
1972.00,98.73
1971.00,98.70
1970.00,98.66
1969.00,98.64
1968.00,98.62
1967.00,98.60
1966.00,98.57
1965.00,98.56
1964.00,98.53
1963.00,98.49
1962.00,98.45
1961.00,98.43
1960.00,98.42
1959.00,98.39
1958.00,98.36
1957.00,98.34
1956.00,98.31
1955.00,98.28
1954.00,98.26
1953.00,98.24
1952.00,98.22
1951.00,98.19
1950.00,98.18
1949.00,98.18
1948.00,98.20
1947.00,98.21
1946.00,98.23
1945.00,98.26
1944.00,98.29
1943.00,98.32
1942.00,98.36
1941.00,98.41
1940.00,98.46
1939.00,98.50
1938.00,98.53
1937.00,98.56
1936.00,98.59
1935.00,98.62
1934.00,98.66
1933.00,98.71
1932.00,98.75
1931.00,98.77
1930.00,98.80
1929.00,98.82
1928.00,98.84
1927.00,98.85
1926.00,98.85
1925.00,98.86
1924.00,98.88
1923.00,98.89
1922.00,98.91
1921.00,98.93
1920.00,98.93
1919.00,98.94
1918.00,98.95
1917.00,98.97
1916.00,98.99
1915.00,99.00
1914.00,99.01
1913.00,99.01
1912.00,99.01
1911.00,99.01
1910.00,99.01
1909.00,99.02
1908.00,99.04
1907.00,99.06
1906.00,99.07
1905.00,99.09
1904.00,99.11
1903.00,99.12
1902.00,99.13
1901.00,99.14
1900.00,99.15
1899.00,99.15
1898.00,99.14
1897.00,99.14
1896.00,99.15
1895.00,99.16
1894.00,99.17
1893.00,99.18
1892.00,99.18
1891.00,99.17
1890.00,99.17
1889.00,99.18
1888.00,99.20
1887.00,99.21
1886.00,99.21
1885.00,99.22
1884.00,99.23
1883.00,99.23
1882.00,99.23
1881.00,99.24
1880.00,99.24
1879.00,99.24
1878.00,99.23
1877.00,99.23
1876.00,99.23
1875.00,99.22
1874.00,99.21
1873.00,99.20
1872.00,99.18
1871.00,99.15
1870.00,99.12
1869.00,99.11
1868.00,99.11
1867.00,99.12
1866.00,99.12
1865.00,99.13
1864.00,99.14
1863.00,99.12
1862.00,99.10
1861.00,99.07
1860.00,99.06
1859.00,99.04
1858.00,99.02
1857.00,99.01
1856.00,99.00
1855.00,98.98
1854.00,98.95
1853.00,98.92
1852.00,98.89
1851.00,98.86
1850.00,98.81
1849.00,98.77
1848.00,98.75
1847.00,98.71
1846.00,98.68
1845.00,98.63
1844.00,98.59
1843.00,98.54
1842.00,98.50
1841.00,98.47
1840.00,98.44
1839.00,98.39
1838.00,98.34
1837.00,98.30
1836.00,98.27
1835.00,98.22
1834.00,98.17
1833.00,98.13
1832.00,98.07
1831.00,98.01
1830.00,97.95
1829.00,97.91
1828.00,97.89
1827.00,97.86
1826.00,97.83
1825.00,97.82
1824.00,97.82
1823.00,97.82
1822.00,97.82
1821.00,97.83
1820.00,97.84
1819.00,97.84
1818.00,97.85
1817.00,97.87
1816.00,97.88
1815.00,97.87
1814.00,97.85
1813.00,97.83
1812.00,97.83
1811.00,97.82
1810.00,97.81
1809.00,97.82
1808.00,97.83
1807.00,97.82
1806.00,97.80
1805.00,97.79
1804.00,97.76
1803.00,97.72
1802.00,97.68
1801.00,97.67
1800.00,97.66
1799.00,97.65
1798.00,97.62
1797.00,97.61
1796.00,97.59
1795.00,97.56
1794.00,97.50
1793.00,97.45
1792.00,97.42
1791.00,97.38
1790.00,97.36
1789.00,97.35
1788.00,97.33
1787.00,97.28
1786.00,97.22
1785.00,97.17
1784.00,97.13
1783.00,97.06
1782.00,97.00
1781.00,96.95
1780.00,96.91
1779.00,96.86
1778.00,96.79
1777.00,96.75
1776.00,96.71
1775.00,96.65
1774.00,96.56
1773.00,96.47
1772.00,96.37
1771.00,96.27
1770.00,96.18
1769.00,96.12
1768.00,96.05
1767.00,95.94
1766.00,95.83
1765.00,95.73
1764.00,95.61
1763.00,95.43
1762.00,95.21
1761.00,95.02
1760.00,94.85
1759.00,94.63
1758.00,94.35
1757.00,94.05
1756.00,93.74
1755.00,93.40
1754.00,93.02
1753.00,92.58
1752.00,92.00
1751.00,91.21
1750.00,90.30
1749.00,89.34
1748.00,88.29
1747.00,87.09
1746.00,85.71
1745.00,84.13
1744.00,82.31
1743.00,80.27
1742.00,78.02
1741.00,75.47
1740.00,72.54
1739.00,69.56
1738.00,67.01
1737.00,64.86
1736.00,62.48
1735.00,59.11
1734.00,55.06
1733.00,51.62
1732.00,49.04
1731.00,46.63
1730.00,44.04
1729.00,41.42
1728.00,38.95
1727.00,36.58
1726.00,34.23
1725.00,31.86
1724.00,29.49
1723.00,27.21
1722.00,25.18
1721.00,23.49
1720.00,21.93
1719.00,20.10
1718.00,18.02
1717.00,16.33
1716.00,15.32
1715.00,14.70
1714.00,14.37
1713.00,14.58
1712.00,15.34
1711.00,16.55
1710.00,18.22
1709.00,20.48
1708.00,23.37
1707.00,26.94
1706.00,31.15
1705.00,35.50
1704.00,39.27
1703.00,42.42
1702.00,45.69
1701.00,49.94
1700.00,54.48
1699.00,57.83
1698.00,60.16
1697.00,62.46
1696.00,65.07
1695.00,67.43
1694.00,69.15
1693.00,70.46
1692.00,71.66
1691.00,72.86
1690.00,74.02
1689.00,75.04
1688.00,75.89
1687.00,76.62
1686.00,77.31
1685.00,78.07
1684.00,78.89
1683.00,79.59
1682.00,80.18
1681.00,80.77
1680.00,81.40
1679.00,82.03
1678.00,82.63
1677.00,83.24
1676.00,83.91
1675.00,84.61
1674.00,85.21
1673.00,85.71
1672.00,86.20
1671.00,86.75
1670.00,87.38
1669.00,88.02
1668.00,88.59
1667.00,89.08
1666.00,89.52
1665.00,89.97
1664.00,90.45
1663.00,90.96
1662.00,91.45
1661.00,91.86
1660.00,92.21
1659.00,92.53
1658.00,92.81
1657.00,93.07
1656.00,93.31
1655.00,93.55
1654.00,93.82
1653.00,94.08
1652.00,94.22
1651.00,94.27
1650.00,94.32
1649.00,94.40
1648.00,94.54
1647.00,94.71
1646.00,94.86
1645.00,94.96
1644.00,95.04
1643.00,95.12
1642.00,95.19
1641.00,95.25
1640.00,95.29
1639.00,95.34
1638.00,95.39
1637.00,95.43
1636.00,95.48
1635.00,95.55
1634.00,95.60
1633.00,95.63
1632.00,95.67
1631.00,95.71
1630.00,95.74
1629.00,95.76
1628.00,95.78
1627.00,95.81
1626.00,95.84
1625.00,95.84
1624.00,95.82
1623.00,95.80
1622.00,95.75
1621.00,95.67
1620.00,95.58
1619.00,95.44
1618.00,95.19
1617.00,94.82
1616.00,94.49
1615.00,94.32
1614.00,94.32
1613.00,94.41
1612.00,94.57
1611.00,94.78
1610.00,95.03
1609.00,95.29
1608.00,95.54
1607.00,95.78
1606.00,96.00
1605.00,96.17
1604.00,96.33
1603.00,96.49
1602.00,96.63
1601.00,96.75
1600.00,96.86
1599.00,96.94
1598.00,97.00
1597.00,97.03
1596.00,97.03
1595.00,97.02
1594.00,96.99
1593.00,96.94
1592.00,96.87
1591.00,96.80
1590.00,96.72
1589.00,96.59
1588.00,96.41
1587.00,96.15
1586.00,95.76
1585.00,95.21
1584.00,94.49
1583.00,93.61
1582.00,92.65
1581.00,91.74
1580.00,91.02
1579.00,90.60
1578.00,90.56
1577.00,90.99
1576.00,91.77
1575.00,92.60
1574.00,93.29
1573.00,93.86
1572.00,94.37
1571.00,94.86
1570.00,95.35
1569.00,95.75
1568.00,96.04
1567.00,96.23
1566.00,96.40
1565.00,96.55
1564.00,96.69
1563.00,96.82
1562.00,96.92
1561.00,96.94
1560.00,96.93
1559.00,97.00
1558.00,97.08
1557.00,97.12
1556.00,97.17
1555.00,97.22
1554.00,97.26
1553.00,97.28
1552.00,97.29
1551.00,97.32
1550.00,97.36
1549.00,97.40
1548.00,97.42
1547.00,97.43
1546.00,97.41
1545.00,97.38
1544.00,97.37
1543.00,97.38
1542.00,97.38
1541.00,97.38
1540.00,97.39
1539.00,97.38
1538.00,97.33
1537.00,97.26
1536.00,97.20
1535.00,97.11
1534.00,96.99
1533.00,96.88
1532.00,96.80
1531.00,96.75
1530.00,96.69
1529.00,96.63
1528.00,96.57
1527.00,96.55
1526.00,96.54
1525.00,96.55
1524.00,96.57
1523.00,96.60
1522.00,96.62
1521.00,96.63
1520.00,96.63
1519.00,96.61
1518.00,96.57
1517.00,96.52
1516.00,96.46
1515.00,96.37
1514.00,96.21
1513.00,95.93
1512.00,95.52
1511.00,95.00
1510.00,94.34
1509.00,93.42
1508.00,91.90
1507.00,89.89
1506.00,88.45
1505.00,88.18
1504.00,88.76
1503.00,89.85
1502.00,91.22
1501.00,92.63
1500.00,93.89
1499.00,94.92
1498.00,95.73
1497.00,96.31
1496.00,96.70
1495.00,96.95
1494.00,97.10
1493.00,97.14
1492.00,97.11
1491.00,97.06
1490.00,97.01
1489.00,96.94
1488.00,96.84
1487.00,96.76
1486.00,96.65
1485.00,96.49
1484.00,96.27
1483.00,96.00
1482.00,95.69
1481.00,95.32
1480.00,94.93
1479.00,94.55
1478.00,94.15
1477.00,93.72
1476.00,93.30
1475.00,92.94
1474.00,92.60
1473.00,92.21
1472.00,91.80
1471.00,91.45
1470.00,91.12
1469.00,90.75
1468.00,90.34
1467.00,89.87
1466.00,89.33
1465.00,88.72
1464.00,88.14
1463.00,87.66
1462.00,87.24
1461.00,86.80
1460.00,86.33
1459.00,85.76
1458.00,84.97
1457.00,83.96
1456.00,83.07
1455.00,82.45
1454.00,81.99
1453.00,81.63
1452.00,81.41
1451.00,81.40
1450.00,81.62
1449.00,82.07
1448.00,82.73
1447.00,83.49
1446.00,84.23
1445.00,84.91
1444.00,85.54
1443.00,86.11
1442.00,86.61
1441.00,87.03
1440.00,87.43
1439.00,87.86
1438.00,88.40
1437.00,89.11
1436.00,89.87
1435.00,90.53
1434.00,91.10
1433.00,91.63
1432.00,92.17
1431.00,92.67
1430.00,93.12
1429.00,93.49
1428.00,93.75
1427.00,93.89
1426.00,93.94
1425.00,93.90
1424.00,93.79
1423.00,93.60
1422.00,93.36
1421.00,92.95
1420.00,92.24
1419.00,91.16
1418.00,89.84
1417.00,88.30
1416.00,86.43
1415.00,84.07
1414.00,81.12
1413.00,77.63
1412.00,73.86
1411.00,70.36
1410.00,67.69
1409.00,66.20
1408.00,66.04
1407.00,67.18
1406.00,69.39
1405.00,72.18
1404.00,74.94
1403.00,77.25
1402.00,79.08
1401.00,80.56
1400.00,81.85
1399.00,82.95
1398.00,83.79
1397.00,84.38
1396.00,84.81
1395.00,85.16
1394.00,85.44
1393.00,85.64
1392.00,85.80
1391.00,85.95
1390.00,86.10
1389.00,86.26
1388.00,86.44
1387.00,86.64
1386.00,86.83
1385.00,86.95
1384.00,87.00
1383.00,86.95
1382.00,86.78
1381.00,86.48
1380.00,86.06
1379.00,85.55
1378.00,85.00
1377.00,84.43
1376.00,83.88
1375.00,83.35
1374.00,82.92
1373.00,82.63
1372.00,82.51
1371.00,82.58
1370.00,82.86
1369.00,83.40
1368.00,84.18
1367.00,85.14
1366.00,86.20
1365.00,87.31
1364.00,88.45
1363.00,89.55
1362.00,90.48
1361.00,91.15
1360.00,91.61
1359.00,91.92
1358.00,92.15
1357.00,92.31
1356.00,92.41
1355.00,92.46
1354.00,92.48
1353.00,92.45
1352.00,92.37
1351.00,92.23
1350.00,92.04
1349.00,91.77
1348.00,91.44
1347.00,91.04
1346.00,90.57
1345.00,90.04
1344.00,89.48
1343.00,88.92
1342.00,88.40
1341.00,87.96
1340.00,87.66
1339.00,87.58
1338.00,87.75
1337.00,88.13
1336.00,88.65
1335.00,89.23
1334.00,89.79
1333.00,90.25
1332.00,90.57
1331.00,90.72
1330.00,90.72
1329.00,90.58
1328.00,90.30
1327.00,89.93
1326.00,89.47
1325.00,88.95
1324.00,88.37
1323.00,87.76
1322.00,87.15
1321.00,86.53
1320.00,85.91
1319.00,85.30
1318.00,84.72
1317.00,84.16
1316.00,83.63
1315.00,83.13
1314.00,82.64
1313.00,82.12
1312.00,81.56
1311.00,80.94
1310.00,80.25
1309.00,79.48
1308.00,78.66
1307.00,77.81
1306.00,76.98
1305.00,76.14
1304.00,75.28
1303.00,74.38
1302.00,73.38
1301.00,72.23
1300.00,70.89
1299.00,69.39
1298.00,67.76
1297.00,66.04
1296.00,64.29
1295.00,62.57
1294.00,60.95
1293.00,59.41
1292.00,57.95
1291.00,56.60
1290.00,55.33
1289.00,54.10
1288.00,52.86
1287.00,51.64
1286.00,50.43
1285.00,49.18
1284.00,47.89
1283.00,46.60
1282.00,45.31
1281.00,44.01
1280.00,42.69
1279.00,41.40
1278.00,40.15
1277.00,38.91
1276.00,37.67
1275.00,36.46
1274.00,35.30
1273.00,34.12
1272.00,32.91
1271.00,31.70
1270.00,30.50
1269.00,29.26
1268.00,27.97
1267.00,26.70
1266.00,25.46
1265.00,24.24
1264.00,23.07
1263.00,22.03
1262.00,21.16
1261.00,20.44
1260.00,19.88
1259.00,19.54
1258.00,19.38
1257.00,19.30
1256.00,19.23
1255.00,19.16
1254.00,19.03
1253.00,18.77
1252.00,18.33
1251.00,17.80
1250.00,17.19
1249.00,16.44
1248.00,15.59
1247.00,14.71
1246.00,13.84
1245.00,12.95
1244.00,12.05
1243.00,11.27
1242.00,10.66
1241.00,10.20
1240.00,9.91
1239.00,9.93
1238.00,10.31
1237.00,11.03
1236.00,12.13
1235.00,13.70
1234.00,15.78
1233.00,18.26
1232.00,21.09
1231.00,24.24
1230.00,27.60
1229.00,30.99
1228.00,34.30
1227.00,37.50
1226.00,40.52
1225.00,43.26
1224.00,45.72
1223.00,47.95
1222.00,50.00
1221.00,51.91
1220.00,53.76
1219.00,55.61
1218.00,57.46
1217.00,59.27
1216.00,61.01
1215.00,62.68
1214.00,64.27
1213.00,65.74
1212.00,67.12
1211.00,68.42
1210.00,69.65
1209.00,70.79
1208.00,71.86
1207.00,72.88
1206.00,73.86
1205.00,74.78
1204.00,75.66
1203.00,76.51
1202.00,77.32
1201.00,78.10
1200.00,78.85
1199.00,79.58
1198.00,80.29
1197.00,80.96
1196.00,81.61
1195.00,82.25
1194.00,82.87
1193.00,83.47
1192.00,84.06
1191.00,84.60
1190.00,85.10
1189.00,85.52
1188.00,85.85
1187.00,86.08
1186.00,86.20
1185.00,86.18
1184.00,86.02
1183.00,85.72
1182.00,85.26
1181.00,84.67
1180.00,83.97
1179.00,83.22
1178.00,82.46
1177.00,81.75
1176.00,81.15
1175.00,80.72
1174.00,80.51
1173.00,80.56
1172.00,80.89
1171.00,81.50
1170.00,82.33
1169.00,83.28
1168.00,84.22
1167.00,85.07
1166.00,85.74
1165.00,86.22
1164.00,86.53
1163.00,86.70
1162.00,86.77
1161.00,86.72
1160.00,86.57
1159.00,86.31
1158.00,85.95
1157.00,85.50
1156.00,84.98
1155.00,84.40
1154.00,83.77
1153.00,83.10
1152.00,82.40
1151.00,81.65
1150.00,80.86
1149.00,80.00
1148.00,79.07
1147.00,78.06
1146.00,76.98
1145.00,75.80
1144.00,74.55
1143.00,73.25
1142.00,71.93
1141.00,70.60
1140.00,69.27
1139.00,67.96
1138.00,66.67
1137.00,65.37
1136.00,64.05
1135.00,62.73
1134.00,61.38
1133.00,59.99
1132.00,58.53
1131.00,57.01
1130.00,55.40
1129.00,53.68
1128.00,51.82
1127.00,49.86
1126.00,47.83
1125.00,45.71
1124.00,43.55
1123.00,41.43
1122.00,39.41
1121.00,37.53
1120.00,35.83
1119.00,34.41
1118.00,33.31
1117.00,32.54
1116.00,32.13
1115.00,32.14
1114.00,32.52
1113.00,33.13
1112.00,33.79
1111.00,34.31
1110.00,34.48
1109.00,34.10
1108.00,33.14
1107.00,31.69
1106.00,29.90
1105.00,27.88
1104.00,25.78
1103.00,23.73
1102.00,21.82
1101.00,20.03
1100.00,18.39
1099.00,16.97
1098.00,15.79
1097.00,14.81
1096.00,14.04
1095.00,13.53
1094.00,13.30
1093.00,13.27
1092.00,13.41
1091.00,13.78
1090.00,14.34
1089.00,15.01
1088.00,15.76
1087.00,16.63
1086.00,17.64
1085.00,18.75
1084.00,20.01
1083.00,21.51
1082.00,23.32
1081.00,25.42
1080.00,27.81
1079.00,30.50
1078.00,33.41
1077.00,36.38
1076.00,39.29
1075.00,42.11
1074.00,44.76
1073.00,47.18
1072.00,49.37
1071.00,51.37
1070.00,53.21
1069.00,54.89
1068.00,56.43
1067.00,57.88
1066.00,59.24
1065.00,60.50
1064.00,61.64
1063.00,62.70
1062.00,63.68
1061.00,64.54
1060.00,65.27
1059.00,65.87
1058.00,66.34
1057.00,66.65
1056.00,66.79
1055.00,66.79
1054.00,66.65
1053.00,66.36
1052.00,65.94
1051.00,65.43
1050.00,64.86
1049.00,64.24
1048.00,63.62
1047.00,63.05
1046.00,62.58
1045.00,62.21
1044.00,61.96
1043.00,61.88
1042.00,61.97
1041.00,62.19
1040.00,62.52
1039.00,62.96
1038.00,63.47
1037.00,64.00
1036.00,64.51
1035.00,65.01
1034.00,65.48
1033.00,65.90
1032.00,66.26
1031.00,66.58
1030.00,66.85
1029.00,67.01
1028.00,67.00
1027.00,66.74
1026.00,66.02
1025.00,64.60
1024.00,62.21
1023.00,58.69
1022.00,54.07
1021.00,48.61
1020.00,42.86
1019.00,37.64
1018.00,33.76
1017.00,31.87
1016.00,32.35
1015.00,35.16
1014.00,39.68
1013.00,44.95
1012.00,50.11
1011.00,54.66
1010.00,58.46
1009.00,61.60
1008.00,64.20
1007.00,66.38
1006.00,68.22
1005.00,69.75
1004.00,71.04
1003.00,72.14
1002.00,73.11
1001.00,73.95
1000.00,74.69
999.00,75.34
998.00,75.89
997.00,76.35
996.00,76.72
995.00,77.00
994.00,77.20
993.00,77.31
992.00,77.34
991.00,77.31
990.00,77.21
989.00,77.08
988.00,76.91
987.00,76.75
986.00,76.60
985.00,76.44
984.00,76.27
983.00,76.07
982.00,75.84
981.00,75.53
980.00,75.16
979.00,74.72
978.00,74.23
977.00,73.69
976.00,73.13
975.00,72.60
974.00,72.11
973.00,71.69
972.00,71.35
971.00,71.11
970.00,70.97
969.00,70.91
968.00,70.90
967.00,70.95
966.00,71.03
965.00,71.08
964.00,71.07
963.00,70.98
962.00,70.78
961.00,70.48
960.00,70.12
959.00,69.78
958.00,69.58
957.00,69.57
956.00,69.77
955.00,70.16
954.00,70.67
953.00,71.23
952.00,71.77
951.00,72.30
950.00,72.84
949.00,73.41
948.00,74.02
947.00,74.71
946.00,75.47
945.00,76.26
944.00,77.05
943.00,77.83
942.00,78.56
941.00,79.23
940.00,79.83
939.00,80.36
938.00,80.84
937.00,81.25
936.00,81.61
935.00,81.92
934.00,82.21
933.00,82.45
932.00,82.67
931.00,82.87
930.00,83.06
929.00,83.24
928.00,83.40
927.00,83.58
926.00,83.78
925.00,83.98
924.00,84.18
923.00,84.38
922.00,84.58
921.00,84.78
920.00,84.95
919.00,85.10
918.00,85.23
917.00,85.31
916.00,85.34
915.00,85.32
914.00,85.26
913.00,85.15
912.00,84.96
911.00,84.70
910.00,84.36
909.00,83.90
908.00,83.32
907.00,82.65
906.00,81.91
905.00,81.13
904.00,80.34
903.00,79.62
902.00,79.00
901.00,78.50
900.00,78.12
899.00,77.86
898.00,77.71
897.00,77.62
896.00,77.55
895.00,77.51
894.00,77.49
893.00,77.46
892.00,77.41
891.00,77.35
890.00,77.27
889.00,77.13
888.00,76.91
887.00,76.59
886.00,76.13
885.00,75.48
