Created as New Dataset,EVA (ethylene vinyl acetate) GF
cm-1,%T
908.00,93.81
907.00,93.76
906.00,93.75
905.00,93.79
904.00,93.88
903.00,93.99
902.00,94.14
901.00,94.29
900.00,94.44
899.00,94.57
898.00,94.65
897.00,94.68
896.00,94.66
895.00,94.65
894.00,94.65
893.00,94.69
892.00,94.73
891.00,94.79
890.00,94.87
889.00,94.94
888.00,95.00
887.00,95.01
886.00,95.01
885.00,95.01
884.00,95.00
883.00,94.98
882.00,94.97
881.00,94.96
880.00,94.98
879.00,95.02
878.00,95.08
877.00,95.14
876.00,95.18
875.00,95.19
874.00,95.18
873.00,95.16
872.00,95.15
871.00,95.13
870.00,95.11
869.00,95.05
868.00,94.98
867.00,94.92
866.00,94.91
865.00,94.94
864.00,94.99
863.00,95.02
862.00,95.04
861.00,95.04
860.00,95.02
859.00,94.96
858.00,94.82
857.00,94.53
856.00,94.08
855.00,93.57
854.00,93.18
853.00,93.06
852.00,93.24
851.00,93.60
850.00,94.00
849.00,94.32
848.00,94.57
847.00,94.73
846.00,94.83
845.00,94.87
844.00,94.87
843.00,94.86
842.00,94.85
841.00,94.86
840.00,94.88
839.00,94.92
838.00,94.97
837.00,95.03
836.00,95.10
835.00,95.18
834.00,95.25
833.00,95.30
832.00,95.33
831.00,95.34
830.00,95.31
829.00,95.27
828.00,95.21
827.00,95.13
826.00,95.03
825.00,94.92
824.00,94.82
823.00,94.73
822.00,94.68
821.00,94.68
820.00,94.73
819.00,94.80
818.00,94.87
817.00,94.87
816.00,94.78
815.00,94.60
814.00,94.42
813.00,94.33
812.00,94.36
811.00,94.51
810.00,94.69
809.00,94.84
808.00,94.95
807.00,95.01
806.00,95.04
805.00,95.04
804.00,95.03
803.00,95.00
802.00,94.94
801.00,94.85
800.00,94.77
799.00,94.69
798.00,94.59
797.00,94.41
796.00,94.12
795.00,93.71
794.00,93.30
793.00,93.03
792.00,92.95
791.00,93.00
790.00,93.04
789.00,93.05
788.00,93.07
787.00,93.15
786.00,93.26
785.00,93.34
784.00,93.35
783.00,93.32
782.00,93.26
781.00,93.16
780.00,93.02
779.00,92.85
778.00,92.64
777.00,92.39
776.00,92.07
775.00,91.71
774.00,91.29
773.00,90.85
772.00,90.44
771.00,90.09
770.00,89.77
769.00,89.45
768.00,89.12
767.00,88.79
766.00,88.45
765.00,88.09
764.00,87.71
763.00,87.33
762.00,86.98
761.00,86.65
760.00,86.32
759.00,85.95
758.00,85.50
757.00,84.99
756.00,84.55
755.00,84.32
754.00,84.35
753.00,84.50
752.00,84.61
751.00,84.50
750.00,84.16
749.00,83.68
748.00,83.24
747.00,83.00
746.00,82.94
745.00,82.94
744.00,82.92
743.00,82.94
742.00,83.07
741.00,83.33
740.00,83.69
739.00,84.10
738.00,84.50
737.00,84.86
736.00,85.15
735.00,85.39
734.00,85.52
733.00,85.52
732.00,85.34
731.00,85.05
730.00,84.74
729.00,84.50
728.00,84.39
727.00,84.44
726.00,84.59
725.00,84.76
724.00,84.91
723.00,85.01
722.00,85.09
721.00,85.13
720.00,85.14
719.00,85.17
718.00,85.24
717.00,85.32
716.00,85.40
715.00,85.47
714.00,85.52
713.00,85.52
712.00,85.46
711.00,85.33
710.00,85.09
709.00,84.71
708.00,84.13
707.00,83.36
706.00,82.40
705.00,81.23
704.00,79.85
703.00,78.29
702.00,76.61
701.00,74.81
700.00,72.97
699.00,71.22
698.00,69.71
697.00,68.68
696.00,68.33
695.00,68.79
694.00,69.93
693.00,71.43
692.00,72.95
691.00,74.28
690.00,75.35
689.00,76.14
688.00,76.69
687.00,77.07
686.00,77.31
685.00,77.42
684.00,77.46
683.00,77.50
682.00,77.59
681.00,77.68
680.00,77.74
679.00,77.78
678.00,77.83
677.00,77.88
676.00,77.93
675.00,78.00
674.00,78.09
673.00,78.16
672.00,78.21
671.00,78.27
670.00,78.30
669.00,78.16
668.00,77.81
667.00,77.60
666.00,77.67
665.00,77.83
664.00,77.93
663.00,77.94
662.00,77.92
661.00,77.88
660.00,77.84
659.00,77.83
658.00,77.88
657.00,77.92
656.00,77.90
655.00,77.87
654.00,77.79
653.00,77.69
652.00,77.60
651.00,77.51
650.00,77.45
