Created as New Dataset,PS Granule GF
cm-1,%T
895.00,99.26
894.00,99.28
893.00,99.30
892.00,99.31
891.00,99.33
890.00,99.35
889.00,99.36
888.00,99.37
887.00,99.36
886.00,99.37
885.00,99.38
884.00,99.40
883.00,99.42
882.00,99.43
881.00,99.43
880.00,99.44
879.00,99.44
878.00,99.43
877.00,99.43
876.00,99.43
875.00,99.44
874.00,99.44
873.00,99.44
872.00,99.44
871.00,99.43
870.00,99.43
869.00,99.43
868.00,99.44
867.00,99.44
866.00,99.45
865.00,99.45
864.00,99.45
863.00,99.45
862.00,99.45
861.00,99.45
860.00,99.45
859.00,99.45
858.00,99.45
857.00,99.45
856.00,99.46
855.00,99.46
854.00,99.45
853.00,99.44
852.00,99.42
851.00,99.40
850.00,99.37
849.00,99.34
848.00,99.31
847.00,99.28
846.00,99.26
845.00,99.24
844.00,99.23
843.00,99.22
842.00,99.21
841.00,99.21
840.00,99.22
839.00,99.24
838.00,99.26
837.00,99.28
836.00,99.30
835.00,99.33
834.00,99.35
833.00,99.38
832.00,99.41
831.00,99.42
830.00,99.44
829.00,99.45
828.00,99.45
827.00,99.44
826.00,99.44
825.00,99.43
824.00,99.44
823.00,99.44
822.00,99.44
821.00,99.44
820.00,99.45
819.00,99.46
818.00,99.48
817.00,99.49
816.00,99.49
815.00,99.49
814.00,99.49
813.00,99.49
812.00,99.48
811.00,99.47
810.00,99.46
809.00,99.46
808.00,99.46
807.00,99.46
806.00,99.45
805.00,99.45
804.00,99.44
803.00,99.42
802.00,99.41
801.00,99.41
800.00,99.42
799.00,99.42
798.00,99.41
797.00,99.40
796.00,99.39
795.00,99.37
794.00,99.36
793.00,99.35
792.00,99.34
791.00,99.33
790.00,99.31
789.00,99.29
788.00,99.27
787.00,99.25
786.00,99.22
785.00,99.19
784.00,99.15
783.00,99.10
782.00,99.04
781.00,98.99
780.00,98.94
779.00,98.88
778.00,98.81
777.00,98.73
776.00,98.64
775.00,98.55
774.00,98.44
773.00,98.33
772.00,98.21
771.00,98.08
770.00,97.95
769.00,97.82
768.00,97.69
767.00,97.55
766.00,97.43
765.00,97.30
764.00,97.17
763.00,97.03
762.00,96.88
761.00,96.74
760.00,96.61
759.00,96.51
758.00,96.42
757.00,96.36
756.00,96.31
755.00,96.28
754.00,96.26
753.00,96.26
752.00,96.25
751.00,96.25
750.00,96.24
749.00,96.23
748.00,96.23
747.00,96.25
746.00,96.30
745.00,96.40
744.00,96.54
743.00,96.72
742.00,96.93
741.00,97.13
740.00,97.31
739.00,97.47
738.00,97.63
737.00,97.80
736.00,97.97
735.00,98.14
734.00,98.31
733.00,98.47
732.00,98.61
731.00,98.73
730.00,98.83
729.00,98.91
728.00,98.97
727.00,99.03
726.00,99.08
725.00,99.11
724.00,99.14
723.00,99.16
722.00,99.18
721.00,99.20
720.00,99.21
719.00,99.22
718.00,99.22
717.00,99.20
716.00,99.16
715.00,99.12
714.00,99.06
713.00,98.97
712.00,98.85
711.00,98.67
710.00,98.43
709.00,98.14
708.00,97.79
707.00,97.40
706.00,96.95
705.00,96.47
704.00,95.97
703.00,95.47
702.00,94.96
701.00,94.46
700.00,93.96
699.00,93.46
698.00,92.99
697.00,92.57
696.00,92.23
695.00,92.01
694.00,91.97
693.00,92.11
692.00,92.46
691.00,92.95
690.00,93.53
689.00,94.11
688.00,94.63
687.00,95.07
686.00,95.44
685.00,95.74
684.00,95.98
683.00,96.18
682.00,96.36
681.00,96.51
680.00,96.66
679.00,96.79
678.00,96.91
677.00,97.02
676.00,97.11
675.00,97.18
674.00,97.22
673.00,97.25
672.00,97.28
671.00,97.29
670.00,97.31
669.00,97.33
668.00,97.38
667.00,97.46
666.00,97.53
665.00,97.59
664.00,97.64
663.00,97.68
662.00,97.71
661.00,97.74
660.00,97.78
659.00,97.85
658.00,97.92
657.00,97.98
656.00,98.00
655.00,98.00
654.00,98.00
653.00,98.02
652.00,98.05
651.00,98.09
650.00,98.13
