Created as New Dataset,PS Biaxial Film GF
cm-1,%T
898.00,94.34
897.00,94.79
896.00,95.16
895.00,95.45
894.00,95.68
893.00,95.87
892.00,96.02
891.00,96.15
890.00,96.27
889.00,96.37
888.00,96.46
887.00,96.55
886.00,96.63
885.00,96.71
884.00,96.78
883.00,96.85
882.00,96.91
881.00,96.96
880.00,97.02
879.00,97.08
878.00,97.12
877.00,97.16
876.00,97.20
875.00,97.24
874.00,97.27
873.00,97.30
872.00,97.32
871.00,97.34
870.00,97.36
869.00,97.39
868.00,97.41
867.00,97.44
866.00,97.46
865.00,97.47
864.00,97.48
863.00,97.48
862.00,97.49
861.00,97.49
860.00,97.50
859.00,97.50
858.00,97.49
857.00,97.47
856.00,97.44
855.00,97.39
854.00,97.32
853.00,97.22
852.00,97.07
851.00,96.89
850.00,96.67
849.00,96.42
848.00,96.15
847.00,95.87
846.00,95.60
845.00,95.35
844.00,95.14
843.00,95.00
842.00,94.92
841.00,94.90
840.00,94.96
839.00,95.10
838.00,95.33
837.00,95.61
836.00,95.94
835.00,96.27
834.00,96.58
833.00,96.85
832.00,97.07
831.00,97.25
830.00,97.39
829.00,97.49
828.00,97.57
827.00,97.64
826.00,97.69
825.00,97.74
824.00,97.77
823.00,97.80
822.00,97.82
821.00,97.84
820.00,97.86
819.00,97.88
818.00,97.89
817.00,97.90
816.00,97.91
815.00,97.91
814.00,97.90
813.00,97.89
812.00,97.87
811.00,97.86
810.00,97.85
809.00,97.85
808.00,97.85
807.00,97.84
806.00,97.83
805.00,97.82
804.00,97.80
803.00,97.77
802.00,97.72
801.00,97.64
800.00,97.55
799.00,97.45
798.00,97.34
797.00,97.20
796.00,97.06
795.00,96.90
794.00,96.74
793.00,96.55
792.00,96.34
791.00,96.11
790.00,95.85
789.00,95.58
788.00,95.29
787.00,95.00
786.00,94.69
785.00,94.37
784.00,94.00
783.00,93.60
782.00,93.14
781.00,92.62
780.00,92.03
779.00,91.35
778.00,90.59
777.00,89.74
776.00,88.81
775.00,87.81
774.00,86.75
773.00,85.60
772.00,84.36
771.00,83.05
770.00,81.70
769.00,80.33
768.00,78.96
767.00,77.64
766.00,76.37
765.00,75.15
764.00,73.92
763.00,72.70
762.00,71.47
761.00,70.23
760.00,69.02
759.00,67.90
758.00,66.95
757.00,66.20
756.00,65.67
755.00,65.38
754.00,65.28
753.00,65.27
752.00,65.26
751.00,65.22
750.00,65.15
749.00,65.07
748.00,65.09
747.00,65.36
746.00,66.04
745.00,67.15
744.00,68.68
743.00,70.52
742.00,72.54
741.00,74.57
740.00,76.53
739.00,78.40
738.00,80.19
737.00,81.91
736.00,83.59
735.00,85.26
734.00,86.90
733.00,88.45
732.00,89.86
731.00,91.09
730.00,92.12
729.00,92.96
728.00,93.63
727.00,94.16
726.00,94.59
725.00,94.93
724.00,95.19
723.00,95.38
722.00,95.50
721.00,95.57
720.00,95.57
719.00,95.53
718.00,95.42
717.00,95.22
716.00,94.93
715.00,94.51
714.00,93.91
713.00,93.05
712.00,91.85
711.00,90.23
710.00,88.11
709.00,85.40
708.00,82.09
707.00,78.20
706.00,73.80
705.00,68.93
704.00,63.69
703.00,58.21
702.00,52.63
701.00,47.03
700.00,41.52
699.00,36.24
698.00,31.40
697.00,27.24
696.00,24.15
695.00,22.61
694.00,22.98
693.00,25.32
692.00,29.38
691.00,34.61
690.00,40.34
689.00,45.90
688.00,50.87
687.00,55.13
686.00,58.70
685.00,61.67
684.00,64.14
683.00,66.23
682.00,68.04
681.00,69.60
680.00,70.96
679.00,72.17
678.00,73.27
677.00,74.26
676.00,75.10
675.00,75.85
674.00,76.51
673.00,77.07
672.00,77.54
671.00,77.95
670.00,78.41
669.00,79.00
668.00,79.70
667.00,80.27
666.00,80.68
665.00,81.07
664.00,81.50
663.00,81.99
662.00,82.53
661.00,83.05
660.00,83.55
659.00,84.04
658.00,84.52
657.00,84.99
656.00,85.43
655.00,85.84
654.00,86.22
653.00,86.57
652.00,86.90
651.00,87.20
650.00,87.47
