Created as New Dataset,PS pellet 35kDa Sigma
cm-1,%T
900.00,92.51
899.00,92.84
898.00,93.13
897.00,93.36
896.00,93.55
895.00,93.69
894.00,93.80
893.00,93.89
892.00,93.97
891.00,94.03
890.00,94.08
889.00,94.12
888.00,94.16
887.00,94.19
886.00,94.21
885.00,94.22
884.00,94.24
883.00,94.26
882.00,94.28
881.00,94.31
880.00,94.34
879.00,94.36
878.00,94.39
877.00,94.42
876.00,94.45
875.00,94.47
874.00,94.49
873.00,94.51
872.00,94.53
871.00,94.56
870.00,94.59
869.00,94.63
868.00,94.66
867.00,94.69
866.00,94.71
865.00,94.73
864.00,94.74
863.00,94.76
862.00,94.78
861.00,94.79
860.00,94.79
859.00,94.78
858.00,94.76
857.00,94.74
856.00,94.72
855.00,94.69
854.00,94.64
853.00,94.58
852.00,94.50
851.00,94.39
850.00,94.26
849.00,94.12
848.00,93.97
847.00,93.82
846.00,93.67
845.00,93.55
844.00,93.46
843.00,93.39
842.00,93.37
841.00,93.38
840.00,93.45
839.00,93.55
838.00,93.68
837.00,93.83
836.00,94.00
835.00,94.18
834.00,94.34
833.00,94.48
832.00,94.60
831.00,94.69
830.00,94.74
829.00,94.78
828.00,94.81
827.00,94.84
826.00,94.84
825.00,94.83
824.00,94.80
823.00,94.76
822.00,94.72
821.00,94.68
820.00,94.65
819.00,94.62
818.00,94.59
817.00,94.58
816.00,94.60
815.00,94.64
814.00,94.71
813.00,94.78
812.00,94.84
811.00,94.91
810.00,94.97
809.00,95.02
808.00,95.08
807.00,95.12
806.00,95.16
805.00,95.19
804.00,95.22
803.00,95.24
802.00,95.24
801.00,95.25
800.00,95.25
799.00,95.24
798.00,95.21
797.00,95.16
796.00,95.10
795.00,95.02
794.00,94.93
793.00,94.82
792.00,94.71
791.00,94.58
790.00,94.43
789.00,94.27
788.00,94.11
787.00,93.94
786.00,93.76
785.00,93.57
784.00,93.36
783.00,93.13
782.00,92.86
781.00,92.54
780.00,92.17
779.00,91.75
778.00,91.28
777.00,90.76
776.00,90.17
775.00,89.52
774.00,88.81
773.00,88.04
772.00,87.21
771.00,86.30
770.00,85.30
769.00,84.24
768.00,83.11
767.00,81.95
766.00,80.77
765.00,79.57
764.00,78.37
763.00,77.22
762.00,76.14
761.00,75.18
760.00,74.37
759.00,73.71
758.00,73.23
757.00,72.91
756.00,72.73
755.00,72.66
754.00,72.67
753.00,72.73
752.00,72.83
751.00,72.97
750.00,73.16
749.00,73.43
748.00,73.80
747.00,74.31
746.00,75.00
745.00,75.86
744.00,76.85
743.00,77.93
742.00,79.04
741.00,80.14
740.00,81.23
739.00,82.30
738.00,83.38
737.00,84.46
736.00,85.55
735.00,86.62
734.00,87.65
733.00,88.59
732.00,89.42
731.00,90.12
730.00,90.72
729.00,91.21
728.00,91.63
727.00,91.98
726.00,92.27
725.00,92.54
724.00,92.80
723.00,93.07
722.00,93.34
721.00,93.58
720.00,93.77
719.00,93.90
718.00,93.96
717.00,93.95
716.00,93.85
715.00,93.64
714.00,93.29
713.00,92.76
712.00,91.96
711.00,90.82
710.00,89.25
709.00,87.18
708.00,84.58
707.00,81.45
706.00,77.83
705.00,73.77
704.00,69.36
703.00,64.68
702.00,59.87
701.00,55.04
700.00,50.36
699.00,46.04
698.00,42.38
697.00,39.79
696.00,38.71
695.00,39.45
694.00,42.00
693.00,45.99
692.00,50.81
691.00,55.78
690.00,60.42
689.00,64.45
688.00,67.81
687.00,70.54
686.00,72.76
685.00,74.58
684.00,76.10
683.00,77.38
682.00,78.47
681.00,79.40
680.00,80.19
679.00,80.89
678.00,81.51
677.00,82.06
676.00,82.54
675.00,82.97
674.00,83.38
673.00,83.75
672.00,84.08
671.00,84.36
670.00,84.62
669.00,84.95
668.00,85.37
667.00,85.72
666.00,85.95
665.00,86.17
664.00,86.41
663.00,86.68
662.00,86.95
661.00,87.20
660.00,87.44
659.00,87.68
658.00,87.90
657.00,88.12
656.00,88.33
655.00,88.52
654.00,88.70
653.00,88.89
652.00,89.07
651.00,89.24
650.00,89.41
