Created as New Dataset,Acrylic Blue
cm-1,%T
895.00,96.07
894.00,96.11
893.00,96.16
892.00,96.21
891.00,96.26
890.00,96.30
889.00,96.33
888.00,96.35
887.00,96.38
886.00,96.42
885.00,96.45
884.00,96.48
883.00,96.49
882.00,96.49
881.00,96.48
880.00,96.48
879.00,96.48
878.00,96.48
877.00,96.48
876.00,96.48
875.00,96.48
874.00,96.48
873.00,96.48
872.00,96.47
871.00,96.46
870.00,96.44
869.00,96.41
868.00,96.38
867.00,96.35
866.00,96.31
865.00,96.26
864.00,96.21
863.00,96.17
862.00,96.12
861.00,96.07
860.00,96.02
859.00,95.95
858.00,95.88
857.00,95.82
856.00,95.75
855.00,95.67
854.00,95.59
853.00,95.49
852.00,95.37
851.00,95.23
850.00,95.07
849.00,94.90
848.00,94.72
847.00,94.53
846.00,94.32
845.00,94.11
844.00,93.91
843.00,93.75
842.00,93.62
841.00,93.53
840.00,93.51
839.00,93.57
838.00,93.72
837.00,93.94
836.00,94.22
835.00,94.52
834.00,94.81
833.00,95.04
832.00,95.19
831.00,95.27
830.00,95.26
829.00,95.19
828.00,95.10
827.00,95.03
826.00,94.99
825.00,95.00
824.00,95.06
823.00,95.13
822.00,95.21
821.00,95.28
820.00,95.35
819.00,95.39
818.00,95.42
817.00,95.43
816.00,95.40
815.00,95.35
814.00,95.28
813.00,95.22
812.00,95.16
811.00,95.14
810.00,95.15
809.00,95.19
808.00,95.25
807.00,95.33
806.00,95.41
805.00,95.50
804.00,95.59
803.00,95.68
802.00,95.76
801.00,95.82
800.00,95.88
799.00,95.94
798.00,96.00
797.00,96.07
796.00,96.12
795.00,96.16
794.00,96.20
793.00,96.24
792.00,96.28
791.00,96.32
790.00,96.33
789.00,96.34
788.00,96.34
787.00,96.35
786.00,96.36
785.00,96.38
784.00,96.38
783.00,96.39
782.00,96.38
781.00,96.37
780.00,96.35
779.00,96.33
778.00,96.31
777.00,96.28
776.00,96.24
775.00,96.17
774.00,96.09
773.00,96.00
772.00,95.90
771.00,95.81
770.00,95.69
769.00,95.56
768.00,95.40
767.00,95.23
766.00,95.04
765.00,94.85
764.00,94.65
763.00,94.45
762.00,94.24
761.00,94.02
760.00,93.79
759.00,93.55
758.00,93.32
757.00,93.10
756.00,92.87
755.00,92.63
754.00,92.39
753.00,92.16
752.00,91.97
751.00,91.86
750.00,91.86
749.00,91.99
748.00,92.24
747.00,92.62
746.00,93.09
745.00,93.59
744.00,94.06
743.00,94.47
742.00,94.80
741.00,95.05
740.00,95.23
739.00,95.36
738.00,95.46
737.00,95.55
736.00,95.62
735.00,95.68
734.00,95.74
733.00,95.80
732.00,95.87
731.00,95.95
730.00,96.03
729.00,96.11
728.00,96.19
727.00,96.27
726.00,96.34
725.00,96.39
724.00,96.42
723.00,96.46
722.00,96.50
721.00,96.54
720.00,96.58
719.00,96.60
718.00,96.62
717.00,96.62
716.00,96.60
715.00,96.56
714.00,96.51
713.00,96.43
712.00,96.32
711.00,96.17
710.00,95.99
709.00,95.76
708.00,95.51
707.00,95.25
706.00,95.00
705.00,94.79
704.00,94.62
703.00,94.52
702.00,94.49
701.00,94.54
700.00,94.66
699.00,94.84
698.00,95.06
697.00,95.30
696.00,95.55
695.00,95.77
694.00,95.95
693.00,96.10
692.00,96.20
691.00,96.28
690.00,96.34
689.00,96.39
688.00,96.41
687.00,96.43
686.00,96.45
685.00,96.47
684.00,96.49
683.00,96.51
682.00,96.53
681.00,96.55
680.00,96.55
679.00,96.53
678.00,96.50
677.00,96.49
676.00,96.49
675.00,96.49
674.00,96.47
673.00,96.45
672.00,96.44
671.00,96.43
670.00,96.43
669.00,96.42
668.00,96.40
667.00,96.38
666.00,96.36
665.00,96.34
664.00,96.30
663.00,96.26
662.00,96.23
661.00,96.21
660.00,96.19
659.00,96.20
658.00,96.21
657.00,96.23
656.00,96.24
655.00,96.24
654.00,96.23
653.00,96.21
652.00,96.20
651.00,96.21
650.00,96.24
