Created as New Dataset,PE (low density) granule 2mm GF
cm-1,%T
900.00,99.14
899.00,99.13
898.00,99.12
897.00,99.11
896.00,99.09
895.00,99.07
894.00,99.05
893.00,99.03
892.00,99.01
891.00,99.00
890.00,98.98
889.00,98.97
888.00,98.97
887.00,98.97
886.00,98.98
885.00,99.01
884.00,99.03
883.00,99.05
882.00,99.08
881.00,99.11
880.00,99.14
879.00,99.15
878.00,99.16
877.00,99.17
876.00,99.18
875.00,99.19
874.00,99.20
873.00,99.21
872.00,99.22
871.00,99.23
870.00,99.24
869.00,99.23
868.00,99.23
867.00,99.23
866.00,99.23
865.00,99.23
864.00,99.23
863.00,99.23
862.00,99.23
861.00,99.23
860.00,99.23
859.00,99.22
858.00,99.20
857.00,99.19
856.00,99.18
855.00,99.18
854.00,99.18
853.00,99.19
852.00,99.20
851.00,99.20
850.00,99.19
849.00,99.19
848.00,99.19
847.00,99.19
846.00,99.19
845.00,99.20
844.00,99.20
843.00,99.19
842.00,99.18
841.00,99.17
840.00,99.17
839.00,99.16
838.00,99.15
837.00,99.15
836.00,99.16
835.00,99.17
834.00,99.17
833.00,99.17
832.00,99.18
831.00,99.18
830.00,99.17
829.00,99.16
828.00,99.15
827.00,99.14
826.00,99.13
825.00,99.12
824.00,99.11
823.00,99.11
822.00,99.11
821.00,99.12
820.00,99.12
819.00,99.12
818.00,99.11
817.00,99.10
816.00,99.09
815.00,99.07
814.00,99.05
813.00,99.03
812.00,99.03
811.00,99.03
810.00,99.03
809.00,99.03
808.00,99.03
807.00,99.03
806.00,99.02
805.00,99.01
804.00,98.99
803.00,98.97
802.00,98.95
801.00,98.95
800.00,98.96
799.00,98.96
798.00,98.96
797.00,98.96
796.00,98.95
795.00,98.94
794.00,98.92
793.00,98.91
792.00,98.91
791.00,98.89
790.00,98.87
789.00,98.85
788.00,98.83
787.00,98.81
786.00,98.79
785.00,98.78
784.00,98.77
783.00,98.75
782.00,98.72
781.00,98.71
780.00,98.70
779.00,98.69
778.00,98.67
777.00,98.64
776.00,98.61
775.00,98.59
774.00,98.57
773.00,98.54
772.00,98.52
771.00,98.51
770.00,98.49
769.00,98.48
768.00,98.47
767.00,98.45
766.00,98.43
765.00,98.42
764.00,98.40
763.00,98.40
762.00,98.39
761.00,98.38
760.00,98.36
759.00,98.34
758.00,98.31
757.00,98.28
756.00,98.24
755.00,98.20
754.00,98.15
753.00,98.10
752.00,98.05
751.00,98.00
750.00,97.95
749.00,97.90
748.00,97.85
747.00,97.79
746.00,97.72
745.00,97.63
744.00,97.53
743.00,97.42
742.00,97.29
741.00,97.15
740.00,96.98
739.00,96.78
738.00,96.54
737.00,96.22
736.00,95.77
735.00,95.09
734.00,94.04
733.00,92.60
732.00,90.91
731.00,89.33
730.00,88.16
729.00,87.43
728.00,86.91
727.00,86.27
726.00,85.27
725.00,83.85
724.00,81.99
723.00,79.68
722.00,76.92
721.00,73.90
720.00,71.09
719.00,69.10
718.00,68.45
717.00,69.41
716.00,71.94
715.00,75.60
714.00,79.68
713.00,83.45
712.00,86.52
711.00,88.85
710.00,90.60
709.00,91.95
708.00,93.00
707.00,93.85
706.00,94.55
705.00,95.14
704.00,95.63
703.00,96.02
702.00,96.35
701.00,96.64
700.00,96.89
699.00,97.10
698.00,97.29
697.00,97.46
696.00,97.61
695.00,97.74
694.00,97.85
693.00,97.95
692.00,98.03
691.00,98.10
690.00,98.17
689.00,98.23
688.00,98.30
687.00,98.35
686.00,98.40
685.00,98.45
684.00,98.50
683.00,98.54
682.00,98.55
681.00,98.56
680.00,98.58
679.00,98.59
678.00,98.61
677.00,98.64
676.00,98.66
675.00,98.67
674.00,98.65
673.00,98.63
672.00,98.62
671.00,98.59
670.00,98.56
669.00,98.54
668.00,98.58
667.00,98.66
666.00,98.73
665.00,98.80
664.00,98.87
663.00,98.93
662.00,98.96
661.00,98.98
660.00,98.98
659.00,98.99
658.00,99.01
657.00,99.04
656.00,99.07
655.00,99.07
654.00,99.03
653.00,99.00
652.00,98.98
651.00,98.97
650.00,98.96
