Created as New Dataset,PE (high density) granule GF
cm-1,%T
901.00,99.49
900.00,99.50
899.00,99.51
898.00,99.51
897.00,99.51
896.00,99.51
895.00,99.50
894.00,99.49
893.00,99.47
892.00,99.47
891.00,99.46
890.00,99.45
889.00,99.44
888.00,99.44
887.00,99.45
886.00,99.45
885.00,99.46
884.00,99.47
883.00,99.48
882.00,99.47
881.00,99.48
880.00,99.49
879.00,99.51
878.00,99.51
877.00,99.50
876.00,99.48
875.00,99.47
874.00,99.46
873.00,99.46
872.00,99.46
871.00,99.46
870.00,99.45
869.00,99.45
868.00,99.46
867.00,99.48
866.00,99.48
865.00,99.48
864.00,99.47
863.00,99.46
862.00,99.45
861.00,99.44
860.00,99.43
859.00,99.43
858.00,99.43
857.00,99.43
856.00,99.43
855.00,99.43
854.00,99.44
853.00,99.44
852.00,99.44
851.00,99.44
850.00,99.44
849.00,99.43
848.00,99.43
847.00,99.43
846.00,99.42
845.00,99.41
844.00,99.41
843.00,99.40
842.00,99.40
841.00,99.40
840.00,99.40
839.00,99.40
838.00,99.39
837.00,99.38
836.00,99.37
835.00,99.36
834.00,99.36
833.00,99.36
832.00,99.37
831.00,99.37
830.00,99.38
829.00,99.39
828.00,99.39
827.00,99.39
826.00,99.37
825.00,99.35
824.00,99.35
823.00,99.36
822.00,99.35
821.00,99.35
820.00,99.34
819.00,99.33
818.00,99.32
817.00,99.30
816.00,99.29
815.00,99.29
814.00,99.29
813.00,99.28
812.00,99.28
811.00,99.28
810.00,99.27
809.00,99.25
808.00,99.25
807.00,99.26
806.00,99.26
805.00,99.25
804.00,99.25
803.00,99.25
802.00,99.25
801.00,99.24
800.00,99.24
799.00,99.24
798.00,99.23
797.00,99.21
796.00,99.20
795.00,99.21
794.00,99.22
793.00,99.22
792.00,99.22
791.00,99.23
790.00,99.23
789.00,99.21
788.00,99.21
787.00,99.20
786.00,99.20
785.00,99.19
784.00,99.18
783.00,99.18
782.00,99.17
781.00,99.17
780.00,99.16
779.00,99.15
778.00,99.12
777.00,99.09
776.00,99.07
775.00,99.07
774.00,99.06
773.00,99.04
772.00,99.02
771.00,99.00
770.00,98.99
769.00,98.98
768.00,98.97
767.00,98.98
766.00,98.97
765.00,98.95
764.00,98.92
763.00,98.90
762.00,98.88
761.00,98.85
760.00,98.84
759.00,98.83
758.00,98.81
757.00,98.75
756.00,98.70
755.00,98.66
754.00,98.62
753.00,98.57
752.00,98.53
751.00,98.50
750.00,98.46
749.00,98.38
748.00,98.29
747.00,98.20
746.00,98.09
745.00,97.96
744.00,97.82
743.00,97.69
742.00,97.51
741.00,97.26
740.00,96.94
739.00,96.54
738.00,95.96
737.00,95.05
736.00,93.54
735.00,90.93
734.00,86.69
733.00,81.04
732.00,75.42
731.00,71.99
730.00,72.04
729.00,75.03
728.00,79.05
727.00,82.31
726.00,83.95
725.00,83.95
724.00,82.36
723.00,78.94
722.00,73.52
721.00,66.90
720.00,61.21
719.00,58.84
718.00,60.61
717.00,65.35
716.00,71.18
715.00,76.65
714.00,81.13
713.00,84.56
712.00,87.10
711.00,88.97
710.00,90.40
709.00,91.56
708.00,92.50
707.00,93.26
706.00,93.88
705.00,94.45
704.00,94.93
703.00,95.31
702.00,95.63
701.00,95.93
700.00,96.19
699.00,96.41
698.00,96.60
697.00,96.79
696.00,96.94
695.00,97.05
694.00,97.16
693.00,97.29
692.00,97.40
691.00,97.46
690.00,97.49
689.00,97.54
688.00,97.59
687.00,97.61
686.00,97.64
685.00,97.69
684.00,97.77
683.00,97.81
682.00,97.84
681.00,97.88
680.00,97.93
679.00,97.95
678.00,97.96
677.00,98.00
676.00,98.05
675.00,98.09
674.00,98.12
673.00,98.16
672.00,98.21
671.00,98.24
670.00,98.26
669.00,98.33
668.00,98.40
667.00,98.42
666.00,98.39
665.00,98.36
664.00,98.34
663.00,98.30
662.00,98.27
661.00,98.27
660.00,98.30
659.00,98.32
658.00,98.31
657.00,98.32
656.00,98.35
655.00,98.37
654.00,98.39
653.00,98.43
652.00,98.46
651.00,98.45
650.00,98.41
