Created as New Dataset,PET amorphous
cm-1,%T
897.00,81.64
896.00,81.66
895.00,81.71
894.00,81.77
893.00,81.83
892.00,81.89
891.00,81.92
890.00,81.91
889.00,81.85
888.00,81.73
887.00,81.55
886.00,81.28
885.00,80.92
884.00,80.44
883.00,79.85
882.00,79.14
881.00,78.32
880.00,77.39
879.00,76.37
878.00,75.27
877.00,74.04
876.00,72.65
875.00,71.08
874.00,69.46
873.00,68.11
872.00,67.42
871.00,67.63
870.00,68.62
869.00,70.05
868.00,71.54
867.00,72.87
866.00,73.97
865.00,74.84
864.00,75.51
863.00,76.03
862.00,76.44
861.00,76.73
860.00,76.93
859.00,77.06
858.00,77.12
857.00,77.13
856.00,77.07
855.00,76.99
854.00,76.87
853.00,76.71
852.00,76.50
851.00,76.23
850.00,75.94
849.00,75.66
848.00,75.43
847.00,75.32
846.00,75.33
845.00,75.46
844.00,75.68
843.00,75.96
842.00,76.28
841.00,76.61
840.00,76.94
839.00,77.27
838.00,77.61
837.00,77.95
836.00,78.28
835.00,78.63
834.00,78.98
833.00,79.30
832.00,79.61
831.00,79.89
830.00,80.17
829.00,80.42
828.00,80.65
827.00,80.86
826.00,81.07
825.00,81.26
824.00,81.44
823.00,81.60
822.00,81.74
821.00,81.86
820.00,81.96
819.00,82.05
818.00,82.13
817.00,82.20
816.00,82.25
815.00,82.31
814.00,82.38
813.00,82.44
812.00,82.48
811.00,82.54
810.00,82.61
809.00,82.68
808.00,82.76
807.00,82.83
806.00,82.90
805.00,82.96
804.00,83.02
803.00,83.11
802.00,83.21
801.00,83.29
800.00,83.30
799.00,83.18
798.00,82.85
797.00,82.30
796.00,81.56
795.00,80.79
794.00,80.16
793.00,79.79
792.00,79.74
791.00,79.97
790.00,80.39
789.00,80.91
788.00,81.43
787.00,81.95
786.00,82.46
785.00,82.94
784.00,83.38
783.00,83.78
782.00,84.14
781.00,84.47
780.00,84.78
779.00,85.08
778.00,85.37
777.00,85.63
776.00,85.88
775.00,86.11
774.00,86.36
773.00,86.60
772.00,86.84
771.00,87.10
770.00,87.36
769.00,87.62
768.00,87.88
767.00,88.13
766.00,88.39
765.00,88.64
764.00,88.88
763.00,89.11
762.00,89.34
761.00,89.55
760.00,89.75
759.00,89.95
758.00,90.15
757.00,90.33
756.00,90.51
755.00,90.69
754.00,90.86
753.00,91.01
752.00,91.15
751.00,91.27
750.00,91.37
749.00,91.42
748.00,91.40
747.00,91.29
746.00,91.06
745.00,90.65
744.00,90.01
743.00,89.09
742.00,87.83
741.00,86.16
740.00,84.07
739.00,81.61
738.00,78.86
737.00,75.94
736.00,72.93
735.00,69.93
734.00,66.97
733.00,64.03
732.00,61.07
731.00,58.09
730.00,55.06
729.00,51.96
728.00,48.83
727.00,45.78
726.00,43.00
725.00,40.69
724.00,39.05
723.00,38.18
722.00,38.07
721.00,38.62
720.00,39.72
719.00,41.24
718.00,43.05
717.00,45.03
716.00,47.05
715.00,49.03
714.00,50.87
713.00,52.52
712.00,53.99
711.00,55.30
710.00,56.48
709.00,57.55
708.00,58.55
707.00,59.47
706.00,60.33
705.00,61.13
704.00,61.89
703.00,62.64
702.00,63.43
701.00,64.27
700.00,65.16
699.00,66.07
698.00,66.97
697.00,67.83
696.00,68.62
695.00,69.32
694.00,69.94
693.00,70.49
692.00,70.98
691.00,71.41
690.00,71.79
689.00,72.13
688.00,72.42
687.00,72.66
686.00,72.87
685.00,73.03
684.00,73.14
683.00,73.22
682.00,73.28
681.00,73.34
680.00,73.44
679.00,73.59
678.00,73.83
677.00,74.11
676.00,74.43
675.00,74.75
674.00,75.05
673.00,75.33
672.00,75.58
671.00,75.80
670.00,76.02
669.00,76.26
668.00,76.48
667.00,76.64
666.00,76.77
665.00,76.91
664.00,77.06
663.00,77.21
662.00,77.34
661.00,77.46
660.00,77.56
659.00,77.64
658.00,77.70
657.00,77.77
656.00,77.84
655.00,77.93
654.00,78.04
653.00,78.16
652.00,78.28
651.00,78.40
650.00,78.51
